Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23
-4.577420e+02,-4.009771e+02,-3.695556e+02,-3.721503e+02,-3.183977e+02,-1.890808e+02,-1.151509e+02,-9.360028e+01,-9.496607e+01,-8.387917e+01,-4.262997e+01,-2.965235e+01,-5.958704e+01,-1.364297e+02,-2.344639e+02,-3.014331e+02,-3.684636e+02,-3.866964e+02,-3.846020e+02,-4.142755e+02,-4.400498e+02,-4.513003e+02,-4.549704e+02
4.215722e+01,5.570303e+01,5.363177e+01,4.188560e+01,6.017041e+01,7.152313e+01,6.093452e+01,4.964677e+01,5.140388e+01,5.149254e+01,5.938310e+01,7.737271e+01,9.819725e+01,1.278242e+02,1.508998e+02,1.452261e+02,1.041719e+02,6.945026e+01,7.106529e+01,6.461778e+01,5.443861e+01,4.648476e+01,4.500574e+01
2.359039e+01,2.022771e+01,2.182603e+01,2.874312e+01,4.178320e+01,2.079585e+01,-7.263742e+00,-2.398433e+01,-2.028946e+01,-2.990945e+01,-5.365574e+01,-6.915410e+01,-6.729218e+01,-5.025946e+01,-2.768890e+01,-1.920491e+01,-8.961434e+00,-8.177589e+00,-9.633333e+00,-2.298764e+00,1.246323e+01,1.433700e+01,1.908952e+01
1.121502e+01,-7.474729e+00,-1.643081e+01,-1.688875e+01,-1.602761e+01,-1.301513e+01,-2.793988e+00,-3.036572e+00,-6.930123e+00,-4.896358e+00,-3.775428e+00,-1.585138e+01,-2.244096e+01,-1.585765e+01,-1.939606e+01,-3.085336e+01,-2.130441e+01,-3.488658e+00,2.990218e+00,5.711615e+00,8.095613e-01,1.528084e-01,5.826453e+00
1.339004e+01,3.444646e+01,4.694571e+01,4.604836e+01,2.904381e+01,-3.318375e+00,-1.751760e+01,-2.085342e+01,-1.840869e+01,-1.699642e+01,-1.659935e+01,-2.040339e+01,-2.212514e+01,-1.082047e+01,3.567994e+00,8.952758e+00,1.358514e+01,3.298624e+01,3.882648e+01,2.861582e+01,1.392268e+01,9.233356e+00,1.024178e+01
1.407144e+01,5.626358e-01,-2.583088e+00,-5.183223e+00,-1.489109e+01,8.774316e+00,2.872002e+01,4.859336e+01,5.498161e+01,5.835661e+01,6.604636e+01,6.401395e+01,4.821238e+01,3.617190e+01,2.609900e+01,1.502688e+01,1.446578e+01,-2.278862e+00,-1.529444e+00,1.338947e+01,2.101380e+01,2.041134e+01,1.760739e+01
1.356457e+01,1.484074e+01,1.448733e+01,1.706728e+01,-9.279271e-01,-3.805407e+01,-4.927100e+01,-4.320174e+01,-3.853864e+01,-4.458192e+01,-4.404222e+01,-4.184113e+01,-4.161313e+01,-3.192789e+01,-1.534660e+01,2.781227e+00,9.046796e+00,6.515089e+00,3.134128e+00,5.343269e+00,1.592377e+01,1.846834e+01,1.627645e+01
7.190868e+00,6.251688e+00,5.805230e+00,2.569921e+00,2.517093e+00,2.509221e+01,4.970089e+01,5.551543e+01,3.563014e+01,2.934559e+01,3.607603e+01,4.131113e+01,4.088392e+01,3.744123e+01,1.710030e+01,1.196213e+01,1.869116e+01,2.016618e+01,2.073766e+01,1.454659e+01,8.158045e+00,8.724855e+00,8.656693e+00
3.012789e+00,9.562689e+00,7.746452e+00,4.881545e+00,-7.963303e+00,3.804109e+00,7.366965e-01,-2.330044e+00,-8.604485e+00,-1.303306e+01,-1.476842e+01,-8.515606e+00,-2.272853e+00,2.325154e+00,1.947357e+00,5.005866e+00,1.092175e+01,8.061967e+00,4.387610e+00,7.980723e-01,8.571973e-01,2.215285e+00,2.377402e+00
-2.365074e-01,-9.885101e+00,-4.365294e+00,5.973356e-01,-1.235147e+01,-2.721831e+01,-2.439846e+01,-2.285564e+01,-2.001398e+01,-2.417463e+01,-2.974346e+01,-2.780835e+01,-2.296687e+01,-2.085261e+01,-2.022953e+01,-1.489727e+01,-1.136614e+01,-1.546534e+01,-2.019191e+01,-1.477898e+01,-3.314116e+00,9.041395e-01,1.380106e-01
6.160317e-01,2.937790e+00,-3.852649e+00,-3.760597e+00,1.236504e+00,1.154007e+01,2.554953e+00,-3.593016e+00,-3.769088e+00,-1.611365e+00,-2.466671e+00,-8.030056e+00,-7.821229e+00,-3.456886e+00,-8.685220e+00,-1.710980e+01,-1.732444e+01,7.999701e+00,7.904544e+00,1.752017e+00,-1.729747e+00,3.402506e-01,-4.244718e-01
-1.147951e+00,1.054156e+00,-5.191675e-01,4.519176e-02,4.716799e+00,4.545390e+00,9.034370e+00,7.075459e+00,5.733167e+00,8.297091e+00,1.375280e+01,1.143717e+01,1.023186e+01,2.189950e+00,-1.092322e+01,-1.240200e+01,-1.276048e+01,1.021867e+01,1.536937e+01,1.161407e+01,-3.139863e-01,-1.637049e+00,-1.309504e+00
-1.612221e+00,-6.001500e+00,-7.234139e+00,-3.390939e+00,-2.440645e+00,-5.632585e+00,-1.181447e+01,-2.014762e+01,-1.766003e+01,-1.340150e+01,-9.930349e+00,-1.037052e+01,-1.310913e+01,-8.229261e+00,-1.817062e+00,-1.080869e+01,-1.329180e+01,-1.359076e+01,-1.390379e+01,-7.301071e+00,-3.046007e+00,-3.208984e+00,-1.176615e+00
