Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47
-5.235156e+02,-5.070792e+02,-5.029585e+02,-4.969847e+02,-4.998039e+02,-5.003934e+02,-4.789673e+02,-4.160179e+02,-3.141979e+02,-2.372755e+02,-1.756902e+02,-1.417560e+02,-1.587534e+02,-1.793647e+02,-1.825666e+02,-1.817879e+02,-1.796005e+02,-1.761878e+02,-1.856279e+02,-1.806402e+02,-1.723990e+02,-1.667011e+02,-1.566008e+02,-1.507476e+02,-1.341857e+02,-1.070551e+02,-9.052914e+01,-7.404212e+01,-6.936232e+01,-9.345051e+01,-1.306360e+02,-1.900078e+02,-2.653664e+02,-3.515436e+02,-4.067908e+02,-4.516881e+02,-4.912613e+02,-5.082414e+02,-5.143735e+02,-5.128528e+02,-5.072847e+02,-5.089701e+02,-5.025140e+02,-5.039676e+02,-5.079390e+02,-4.939005e+02,-4.766193e+02
3.801929e+01,5.358411e+01,6.056614e+01,6.676192e+01,6.478152e+01,6.311761e+01,7.820246e+01,7.201204e+01,6.883415e+01,6.518893e+01,6.936360e+01,6.414192e+01,5.916163e+01,6.685785e+01,5.954038e+01,5.297176e+01,5.324904e+01,5.199672e+01,5.503275e+01,5.170626e+01,4.637357e+01,4.741800e+01,4.849104e+01,4.895767e+01,5.234348e+01,5.983129e+01,6.146087e+01,5.544559e+01,5.116316e+01,5.191539e+01,7.374857e+01,1.006566e+02,1.255342e+02,1.370928e+02,1.173915e+02,9.299361e+01,6.545402e+01,5.230794e+01,4.637261e+01,4.593819e+01,5.011684e+01,4.995976e+01,5.768583e+01,5.749766e+01,5.281734e+01,5.721543e+01,6.535047e+01
2.339932e+01,2.353495e+01,2.652128e+01,2.812311e+01,2.894298e+01,2.600552e+01,3.583359e+01,5.340810e+01,4.504242e+01,2.744473e+01,1.720292e+00,-4.430381e+00,1.024313e+00,9.796301e+00,1.479404e+01,1.568527e+01,1.271294e+01,9.219045e+00,3.019883e+00,7.787933e+00,3.129143e+00,-9.296900e+00,-1.591526e+01,-2.115420e+01,-3.914687e+01,-5.073610e+01,-6.058248e+01,-6.810655e+01,-8.328939e+01,-7.973346e+01,-6.987949e+01,-6.555724e+01,-6.245921e+01,-4.296600e+01,-2.234109e+01,-9.295147e-01,1.245164e+01,1.869066e+01,1.736931e+01,1.331974e+01,1.146871e+01,1.255458e+01,1.945184e+01,2.112827e+01,1.939529e+01,2.026746e+01,1.803172e+01
1.305327e+01,5.777040e+00,6.773419e+00,9.524695e+00,1.042558e+01,8.246251e+00,1.777972e+01,-1.964016e-01,1.001662e+01,2.427942e+01,9.134953e+00,-9.235928e+00,-2.215726e+01,-2.717574e+01,-2.848466e+01,-2.901293e+01,-3.386100e+01,-2.970096e+01,-2.615263e+01,-2.263805e+01,-1.567683e+01,-8.106976e+00,-7.891348e+00,-1.107677e+01,-1.545788e+01,-2.185948e+01,-2.504199e+01,-2.437072e+01,-1.810033e+01,-1.707408e+01,-1.615426e+01,-1.353920e+01,-2.004947e+01,-3.418487e+01,-3.424703e+01,-2.408963e+01,-8.220291e+00,6.319949e+00,7.270860e+00,3.777267e+00,1.910698e-02,-2.172144e+00,7.011901e+00,7.216721e+00,3.729681e+00,-3.544924e+00,-1.040230e+01
1.824756e+01,1.171124e+01,8.753485e+00,1.166276e+01,1.199029e+01,1.328896e+01,3.196983e+01,5.467663e+01,4.074416e+01,1.875515e+01,-4.804406e+00,-9.962706e+00,-6.407175e+00,-3.380687e-01,5.873201e+00,9.586903e+00,1.049057e+01,4.613352e+00,3.361855e+00,1.030938e+01,1.057449e+01,7.173564e+00,-1.250982e-01,-5.479979e+00,-7.615405e+00,-1.269784e+01,-8.161674e+00,-5.655831e+00,-9.326466e+00,-8.395525e+00,-2.743862e+00,1.478877e+00,6.897114e+00,8.142124e+00,5.799752e+00,-6.510992e-01,1.202651e+00,1.139007e+01,1.294683e+01,1.237127e+01,9.684324e+00,6.487217e+00,1.643620e+01,1.576768e+01,1.199345e+01,1.467665e+01,1.509784e+01
1.684616e+01,1.311070e+01,1.214819e+01,1.228597e+01,1.355372e+01,1.833747e+01,2.655982e+01,1.952354e+01,-9.542685e+00,-1.380631e+01,1.086636e+01,1.957579e+01,1.965762e+01,2.676929e+01,3.299681e+01,3.376684e+01,3.454743e+01,4.105190e+01,3.741310e+01,3.058594e+01,3.177331e+01,3.798687e+01,4.571279e+01,5.178632e+01,5.344201e+01,4.575095e+01,4.025711e+01,4.376939e+01,4.173001e+01,4.749064e+01,4.517901e+01,3.444453e+01,2.064590e+01,6.389168e+00,7.367300e+00,1.060669e+01,1.153368e+01,1.372354e+01,1.464928e+01,1.565034e+01,1.391430e+01,1.368341e+01,2.000644e+01,2.173682e+01,1.895938e+01,1.174813e+01,6.167023e+00
1.439799e+01,1.155771e+01,1.023790e+01,5.764286e+00,7.546632e+00,1.267634e+01,1.686662e+01,2.459677e+01,-6.589808e-01,-2.793818e+01,-3.471669e+01,-3.790603e+01,-3.702337e+01,-2.841126e+01,-2.181146e+01,-2.347783e+01,-3.066136e+01,-3.557723e+01,-3.914555e+01,-4.102232e+01,-3.809386e+01,-3.853986e+01,-4.122406e+01,-4.297111e+01,-4.388116e+01,-4.424998e+01,-4.452164e+01,-4.399045e+01,-4.117404e+01,-3.966119e+01,-3.440884e+01,-2.662312e+01,-1.491028e+01,5.571657e+00,8.828486e+00,1.592088e+01,1.613962e+01,1.170899e+01,1.021112e+01,1.217848e+01,1.147472e+01,1.130300e+01,1.424759e+01,1.740974e+01,1.645553e+01,1.283093e+01,1.039742e+01
8.207570e+00,7.665225e+00,5.786065e+00,1.808620e+00,2.723934e+00,5.125717e+00,9.313648e+00,1.195047e+01,1.838484e+01,2.789209e+01,4.450459e+01,5.074454e+01,4.905909e+01,3.785862e+01,3.835579e+01,4.112081e+01,4.293753e+01,4.470505e+01,4.255938e+01,3.489595e+01,3.537472e+01,4.225738e+01,4.962517e+01,5.408553e+01,5.203258e+01,5.418590e+01,5.453072e+01,5.747436e+01,6.030489e+01,5.923277e+01,5.231158e+01,4.049569e+01,3.336905e+01,2.685718e+01,2.562304e+01,2.465055e+01,1.851653e+01,1.087557e+01,8.271392e+00,1.140687e+01,1.193857e+01,9.110943e+00,1.190127e+01,1.308222e+01,8.412170e+00,1.272878e+00,-1.497872e+00
9.187605e+00,1.061196e+01,3.778489e+00,1.565626e+00,2.552230e+00,1.557346e+00,5.986582e+00,-6.490853e+00,-1.468944e+01,-6.707750e+00,-6.512544e+00,8.434721e-01,6.516793e+00,6.557665e+00,6.892901e+00,6.894764e+00,8.744124e+00,4.550062e+00,-6.829894e-01,-4.851390e+00,-2.797007e+00,-5.548203e+00,-8.952736e+00,-1.063095e+01,-1.792015e+01,-2.124084e+01,-2.009616e+01,-1.788802e+01,-1.574618e+01,-1.372905e+01,-1.630509e+01,-1.254759e+01,-7.376102e-01,1.252710e+01,1.943572e+01,1.750882e+01,1.398847e+01,7.797579e+00,7.817462e+00,9.961523e+00,1.101089e+01,9.020898e+00,1.110773e+01,1.082478e+01,4.605165e+00,6.476308e+00,8.553617e+00
6.280575e+00,7.509443e+00,-4.259019e-01,-1.423883e+00,1.008468e+00,-1.904816e+00,-9.223185e-01,-1.179486e+00,-7.737576e+00,-6.104724e+00,-4.260138e-01,3.288061e+00,-5.855168e-01,5.908732e-01,-2.250670e+00,-3.854971e+00,-2.994488e+00,-5.179003e-01,4.090468e+00,6.505067e+00,1.313428e+01,1.226704e+01,1.320687e+01,1.102354e+01,7.019962e+00,1.157421e+01,1.160076e+01,1.194189e+01,1.144251e+01,9.069435e+00,5.145209e+00,-2.969007e+00,-8.176804e+00,-9.808481e+00,-1.313306e+00,-1.397899e+00,1.644122e+00,2.432752e-02,3.144533e+00,2.619610e+00,3.625306e+00,4.374747e+00,3.208596e+00,4.233910e+00,1.869493e+00,1.253108e-01,7.186112e-01
