Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23
-5.092024e+02,-4.880898e+02,-4.842727e+02,-4.620110e+02,-3.631131e+02,-2.285585e+02,-1.541362e+02,-1.142480e+02,-1.070688e+02,-1.481288e+02,-1.661315e+02,-1.362068e+02,-1.166395e+02,-1.248697e+02,-1.630644e+02,-2.228375e+02,-3.222352e+02,-3.941721e+02,-4.373310e+02,-4.632988e+02,-4.762591e+02,-4.846543e+02,-4.990526e+02
2.866199e+01,5.036442e+01,5.492722e+01,6.525135e+01,8.172758e+01,1.184006e+02,1.065907e+02,7.288673e+01,6.113310e+01,6.233596e+01,7.902168e+01,7.719223e+01,9.611298e+01,1.174357e+02,1.337156e+02,1.509006e+02,1.586323e+02,1.374256e+02,9.471980e+01,6.837396e+01,5.816034e+01,5.179150e+01,3.686919e+01
1.368173e+01,2.181133e+01,2.210090e+01,9.348104e+00,3.053339e+00,-1.613084e-01,-2.191761e+00,-1.106669e+01,-1.617337e+01,-1.387817e+00,1.716005e+00,-1.703191e+01,-3.623322e+01,-3.901776e+01,-2.480407e+01,-8.157145e+00,1.268445e+01,2.465062e+01,1.401218e+01,9.173443e+00,1.187110e+01,1.482666e+01,1.025666e+01
6.142834e+00,9.190229e+00,4.712601e+00,-1.411730e+01,-5.061496e+01,-6.101557e+01,-4.789941e+01,-4.046466e+01,-4.331052e+01,-4.732152e+01,-4.196537e+01,-4.450924e+01,-4.940640e+01,-6.254459e+01,-6.917212e+01,-6.281126e+01,-4.587323e+01,-2.411795e+01,-2.182821e+01,-1.178562e+01,-7.435287e+00,-2.412536e+00,-1.802849e+00
8.194090e+00,1.336136e+01,9.153960e+00,6.987180e+00,-2.809965e+00,-9.938913e+00,-1.590849e+01,-2.016599e+01,-2.269207e+01,-2.365179e+01,-2.224621e+01,-2.939495e+01,-2.870978e+01,-3.189487e+01,-3.365573e+01,-2.709065e+01,-9.069697e+00,-1.225766e+00,-2.634216e+00,8.335892e+00,5.954027e+00,6.124533e+00,5.055418e+00
1.164067e+01,1.781439e+01,1.741588e+01,2.681302e+01,6.155875e+01,6.214886e+01,6.154198e+01,6.076572e+01,6.216900e+01,6.423025e+01,6.144849e+01,6.486960e+01,6.286489e+01,6.221103e+01,5.804232e+01,5.388367e+01,3.764334e+01,2.002747e+01,1.848810e+01,2.312199e+01,1.889791e+01,1.645131e+01,1.352628e+01
1.022219e+01,1.274492e+01,1.632530e+01,1.733410e+01,-4.008221e+00,-1.590118e+01,-1.933292e+01,-3.408107e+01,-3.545520e+01,-3.388204e+01,-3.034212e+01,-3.300120e+01,-3.792625e+01,-3.367864e+01,-2.816430e+01,-2.067019e+01,-7.036311e+00,8.620951e+00,1.087240e+01,1.139713e+01,1.254062e+01,1.310212e+01,1.203870e+01
7.497092e+00,6.405652e+00,1.021369e+01,8.809000e+00,3.780439e+00,4.739476e+00,1.205336e+01,1.920957e+01,1.995980e+01,1.565118e+01,1.754026e+01,1.778726e+01,1.540766e+01,1.661075e+01,1.728016e+01,8.902735e+00,-1.084240e+00,-4.065863e+00,-4.406371e+00,-3.212104e+00,2.160344e+00,5.555853e+00,6.522456e+00
7.607529e+00,6.289877e+00,6.686494e+00,3.408193e+00,-4.683888e+00,-1.540050e+00,-6.121097e+00,-6.289470e+00,-4.147600e+00,-5.052681e+00,-7.266296e+00,-9.860811e+00,-1.264575e+01,-8.192570e+00,-5.791646e+00,-9.193305e+00,-7.115198e+00,1.600451e+00,-2.792664e+00,-2.855163e-01,3.460838e+00,5.415770e+00,5.448363e+00
6.110669e+00,4.979757e+00,4.441658e+00,8.623243e+00,7.857335e+00,1.163500e+00,7.193104e+00,1.810898e+01,2.338379e+01,2.584119e+01,2.515255e+01,1.771552e+01,1.693224e+01,1.594947e+01,1.602379e+01,1.387654e+01,8.771493e+00,8.273585e+00,8.123384e+00,8.190960e+00,7.443511e+00,7.341821e+00,6.428721e+00
-5.328887e-01,-1.693844e+00,-1.027075e+00,4.030360e+00,4.904070e+00,2.732069e+00,-3.435307e+00,-8.096364e+00,-6.677722e+00,-7.309825e+00,-1.388443e+01,-1.259658e+01,-7.082302e+00,-3.441453e+00,3.538096e-02,4.625428e+00,7.057962e+00,2.337215e+00,8.977971e+00,3.741238e+00,5.820001e-01,1.818999e+00,2.816014e+00
-7.783392e+00,-9.091846e+00,-8.301675e+00,-2.890575e+00,-5.857643e+00,-1.416084e+01,-1.007352e+01,-8.402727e+00,-3.933638e+00,-4.551586e+00,-6.325351e+00,-4.819353e+00,-3.936302e+00,-7.185889e-01,1.306228e+00,-6.973840e+00,-8.589620e+00,-7.625833e+00,-1.213718e+00,-9.341752e+00,-1.054187e+01,-7.095333e+00,-4.548796e+00
-8.946343e+00,-1.180008e+01,-1.172744e+01,-5.850623e+00,-5.691809e+00,-2.384538e+01,-2.923730e+01,-2.947239e+01,-2.969230e+01,-3.275338e+01,-2.715748e+01,-2.504630e+01,-2.238986e+01,-2.455305e+01,-1.825016e+01,-1.176959e+01,-1.269595e+01,-1.196239e+01,-8.426979e+00,-1.424074e+01,-1.145690e+01,-9.192544e+00,-9.207061e+00
