Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48,Coeff 49,Coeff 50,Coeff 51,Coeff 52
-5.177342e+02,-5.058333e+02,-5.042522e+02,-5.066820e+02,-5.077806e+02,-5.099178e+02,-5.083037e+02,-5.036855e+02,-5.043154e+02,-5.069239e+02,-5.057413e+02,-3.891119e+02,-1.789442e+02,-1.062770e+02,-8.860496e+01,-9.418645e+01,-1.058464e+02,-1.330804e+02,-1.602500e+02,-1.746922e+02,-1.768093e+02,-1.707639e+02,-1.659554e+02,-1.661168e+02,-1.570101e+02,-1.440058e+02,-1.235482e+02,-1.214624e+02,-1.200709e+02,-1.143474e+02,-1.180552e+02,-1.222812e+02,-1.009591e+02,-7.734179e+01,-7.863129e+01,-7.605715e+01,-8.169428e+01,-7.665063e+01,-9.187223e+01,-1.515496e+02,-2.398451e+02,-3.308799e+02,-4.211310e+02,-4.646053e+02,-4.967120e+02,-5.074648e+02,-5.092121e+02,-5.080537e+02,-5.117078e+02,-5.123250e+02,-5.115553e+02,-5.164819e+02
3.764170e+01,5.005630e+01,5.159903e+01,4.985176e+01,4.914597e+01,4.697469e+01,4.848397e+01,5.386247e+01,5.134054e+01,4.997041e+01,5.105199e+01,4.467195e+01,6.057883e+01,6.701193e+01,6.453053e+01,6.000229e+01,5.642319e+01,5.381863e+01,5.232589e+01,4.721628e+01,4.764586e+01,5.118015e+01,5.563127e+01,5.508765e+01,5.254385e+01,4.848754e+01,4.740941e+01,5.319905e+01,5.344439e+01,5.017046e+01,5.086398e+01,4.361306e+01,3.471580e+01,2.861908e+01,2.596297e+01,2.832628e+01,3.790210e+01,5.401981e+01,5.982640e+01,7.450896e+01,1.002903e+02,1.100319e+02,1.076465e+02,8.087255e+01,5.662978e+01,4.974262e+01,4.813066e+01,4.872383e+01,4.529559e+01,4.426200e+01,4.400674e+01,3.969453e+01
1.645284e+01,1.949153e+01,1.938808e+01,2.093753e+01,2.180767e+01,2.125089e+01,2.175767e+01,2.398542e+01,1.952361e+01,2.232914e+01,2.295097e+01,1.231376e+01,-5.395650e+00,-1.323806e+01,-2.691148e+01,-2.726575e+01,-1.682585e+01,-5.473619e+00,3.505299e+00,9.691111e+00,1.108999e+01,7.950007e+00,7.858702e+00,7.195990e+00,5.446574e+00,-5.262125e-01,-1.059526e+01,-1.275450e+01,-1.509824e+01,-1.833871e+01,-1.430076e+01,-1.636768e+01,-2.675709e+01,-4.081123e+01,-5.298520e+01,-5.502851e+01,-5.669150e+01,-7.225603e+01,-7.465453e+01,-5.818019e+01,-3.587666e+01,-1.824292e+01,-7.953222e+00,6.755756e+00,1.669435e+01,2.287221e+01,2.265052e+01,2.229759e+01,2.211129e+01,2.114919e+01,1.823511e+01,1.833072e+01
6.115074e+00,2.401338e+00,6.291518e-01,3.614301e+00,4.728313e+00,5.474661e+00,6.378707e+00,4.990142e+00,2.201200e+00,6.560605e+00,7.598714e+00,-9.455162e+00,-3.530021e+01,-4.442462e+01,-5.170875e+01,-6.259180e+01,-6.149686e+01,-5.805898e+01,-5.431499e+01,-4.752225e+01,-4.521490e+01,-4.257663e+01,-4.197402e+01,-4.464157e+01,-3.954744e+01,-3.824392e+01,-3.682774e+01,-3.772229e+01,-3.952585e+01,-3.945852e+01,-3.664276e+01,-3.177179e+01,-2.938385e+01,-2.992654e+01,-3.174776e+01,-3.219526e+01,-3.362267e+01,-3.450222e+01,-3.297790e+01,-3.813636e+01,-4.553082e+01,-3.833614e+01,-2.618095e+01,-1.666747e+01,-3.409668e-01,6.697398e+00,6.703557e+00,7.812503e+00,9.720735e+00,9.291435e+00,4.954160e+00,6.151795e+00
1.094275e+01,6.966726e+00,4.547775e+00,6.034331e+00,4.952309e+00,6.892007e+00,8.858723e+00,5.916120e+00,7.307731e+00,9.592139e+00,9.560886e+00,-5.034885e+00,-1.707585e+01,-1.494181e+01,-1.421685e+01,-8.707967e+00,-1.385583e+00,1.895026e+00,5.228370e-01,2.954566e+00,6.242585e+00,1.092671e+01,6.953617e+00,3.248865e+00,3.538778e+00,1.712128e+00,-3.212700e+00,-3.523258e+00,-3.640821e-01,-3.526234e+00,-1.684199e+00,4.483908e+00,2.832716e+00,-6.676464e-01,-1.238753e+00,-2.068976e+00,-4.426314e+00,-8.596383e+00,-1.125246e+01,-7.068996e+00,8.821101e+00,1.190413e+01,1.504464e+01,8.771721e+00,9.573606e+00,7.900926e+00,7.164386e+00,1.048213e+01,1.294235e+01,1.216666e+01,8.690712e+00,8.682134e+00
1.680876e+01,1.655227e+01,1.548259e+01,1.555442e+01,1.117576e+01,1.381071e+01,1.610268e+01,1.462455e+01,1.863199e+01,1.748919e+01,1.402893e+01,8.097441e+00,1.463536e+00,1.173438e+01,2.983415e+01,4.368247e+01,5.217410e+01,4.950375e+01,4.350337e+01,4.137091e+01,3.851525e+01,3.613821e+01,3.750142e+01,3.741763e+01,3.978226e+01,4.627224e+01,4.274349e+01,3.973700e+01,4.231513e+01,4.313782e+01,4.475967e+01,4.382471e+01,4.552325e+01,4.976384e+01,5.033942e+01,5.037207e+01,5.465842e+01,5.583733e+01,5.582141e+01,4.919501e+01,4.114902e+01,3.060963e+01,2.557001e+01,2.670555e+01,1.963554e+01,1.346906e+01,1.239094e+01,1.654439e+01,1.777441e+01,1.508430e+01,1.372413e+01,1.449909e+01
1.242614e+01,1.502029e+01,1.705716e+01,1.878125e+01,1.273932e+01,1.425483e+01,1.650389e+01,1.745155e+01,2.071556e+01,1.724393e+01,1.189855e+01,1.578549e+01,-6.490888e+00,-1.880250e+01,-2.165558e+01,-1.833147e+01,-2.168967e+01,-1.844474e+01,-2.025399e+01,-1.959338e+01,-2.093092e+01,-1.864118e+01,-1.882709e+01,-2.113293e+01,-2.355772e+01,-2.559977e+01,-2.526228e+01,-2.315854e+01,-1.994625e+01,-1.627731e+01,-1.507455e+01,-2.017334e+01,-2.353143e+01,-2.657851e+01,-2.911148e+01,-3.574683e+01,-3.274758e+01,-2.594324e+01,-2.450160e+01,-2.431703e+01,-1.516700e+01,-7.453052e+00,6.472703e+00,1.672971e+01,1.521387e+01,1.140455e+01,1.097365e+01,1.487111e+01,1.321123e+01,9.245565e+00,9.769095e+00,1.304825e+01
2.812241e+00,5.315797e+00,9.635478e+00,1.417740e+01,9.357694e+00,8.859411e+00,1.143593e+01,1.318746e+01,1.429292e+01,1.010580e+01,7.468996e+00,-3.687513e+00,1.904409e+01,4.054902e+01,4.937678e+01,4.542088e+01,3.654493e+01,3.413528e+01,2.922371e+01,2.614305e+01,2.543590e+01,2.746919e+01,3.056290e+01,2.748961e+01,3.165679e+01,3.511357e+01,3.524696e+01,3.489060e+01,3.648167e+01,3.649984e+01,3.368665e+01,2.959507e+01,2.994375e+01,3.164841e+01,3.509592e+01,3.588177e+01,3.878671e+01,3.869221e+01,3.691123e+01,2.933579e+01,1.949934e+01,1.140724e+01,9.240334e-01,1.740073e+00,5.765929e+00,3.986872e+00,4.528057e+00,7.604963e+00,4.324524e+00,2.223340e+00,3.717276e+00,6.963448e+00
-1.188603e+00,-2.221538e-01,2.550848e+00,6.720882e+00,4.543064e+00,4.321582e+00,6.751471e+00,7.621645e+00,7.645682e+00,3.847015e+00,5.257394e+00,-4.351439e+00,-1.160048e+01,-1.205111e+01,-1.039674e+01,-6.960615e+00,-5.696218e+00,-2.846684e+00,-3.938440e+00,-6.249981e+00,-7.926169e+00,-7.390327e+00,-8.819712e+00,-1.075211e+01,-1.055174e+01,-8.590135e+00,-1.292833e+01,-1.289877e+01,-1.117799e+01,-1.151277e+01,-1.256490e+01,-1.739504e+01,-2.001693e+01,-1.771459e+01,-1.430443e+01,-1.640188e+01,-2.032478e+01,-2.471379e+01,-2.288773e+01,-2.012571e+01,-1.707543e+01,-9.768621e+00,8.892574e-01,-2.054826e+00,1.275218e+00,-1.104144e-01,5.925593e-01,2.568191e+00,1.208754e+00,2.586453e+00,3.999826e+00,4.311259e+00
1.395292e+00,1.552762e+00,-5.629624e-01,-1.265072e-01,-4.725443e-01,2.215796e+00,3.377448e+00,3.488514e+00,3.477549e+00,1.257525e+00,3.240875e+00,6.301316e-01,9.808084e+00,1.109103e+01,9.211591e+00,4.636034e+00,7.483003e-01,4.278444e+00,7.550330e+00,8.177370e+00,8.892374e+00,1.145967e+01,1.074922e+01,9.450184e+00,7.597666e+00,5.608923e+00,3.608233e+00,7.596155e+00,9.757382e+00,8.363314e+00,8.891691e+00,8.081820e+00,4.328510e+00,3.858306e+00,4.116321e+00,-7.773226e-02,-1.879499e+00,-4.696914e+00,-5.085794e+00,-1.104413e+01,-1.565806e+01,-9.213024e+00,-4.013361e+00,-4.820368e-01,-3.678252e-01,1.041822e+00,6.437715e-01,2.259421e+00,3.639501e+00,5.938013e+00,6.273716e+00,5.655293e+00
