Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46
-5.420272e+02,-5.229828e+02,-5.230157e+02,-5.224821e+02,-5.187098e+02,-5.066811e+02,-5.029876e+02,-5.023099e+02,-3.449823e+02,-2.212145e+02,-1.889164e+02,-1.979319e+02,-1.614767e+02,-1.277572e+02,-1.404547e+02,-1.660507e+02,-1.669561e+02,-1.664673e+02,-1.773398e+02,-1.720442e+02,-1.653522e+02,-1.668931e+02,-1.594844e+02,-1.548954e+02,-1.484924e+02,-1.414631e+02,-1.283169e+02,-1.090016e+02,-8.880472e+01,-8.119315e+01,-5.991825e+01,-5.760332e+01,-5.779003e+01,-6.413584e+01,-1.243388e+02,-2.436586e+02,-3.319473e+02,-4.194810e+02,-4.766893e+02,-5.083745e+02,-5.197529e+02,-5.245401e+02,-5.294801e+02,-5.272565e+02,-5.254125e+02,-5.305219e+02
3.936478e+01,5.704285e+01,5.636432e+01,5.593030e+01,6.263871e+01,7.901749e+01,8.236197e+01,8.175938e+01,7.883378e+01,1.009718e+02,1.124740e+02,1.036175e+02,8.906136e+01,7.529036e+01,6.348254e+01,5.983520e+01,5.237228e+01,5.038871e+01,4.848735e+01,5.295594e+01,5.642274e+01,4.841069e+01,4.424571e+01,4.243182e+01,3.603749e+01,3.344231e+01,3.584407e+01,3.859978e+01,3.731767e+01,2.996476e+01,3.081695e+01,2.601745e+01,4.550868e+01,7.686998e+01,1.002470e+02,1.298599e+02,1.346079e+02,1.199722e+02,8.642386e+01,6.584985e+01,5.759542e+01,5.403488e+01,5.018744e+01,5.407025e+01,5.679842e+01,5.305584e+01
1.728094e+01,1.921198e+01,1.809746e+01,1.634395e+01,2.387761e+01,3.687645e+01,3.734009e+01,3.521210e+01,-5.049016e+01,-5.669212e+01,-4.748960e+01,-3.096845e+01,-3.474722e+01,-3.999073e+01,-2.087856e+01,-2.776653e+00,-9.325204e-01,-4.443116e-01,-3.507507e+00,-2.417160e+00,-2.459779e+00,-1.956342e+00,-1.747147e+00,-2.096536e+00,-8.635903e+00,-1.742941e+01,-2.716920e+01,-3.894153e+01,-4.937737e+01,-5.400713e+01,-7.239427e+01,-7.725455e+01,-9.329286e+01,-1.115048e+02,-9.587685e+01,-6.380945e+01,-4.766874e+01,-3.115074e+01,-5.957021e+00,9.407141e+00,1.425259e+01,1.529460e+01,1.630310e+01,2.021352e+01,2.234976e+01,2.383844e+01
7.598777e+00,4.368875e+00,4.770720e+00,3.807396e+00,7.753014e+00,1.398224e+01,1.507219e+01,1.525198e+01,1.240127e+01,2.340277e+00,4.102059e+00,-5.694398e-01,-1.355670e+01,-1.779981e+01,-1.816619e+01,-2.094831e+01,-1.685405e+01,-1.617461e+01,-1.382503e+01,-1.499443e+01,-1.903017e+01,-2.462301e+01,-2.469226e+01,-2.904608e+01,-3.268378e+01,-2.825206e+01,-2.983362e+01,-3.422556e+01,-2.979841e+01,-2.752511e+01,-2.663724e+01,-2.015827e+01,-2.865372e+01,-3.088446e+01,-2.613242e+01,-3.174456e+01,-3.510430e+01,-4.206805e+01,-2.662522e+01,-8.448380e+00,-4.142838e-01,1.582664e-01,2.578338e+00,3.900863e+00,3.682942e+00,4.325317e+00
1.334442e+01,1.369842e+01,1.627135e+01,1.613572e+01,1.500748e+01,1.505529e+01,1.986494e+01,2.422896e+01,5.946708e+01,4.590528e+01,2.541358e+01,-1.414520e+00,-1.700992e+01,-2.271486e+01,-2.474091e+01,-2.420148e+01,-1.842746e+01,-1.650597e+01,-1.029941e+01,-1.288063e+01,-1.229494e+01,-1.020995e+01,-7.417580e+00,-3.348992e+00,1.012642e+00,4.458753e+00,1.135014e+01,8.235329e+00,3.705624e+00,-2.974129e+00,-3.827532e+00,-4.789376e+00,-7.921998e+00,-1.192969e+01,-8.539860e+00,7.004458e+00,1.747402e+01,1.034323e+01,4.888741e+00,8.350616e+00,1.090684e+01,8.336866e+00,1.097440e+01,9.804533e+00,6.767597e+00,1.656162e+00
1.844100e+01,1.973968e+01,2.240766e+01,2.137077e+01,1.918186e+01,1.768056e+01,2.375543e+01,3.018205e+01,4.900807e+00,-1.236581e+01,-3.647654e+00,2.367634e+01,3.466131e+01,3.493143e+01,3.969030e+01,3.194902e+01,3.613300e+01,4.176155e+01,4.227753e+01,3.949619e+01,4.265041e+01,4.438277e+01,4.376896e+01,4.832066e+01,4.765912e+01,4.809874e+01,4.686759e+01,4.637375e+01,4.870898e+01,5.087306e+01,4.982791e+01,5.170247e+01,5.145532e+01,5.499657e+01,5.793023e+01,4.558154e+01,2.592806e+01,1.338128e+01,1.815251e+01,1.782227e+01,1.718475e+01,1.459649e+01,1.816713e+01,1.711155e+01,1.326909e+01,5.716632e+00
1.232127e+01,1.127822e+01,1.164317e+01,1.041246e+01,1.086600e+01,1.081940e+01,1.308582e+01,1.883371e+01,-1.864627e+01,-2.955568e+01,-4.121576e+01,-5.489971e+01,-5.470237e+01,-5.240424e+01,-4.047283e+01,-3.217443e+01,-3.352708e+01,-3.322885e+01,-3.147423e+01,-3.248809e+01,-3.541288e+01,-3.893515e+01,-3.676970e+01,-3.842361e+01,-4.578694e+01,-5.064906e+01,-4.809814e+01,-4.753688e+01,-4.417199e+01,-3.888043e+01,-3.736108e+01,-3.795769e+01,-4.054631e+01,-4.047504e+01,-3.461901e+01,-1.733301e+01,-9.035223e+00,1.909006e+00,1.161640e+01,1.063933e+01,1.152236e+01,1.155323e+01,1.349200e+01,1.345159e+01,1.116513e+01,7.782133e+00
1.835041e+00,1.420089e+00,-7.403515e-01,1.069224e-01,2.031240e+00,2.033377e+00,2.959145e-01,4.208426e+00,1.117346e+01,7.797026e+00,1.168020e+01,1.749444e+01,2.265276e+01,2.384050e+01,2.633202e+01,2.519791e+01,1.990631e+01,1.882057e+01,2.295125e+01,2.413199e+01,2.046201e+01,2.166009e+01,2.661378e+01,2.895534e+01,2.804935e+01,3.292097e+01,3.610084e+01,3.161330e+01,3.083957e+01,3.619494e+01,3.940727e+01,4.147023e+01,3.906410e+01,3.247243e+01,2.872060e+01,1.789697e+01,9.067842e+00,9.809058e+00,1.228566e+01,4.731781e+00,6.757744e+00,7.784813e+00,6.004338e+00,6.193676e+00,5.799804e+00,7.649813e+00
-2.214629e+00,4.174913e-01,-2.829055e+00,-7.767291e-01,-3.465809e-01,-2.517550e+00,-3.629511e+00,-1.275573e+00,-1.454623e+01,-2.078358e+01,-1.216596e+01,-5.989139e+00,-2.025982e+00,-2.787398e+00,-1.830941e+00,-3.386393e+00,-5.398510e+00,-6.660197e+00,-3.177282e+00,-3.863715e-01,-1.310447e+00,-1.490170e+00,7.612765e-01,5.683774e+00,3.592462e+00,1.131235e+00,-4.428277e+00,-1.065782e+01,-1.373245e+01,-1.449772e+01,-1.200134e+01,-1.341854e+01,-1.848158e+01,-1.976151e+01,-1.994197e+01,-1.167269e+01,-4.325614e+00,3.173601e+00,9.441077e+00,2.772819e+00,4.723961e+00,4.570732e+00,3.136797e+00,3.815094e+00,4.458683e+00,7.106550e+00
2.935175e-01,4.030923e+00,9.218768e-01,9.660189e-01,-3.139280e-01,-4.507628e+00,-3.622140e+00,-1.516181e+00,1.480550e+01,2.315468e+01,2.002671e+01,1.560555e+01,1.864681e+01,2.621553e+01,3.503470e+01,3.403070e+01,3.123470e+01,2.870381e+01,2.817857e+01,2.797308e+01,2.629050e+01,2.374851e+01,2.314476e+01,2.325619e+01,1.824749e+01,1.335189e+01,1.366484e+01,1.030869e+01,9.520430e+00,1.616881e+01,1.415028e+01,6.445726e+00,6.099435e-01,-3.887862e+00,-1.118438e+01,-2.328297e+01,-2.343059e+01,-1.704690e+01,-7.510144e+00,-2.800826e+00,8.089554e-02,-8.576813e-01,2.317939e+00,3.626247e+00,5.318678e+00,6.117652e+00
