Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45
-5.215505e+02,-5.120668e+02,-5.144824e+02,-5.126699e+02,-5.070697e+02,-5.093797e+02,-5.150351e+02,-5.116573e+02,-5.060797e+02,-5.049250e+02,-5.046752e+02,-4.591419e+02,-2.147387e+02,-1.199810e+02,-1.108443e+02,-1.355927e+02,-1.458772e+02,-1.591056e+02,-1.651102e+02,-1.670730e+02,-1.810201e+02,-1.860246e+02,-1.829549e+02,-1.766947e+02,-1.636749e+02,-1.615565e+02,-1.425643e+02,-1.264474e+02,-1.161561e+02,-1.056761e+02,-1.034232e+02,-1.016268e+02,-1.193328e+02,-1.773041e+02,-2.639807e+02,-3.289106e+02,-3.927890e+02,-4.535869e+02,-4.857847e+02,-4.962614e+02,-5.005963e+02,-5.009543e+02,-4.984289e+02,-4.969056e+02,-5.050450e+02
3.150153e+01,4.113813e+01,3.889521e+01,4.107413e+01,4.688758e+01,4.476809e+01,3.871245e+01,4.108630e+01,4.669159e+01,4.862035e+01,4.689492e+01,6.659910e+01,1.127975e+02,1.100648e+02,1.009754e+02,8.804327e+01,8.884396e+01,9.373766e+01,9.777466e+01,9.741106e+01,9.479388e+01,1.027730e+02,1.049898e+02,1.076463e+02,1.000578e+02,9.635231e+01,9.169250e+01,8.291771e+01,7.809145e+01,7.254724e+01,6.777104e+01,7.973332e+01,1.005628e+02,1.206439e+02,1.449214e+02,1.437226e+02,1.166539e+02,8.148174e+01,6.247635e+01,5.715385e+01,5.200631e+01,5.254321e+01,5.386307e+01,5.692639e+01,4.979469e+01
1.366397e+01,1.601541e+01,1.627051e+01,1.761130e+01,1.950097e+01,2.022205e+01,1.819249e+01,1.544311e+01,1.626005e+01,1.916377e+01,1.374831e+01,-1.042847e+01,-5.726244e+01,-7.044593e+01,-7.577792e+01,-7.183780e+01,-6.686449e+01,-6.033870e+01,-5.100360e+01,-5.325219e+01,-5.876276e+01,-5.472050e+01,-4.774354e+01,-5.148069e+01,-6.074674e+01,-6.869568e+01,-7.921104e+01,-8.913128e+01,-9.604319e+01,-9.689908e+01,-1.027382e+02,-1.140970e+02,-1.164012e+02,-1.006275e+02,-6.692765e+01,-4.674428e+01,-3.154343e+01,-5.122173e+00,1.363036e+01,2.104069e+01,1.885815e+01,2.152774e+01,1.907714e+01,2.173521e+01,2.181011e+01
2.680978e+00,1.268237e+00,2.853996e+00,3.902258e+00,3.900936e+00,7.545299e+00,8.369404e+00,2.235893e+00,-6.559339e-01,3.093117e+00,-2.693018e+00,-1.633414e+01,-2.722606e+01,-2.911859e+01,-2.579154e+01,-3.108748e+01,-3.946512e+01,-4.258889e+01,-3.740794e+01,-3.320225e+01,-3.085119e+01,-2.767207e+01,-2.354716e+01,-2.849504e+01,-3.040299e+01,-2.662188e+01,-2.217384e+01,-1.575994e+01,-8.665451e+00,-1.136574e+00,6.099007e-01,-7.247985e-01,-6.490604e+00,-1.151792e+01,-2.818022e+01,-3.370413e+01,-3.258225e+01,-2.024611e+01,-3.853495e+00,1.908936e+00,3.549558e+00,6.433494e+00,2.697848e+00,2.402850e+00,4.627355e+00
3.853291e+00,3.934322e+00,4.449721e+00,6.104220e+00,6.612491e+00,1.131174e+01,1.258246e+01,7.634909e+00,3.483098e+00,6.102640e+00,5.108730e+00,-1.592295e+00,-3.143890e+01,-3.244423e+01,-2.419258e+01,-9.449753e+00,-6.357974e+00,-7.473515e+00,-8.496744e+00,-8.557220e+00,-6.028373e+00,-1.464746e+00,-3.322525e-01,-3.270417e+00,3.779676e-01,-7.189822e-01,-4.503581e+00,-8.538679e+00,-8.880180e+00,-6.110409e+00,-5.646276e+00,-9.961376e+00,-7.632800e+00,2.953765e+00,1.810773e+01,2.365184e+01,2.071134e+01,1.210065e+01,7.133356e+00,6.437022e+00,9.759622e+00,8.905162e+00,6.326638e+00,5.929038e+00,6.505842e+00
9.205971e+00,1.183196e+01,1.099413e+01,1.260016e+01,1.355909e+01,1.642418e+01,1.683750e+01,1.620560e+01,1.259468e+01,1.223710e+01,1.747928e+01,2.097277e+01,-4.117396e+00,3.308736e+00,1.675702e+01,3.748685e+01,4.682534e+01,5.040177e+01,5.696644e+01,5.497831e+01,4.995282e+01,4.905148e+01,4.973240e+01,4.258121e+01,4.254679e+01,4.211855e+01,4.658459e+01,4.302798e+01,4.194212e+01,4.546716e+01,5.029108e+01,5.059014e+01,4.325700e+01,3.822096e+01,2.214878e+01,1.015239e+01,1.266237e+01,2.172201e+01,1.627828e+01,1.639911e+01,1.763403e+01,1.235819e+01,1.173702e+01,1.475789e+01,1.456195e+01
1.035402e+01,1.291109e+01,1.280010e+01,1.256132e+01,1.312530e+01,1.244615e+01,1.173055e+01,1.445404e+01,1.254686e+01,1.050815e+01,1.785975e+01,3.145236e+01,-1.691852e+00,-1.379656e+01,-1.659628e+01,-1.644738e+01,-1.940099e+01,-1.496926e+01,-1.879330e+01,-1.808474e+01,-1.660308e+01,-1.462793e+01,-1.534050e+01,-1.772237e+01,-1.614829e+01,-1.283179e+01,-1.025468e+01,-1.051467e+01,-1.153878e+01,-1.452544e+01,-1.596276e+01,-1.229151e+01,-1.072714e+01,-8.218794e+00,-6.084207e+00,-4.307557e+00,-1.666014e+00,1.091787e+01,1.528422e+01,1.720581e+01,1.575825e+01,1.048747e+01,1.115812e+01,1.477853e+01,1.494211e+01
7.837855e+00,8.476667e+00,1.009963e+01,7.692485e+00,8.914644e+00,5.956731e+00,3.790384e+00,6.545610e+00,6.556160e+00,5.884720e+00,9.924297e+00,8.383471e+00,1.530604e+01,2.463157e+01,3.153189e+01,3.376548e+01,2.759795e+01,2.912079e+01,2.735141e+01,2.302013e+01,1.495230e+01,1.004779e+01,1.348946e+01,1.343598e+01,1.856729e+01,1.855049e+01,1.413859e+01,1.217649e+01,1.673426e+01,2.091541e+01,1.835011e+01,1.520201e+01,1.360848e+01,9.176948e+00,1.293808e+01,1.427654e+01,9.311340e+00,8.796255e+00,1.020108e+01,1.004982e+01,9.725037e+00,7.922116e+00,7.548726e+00,8.167364e+00,8.222015e+00
6.122183e+00,5.323400e+00,6.972425e+00,4.284013e+00,8.056807e+00,6.195376e+00,2.636941e+00,3.470552e+00,3.555618e+00,4.429124e+00,3.985876e+00,-4.225218e+00,-9.965122e+00,-7.853541e+00,-4.173639e+00,-5.348592e+00,-6.716960e+00,-1.776893e+00,-4.778884e-01,3.383074e-01,3.136715e+00,6.355961e+00,3.177083e+00,2.342254e-01,4.269049e-01,2.959162e+00,2.097329e+00,-2.135371e+00,-4.075215e+00,-2.824742e+00,-1.007088e+01,-1.506520e+01,-1.676022e+01,-1.372449e+01,-1.483125e+01,-1.440477e+01,-2.456357e+00,6.283352e+00,3.293064e+00,3.472672e+00,6.927377e+00,6.622608e+00,3.688324e+00,3.145160e+00,2.756588e+00
5.050077e+00,3.609173e+00,3.145777e+00,2.390530e+00,8.156389e+00,9.691071e+00,6.329239e+00,5.713059e+00,3.121149e+00,2.611758e+00,1.138140e+00,4.585521e+00,4.110348e+00,3.996114e+00,8.925641e-01,-8.656000e-01,2.909274e+00,5.455052e+00,6.395704e+00,6.302571e+00,9.899820e+00,1.107214e+01,7.528683e+00,8.415658e+00,1.052300e+01,1.204798e+01,8.216955e+00,2.594685e+00,1.145548e+00,-2.585225e+00,-9.136676e+00,-1.482620e+01,-2.146083e+01,-2.468137e+01,-2.212497e+01,-2.192136e+01,-2.075616e+01,-5.989511e+00,-1.808326e+00,1.560071e+00,6.321395e+00,4.352830e+00,6.250705e-01,1.290972e+00,1.050883e+00
