Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48,Coeff 49,Coeff 50
-4.885204e+02,-4.761015e+02,-4.809693e+02,-4.821698e+02,-4.820463e+02,-4.819901e+02,-4.814024e+02,-4.827664e+02,-4.922550e+02,-4.921869e+02,-4.891490e+02,-4.392690e+02,-2.648069e+02,-1.871800e+02,-1.826068e+02,-2.218704e+02,-2.575693e+02,-2.835739e+02,-3.006411e+02,-3.054732e+02,-3.047460e+02,-3.047184e+02,-2.900453e+02,-2.828311e+02,-2.810773e+02,-2.683082e+02,-2.525934e+02,-2.332168e+02,-2.136881e+02,-1.886183e+02,-1.828538e+02,-1.847793e+02,-1.734838e+02,-1.421430e+02,-1.447844e+02,-1.915504e+02,-2.764897e+02,-3.358190e+02,-3.786081e+02,-4.190562e+02,-4.674809e+02,-5.014602e+02,-5.025126e+02,-5.029864e+02,-5.037740e+02,-5.054217e+02,-5.061507e+02,-5.066934e+02,-5.094953e+02,-5.165485e+02
4.902627e+01,5.644848e+01,5.630094e+01,6.147269e+01,6.267013e+01,6.050373e+01,6.106351e+01,6.216341e+01,5.198880e+01,5.153403e+01,5.879139e+01,8.448843e+01,1.392598e+02,1.520654e+02,1.595295e+02,1.620472e+02,1.503749e+02,1.377792e+02,1.314332e+02,1.234158e+02,1.201209e+02,1.155035e+02,1.209769e+02,1.285217e+02,1.264858e+02,1.289723e+02,1.388014e+02,1.354898e+02,1.262924e+02,1.268780e+02,1.243863e+02,1.164547e+02,1.151579e+02,1.335802e+02,1.519218e+02,1.491035e+02,1.201707e+02,1.055312e+02,1.075046e+02,8.647330e+01,5.821156e+01,3.854171e+01,3.853880e+01,3.956080e+01,3.913654e+01,3.784319e+01,3.805673e+01,3.792822e+01,3.487524e+01,2.693556e+01
1.083837e+01,3.927350e+00,8.690727e+00,1.907549e+01,2.202988e+01,1.740913e+01,1.561435e+01,2.084148e+01,1.782272e+01,1.710540e+01,2.726469e+01,2.972194e+00,-6.102964e+01,-9.303662e+01,-1.066963e+02,-9.750459e+01,-7.694702e+01,-6.489673e+01,-6.036821e+01,-5.501617e+01,-5.251557e+01,-5.884309e+01,-5.902969e+01,-5.807515e+01,-5.840475e+01,-5.945508e+01,-5.917719e+01,-7.255193e+01,-8.609814e+01,-9.619743e+01,-1.030024e+02,-1.005231e+02,-9.969191e+01,-1.232123e+02,-1.301853e+02,-1.089464e+02,-7.008882e+01,-5.196804e+01,-5.690442e+01,-4.483150e+01,-1.811064e+01,5.837904e+00,8.251623e+00,1.112376e+01,1.146124e+01,1.244083e+01,1.502370e+01,1.640558e+01,1.434704e+01,9.845081e+00
-4.905585e+00,-9.965750e+00,-6.548251e+00,-2.523408e+00,-6.782016e-01,-2.999714e+00,-7.691413e+00,-3.818181e+00,1.088940e-01,-1.950756e-01,5.470345e+00,-3.358966e+00,-2.919246e+01,-5.497326e+01,-7.174096e+01,-7.583303e+01,-8.043349e+01,-7.132696e+01,-6.314771e+01,-6.151294e+01,-6.468307e+01,-6.711658e+01,-6.882822e+01,-7.007349e+01,-7.037204e+01,-7.154461e+01,-7.191692e+01,-7.226340e+01,-7.312046e+01,-6.987589e+01,-6.012348e+01,-5.778281e+01,-6.907307e+01,-8.142130e+01,-8.538495e+01,-7.315768e+01,-4.899410e+01,-4.468800e+01,-5.305599e+01,-5.182833e+01,-3.055885e+01,-5.735843e+00,-3.340251e+00,-2.214105e+00,-3.046959e+00,-2.275569e-01,3.226744e+00,5.635774e+00,2.515232e+00,-1.061706e+00
-4.162838e+00,1.835816e+00,5.598455e+00,8.498111e-01,-1.999509e+00,-6.656068e-02,-2.247776e+00,-2.572417e+00,5.931783e+00,4.908867e+00,1.695733e+00,8.932251e+00,-1.611022e+01,-2.092615e+01,-1.143144e+01,4.537961e+00,4.469749e+00,1.252894e+01,1.794210e+01,1.904059e+01,2.058174e+01,2.149484e+01,2.547714e+01,2.200823e+01,2.309559e+01,2.798646e+01,3.055765e+01,3.439237e+01,3.022787e+01,2.762510e+01,3.344732e+01,3.109254e+01,2.959743e+01,2.877283e+01,3.119464e+01,3.125451e+01,2.160730e+01,1.766529e+01,2.262431e+01,1.860149e+01,1.263215e+01,6.736303e+00,6.454021e+00,4.982999e+00,1.346840e+00,4.311606e+00,6.368749e+00,7.987156e+00,3.040087e+00,-1.533454e+00
8.002871e+00,1.607934e+01,1.521800e+01,5.569153e+00,6.748931e-01,3.823389e+00,8.372033e+00,8.149343e+00,1.693065e+01,1.555404e+01,6.167194e+00,1.284865e+00,-7.957259e+00,1.096427e+01,2.206595e+01,3.592248e+01,4.276824e+01,4.137724e+01,3.703159e+01,3.419936e+01,3.410876e+01,3.389398e+01,3.794442e+01,3.492570e+01,3.370554e+01,4.403970e+01,4.607635e+01,4.697235e+01,4.780811e+01,4.224517e+01,3.988490e+01,4.102520e+01,4.593192e+01,4.283229e+01,3.854462e+01,4.018275e+01,3.529230e+01,2.444932e+01,2.329921e+01,3.955329e+01,3.782905e+01,1.765216e+01,1.543984e+01,1.504572e+01,9.599985e+00,1.070600e+01,1.112644e+01,1.092331e+01,6.333569e+00,2.372931e+00
1.035868e+01,1.009069e+01,6.637245e+00,3.014013e+00,2.329731e+00,3.684226e+00,1.073930e+01,1.470173e+01,1.878870e+01,2.025446e+01,9.960987e+00,1.162611e+00,-1.495152e+01,-2.410827e+01,-1.958753e+01,-6.934729e+00,-3.811367e+00,-9.989238e+00,-1.013509e+01,-1.201914e+01,-1.455206e+01,-1.286595e+01,-9.905728e+00,-1.127984e+01,-1.743275e+01,-1.818616e+01,-2.107594e+01,-2.302690e+01,-2.778523e+01,-2.895766e+01,-2.522506e+01,-2.385225e+01,-2.657187e+01,-2.745953e+01,-2.498532e+01,-2.315823e+01,-2.858651e+01,-2.568207e+01,-5.190047e+00,1.387607e+01,2.151002e+01,1.190054e+01,1.177281e+01,1.436240e+01,1.013684e+01,8.565844e+00,8.881124e+00,8.263262e+00,6.689205e+00,5.477353e+00
7.859832e+00,1.531882e+00,-7.707163e-01,4.601387e+00,7.604056e+00,6.638990e+00,9.979454e+00,1.534135e+01,1.412720e+01,1.901722e+01,1.196544e+01,6.240026e+00,5.748216e+00,1.171325e+01,1.440594e+01,1.796743e+01,2.131425e+01,1.653059e+01,1.618433e+01,1.693142e+01,1.409008e+01,1.502720e+01,2.198522e+01,2.107829e+01,1.680744e+01,2.036634e+01,2.167387e+01,2.399768e+01,2.172315e+01,2.355467e+01,2.240509e+01,2.550327e+01,2.457618e+01,1.954211e+01,1.650576e+01,1.628040e+01,8.984541e+00,4.881727e+00,1.774433e+00,2.119398e+00,-1.952695e+00,-7.683877e-01,4.237352e+00,6.791570e+00,5.694717e+00,2.982883e+00,3.934855e+00,4.922230e+00,6.651067e+00,7.212244e+00
1.462794e+01,1.107805e+01,7.247478e+00,1.223713e+01,1.307056e+01,1.034061e+01,9.788046e+00,1.143187e+01,9.316927e+00,1.403466e+01,1.132447e+01,6.434962e+00,3.062706e+00,-1.477815e+00,4.900905e-01,5.125416e+00,2.887353e+00,2.986807e+00,5.507908e+00,9.227699e-01,-1.512649e+00,-1.076325e+00,-2.389300e+00,-2.344220e+00,-3.231880e+00,-1.549090e+00,-2.930231e+00,-4.212358e+00,-1.056334e+01,-1.665619e+01,-1.500683e+01,-2.063995e+01,-3.085159e+01,-2.910992e+01,-2.295916e+01,-2.228123e+01,-2.164305e+01,-1.389661e+01,-1.744692e+00,-1.506826e+00,-1.013670e+01,-5.972956e+00,1.839244e+00,1.749334e+00,2.235787e+00,8.707156e-01,2.166528e+00,4.603271e+00,7.569571e+00,7.386816e+00
6.294074e+00,9.753176e+00,9.957862e+00,1.246456e+01,1.074869e+01,8.438726e+00,6.385876e+00,4.378451e+00,3.634800e+00,5.483031e+00,5.091925e+00,7.194556e+00,4.521550e+00,-1.485513e+00,-1.192828e+01,-1.756151e+01,-7.407896e+00,-2.301669e+00,-3.715178e+00,1.522115e-01,6.600653e+00,1.083975e+01,8.016060e+00,7.452287e+00,7.429534e+00,5.993945e+00,-1.075201e+00,-3.121372e+00,-1.262891e+00,-2.610672e+00,1.281849e+00,-3.195271e+00,-3.150127e+00,2.636103e-01,3.423158e+00,-1.582629e+00,-1.298528e+01,-1.347241e+01,-1.690480e+01,-1.382129e+01,-7.369227e+00,-1.929984e+00,2.105750e+00,9.907838e-01,-2.292662e-01,1.497440e-01,2.161457e+00,4.353613e+00,6.251230e+00,5.079456e+00
