Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37
-6.026282e+02,-6.026282e+02,-6.026282e+02,-6.026282e+02,-6.026282e+02,-6.024576e+02,-6.026282e+02,-6.026282e+02,-5.885512e+02,-5.324769e+02,-4.789416e+02,-4.559309e+02,-3.112844e+02,-2.299965e+02,-1.449504e+02,-1.047453e+02,-1.195748e+02,-1.415072e+02,-1.561562e+02,-1.732070e+02,-1.967254e+02,-2.368695e+02,-2.970424e+02,-3.811082e+02,-4.492163e+02,-4.845470e+02,-5.206732e+02,-5.619557e+02,-5.944814e+02,-6.001585e+02,-6.020311e+02,-6.026282e+02,-6.026282e+02,-6.026282e+02,-6.026282e+02,-6.026282e+02,-6.026282e+02
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.952615e-01,0.000000e+00,0.000000e+00,-1.335474e+01,-6.483684e+01,-9.458080e+01,-7.899596e+01,9.944484e+01,1.616380e+02,1.529878e+02,1.604734e+02,1.954286e+02,2.250534e+02,2.235268e+02,2.215316e+02,2.198643e+02,2.179523e+02,2.058440e+02,1.719066e+02,1.387871e+02,1.153732e+02,8.556703e+01,4.772878e+01,1.099812e+01,3.369066e+00,8.215321e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.285561e-02,0.000000e+00,0.000000e+00,-1.280023e+00,-2.142714e+00,-2.330776e+01,-3.724241e+01,-6.591025e+01,-1.168122e+02,-1.373040e+02,-1.443343e+02,-1.489709e+02,-1.501734e+02,-1.396326e+02,-1.367737e+02,-1.242032e+02,-9.920702e+01,-6.549174e+01,-1.624300e+01,1.772471e+01,2.745557e+01,3.112742e+01,2.700834e+01,9.589176e+00,3.020321e+00,7.548935e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.440352e-02,0.000000e+00,0.000000e+00,1.427783e+01,4.619302e+01,7.320667e+01,8.008522e+01,-7.162408e+00,-2.825460e+01,-4.366771e+01,-6.602063e+01,-7.012127e+01,-5.806765e+01,-5.272772e+01,-5.367372e+01,-4.626115e+01,-3.859449e+01,-3.521503e+01,-2.318482e+01,-1.054413e+01,-3.988352e+00,6.589520e+00,1.097779e+01,7.646477e+00,2.506762e+00,6.511762e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-9.354681e-02,0.000000e+00,0.000000e+00,-1.686812e+01,-4.298087e+01,-4.470490e+01,-4.122698e+01,-7.427476e+01,-4.788566e+01,-3.667197e+01,-3.235020e+01,-3.923596e+01,-3.984664e+01,-3.460054e+01,-2.601447e+01,-1.356648e+01,1.241066e+00,1.342271e+01,4.835250e+00,7.749044e+00,8.771169e+00,1.053409e+01,5.157296e+00,5.477777e+00,1.912053e+00,5.204118e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.594899e-02,0.000000e+00,0.000000e+00,8.750175e+00,1.772415e+01,7.733721e+00,2.585212e+00,-2.287662e+01,-2.275731e+01,-1.000254e+01,-1.233634e-01,-2.764426e+00,-5.204891e+00,-2.925851e+00,-6.758896e+00,-1.236750e+01,-2.614623e+01,-3.223744e+01,-2.689675e+01,-4.857142e+00,7.236306e+00,9.090497e+00,2.918700e+00,3.262537e+00,1.322847e+00,3.748434e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.656569e-02,0.000000e+00,0.000000e+00,3.675390e+00,1.652418e-01,4.813428e-01,-3.610751e+00,-3.156229e+01,-2.677545e+01,-1.937366e+01,-8.208719e+00,-2.140759e+00,9.354209e+00,1.463212e+01,1.138042e+01,7.867393e+00,-4.628368e+00,-2.152753e+01,-2.582842e+01,-2.083510e+01,-8.219446e+00,-3.723671e+00,-1.987344e+00,1.148592e+00,8.087952e-01,2.273638e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.243387e-01,0.000000e+00,0.000000e+00,-1.150860e+01,-3.350782e+00,8.252165e+00,1.167360e+00,-2.650232e+01,-2.779278e+01,-1.133146e+01,-4.617674e+00,-1.355802e+01,-2.427078e+01,-1.962075e+01,-1.725896e+01,-1.290914e+01,-3.842746e+00,5.709987e+00,5.379055e+00,-9.151979e+00,-9.045815e+00,-1.034565e+01,-7.342371e+00,-6.787354e-01,4.083037e-01,8.997940e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.640340e-01,0.000000e+00,0.000000e+00,1.059170e+01,1.576687e+00,-3.074643e+00,-1.635647e+00,6.294523e+00,6.187222e+00,-7.893897e+00,-1.838041e+01,-2.481185e+01,-1.886642e+01,-1.684382e+01,-1.005076e+01,-3.738351e+00,3.130540e-01,2.509984e+00,7.458593e+00,1.243137e+00,-2.431194e+00,-7.662625e+00,-8.071950e+00,-2.087210e+00,1.235045e-01,-2.762929e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.149087e-01,0.000000e+00,0.000000e+00,-3.077421e+00,1.948990e+00,-8.085079e+00,-1.557675e+01,-3.210600e+01,-2.235372e+01,-1.116711e+01,-5.948518e+00,-5.771659e+00,-1.362047e+01,-1.128345e+01,-4.563392e+00,-4.216032e-01,3.775069e+00,2.099241e+00,-8.092800e+00,-7.316532e+00,-4.168272e+00,-5.019147e+00,-4.834853e+00,-3.114925e+00,-7.483791e-02,-1.191809e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
