Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25
-4.806043e+02,-4.655671e+02,-4.411437e+02,-4.138686e+02,-2.888654e+02,-1.879875e+02,-1.375687e+02,-1.277629e+02,-1.221504e+02,-1.125756e+02,-1.171260e+02,-1.044693e+02,-1.021776e+02,-1.277301e+02,-1.780215e+02,-2.496798e+02,-3.195449e+02,-3.841159e+02,-4.275647e+02,-4.437291e+02,-4.452740e+02,-4.544312e+02,-4.568336e+02,-4.598180e+02,-4.648651e+02
1.960257e+01,3.564894e+01,6.597479e+01,9.632646e+01,1.827671e+02,1.837791e+02,1.650165e+02,1.393067e+02,1.205382e+02,1.107681e+02,1.066514e+02,1.163577e+02,1.443297e+02,1.736229e+02,1.931232e+02,1.830724e+02,1.526363e+02,1.012877e+02,6.557479e+01,5.132849e+01,4.989501e+01,4.252494e+01,4.349791e+01,4.239630e+01,3.743025e+01
1.073096e+01,1.666804e+01,3.853037e+01,5.515693e+01,1.916599e+01,-2.632751e+01,-6.111214e+01,-7.903089e+01,-7.308728e+01,-7.357100e+01,-7.185948e+01,-8.507846e+01,-9.260509e+01,-7.983557e+01,-5.353181e+01,-2.527895e+01,-4.395555e+00,3.723726e+00,9.608227e+00,1.049478e+01,1.071146e+01,1.253210e+01,1.744083e+01,2.084134e+01,1.988185e+01
3.813848e+00,3.987600e+00,1.997871e+01,3.267808e+01,-2.451182e+01,-1.522851e+01,-1.397388e+01,-5.429065e+00,1.812069e+00,-3.943914e-01,6.447967e-01,-3.627686e+00,-1.905291e+01,-3.423968e+01,-4.171206e+01,-4.165529e+01,-4.019073e+01,-2.385319e+01,-7.526752e+00,-1.137709e+00,6.747012e-01,5.001084e+00,4.152761e+00,7.008026e+00,8.058529e+00
1.911620e+00,2.578888e+00,1.611618e+01,3.199882e+01,-1.738639e+00,-2.369186e+01,-2.708678e+01,-3.295959e+01,-4.515738e+01,-4.509152e+01,-4.034249e+01,-3.605798e+01,-2.828684e+01,-2.485588e+01,-1.391049e+01,-1.646970e+00,8.768708e-01,9.551496e-01,6.481625e+00,8.169725e+00,1.128696e+01,1.380407e+01,7.035319e+00,6.361946e+00,7.151283e+00
3.546164e+00,6.315201e+00,1.608272e+01,3.035096e+01,1.138002e+01,1.306405e+01,1.781559e+01,1.780363e+01,2.705658e+01,3.059602e+01,3.189139e+01,2.871941e+01,2.799003e+01,1.811295e+01,6.705276e+00,6.395441e-01,3.568394e+00,5.655828e+00,9.473406e+00,6.672880e+00,1.100978e+01,1.510701e+01,1.276774e+01,1.109993e+01,1.130140e+01
6.287976e+00,9.918360e+00,1.189793e+01,1.876454e+01,-3.426708e+00,-1.696416e+01,-1.921216e+01,-1.314307e+01,-1.471029e+01,-2.217048e+01,-1.955983e+01,-2.187163e+01,-2.137218e+01,-2.158284e+01,-1.867666e+01,-1.984403e+01,-1.801852e+01,-8.960367e+00,-2.863479e-01,-1.702264e+00,3.755346e+00,1.119655e+01,1.519571e+01,1.427906e+01,1.399224e+01
8.303202e+00,1.243404e+01,5.494193e+00,6.817420e+00,2.603491e+00,-2.926154e+00,-4.576109e+00,-1.869587e+00,2.537836e+00,4.479054e+00,7.263146e+00,5.668854e+00,3.931284e+00,3.340554e+00,-3.325016e+00,-3.394856e+00,-7.405415e+00,-3.462214e+00,1.441268e+00,3.983144e+00,1.006507e+01,1.596313e+01,1.745864e+01,1.501487e+01,1.359555e+01
7.445039e+00,1.157608e+01,-8.780219e-01,-9.135458e-01,2.065151e+01,2.670364e+01,2.931737e+01,3.597053e+01,3.944789e+01,3.964025e+01,3.241163e+01,3.099715e+01,3.688446e+01,3.821862e+01,3.050247e+01,2.124602e+01,1.490865e+01,1.416153e+01,1.086233e+01,1.381418e+01,1.935310e+01,2.031126e+01,1.793616e+01,1.310906e+01,1.029527e+01
2.423498e+00,4.167130e+00,-9.126476e+00,-9.090874e+00,-5.540864e+00,-1.790945e+01,-1.340181e+01,-4.809254e+00,1.016395e+00,7.347166e+00,4.371194e+00,2.165263e+00,3.955815e+00,3.571439e+00,3.565005e+00,6.142744e+00,1.029572e+01,1.179094e+01,6.750322e+00,5.665194e+00,9.299458e+00,8.758352e+00,1.135811e+01,7.595645e+00,4.307165e+00
-4.516644e+00,-6.768731e+00,-1.866082e+01,-1.737876e+01,-2.505146e+01,-2.543922e+01,-2.575935e+01,-2.467593e+01,-2.433698e+01,-2.367489e+01,-2.707971e+01,-2.742883e+01,-2.368038e+01,-2.089009e+01,-1.930785e+01,-1.129948e+01,-8.749361e+00,-5.461428e+00,-6.682676e+00,-1.026066e+01,-8.755108e+00,-7.435162e+00,9.979694e-01,5.588943e-01,-1.784734e+00
-8.753434e+00,-1.281682e+01,-2.413493e+01,-2.015041e+01,-1.394432e+01,-1.295330e+01,-1.200287e+01,-1.163864e+01,-9.804077e+00,-5.653885e+00,-2.336207e+00,2.684162e+00,-1.107117e+00,-6.186860e+00,-7.592916e+00,-8.895437e+00,-1.281000e+01,-9.392944e+00,-8.290631e+00,-9.166671e+00,-8.702637e+00,-7.864942e+00,-4.295715e+00,-3.756929e+00,-3.990445e+00
-8.166248e+00,-1.048398e+01,-2.282638e+01,-1.778462e+01,-7.685813e+00,-7.001927e+00,-4.114479e-01,-7.296463e+00,-1.702588e+01,-1.416859e+01,-1.238881e+01,-4.606154e+00,-8.598053e-01,-2.339598e-01,-1.808540e+00,-3.967923e+00,-1.236334e+00,1.189123e+00,1.459334e+00,3.545466e+00,3.512666e+00,1.320492e+00,-3.652514e+00,-4.239462e+00,-2.173259e+00
