Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23
-5.235748e+02,-5.198084e+02,-4.996917e+02,-4.718911e+02,-4.460107e+02,-4.191504e+02,-3.804734e+02,-3.489644e+02,-3.288396e+02,-3.109138e+02,-2.687012e+02,-2.087264e+02,-1.148632e+02,-6.282793e+01,-7.243590e+01,-1.283710e+02,-1.961516e+02,-2.937849e+02,-3.931964e+02,-4.743091e+02,-5.161599e+02,-5.232953e+02,-5.235748e+02
0.000000e+00,5.056637e+00,3.174511e+01,6.515739e+01,9.205057e+01,1.167877e+02,1.462675e+02,1.688019e+02,1.730051e+02,1.540464e+02,1.137406e+02,1.086208e+02,1.199288e+02,1.514828e+02,1.888868e+02,2.198659e+02,2.118328e+02,1.863386e+02,1.318394e+02,5.332504e+01,9.219912e+00,3.880799e-01,0.000000e+00
0.000000e+00,4.290707e+00,2.601749e+01,4.506706e+01,5.123904e+01,5.159471e+01,4.410548e+01,3.680267e+01,2.213515e+01,4.156339e+00,-2.320852e+01,-6.728702e+01,-1.021659e+02,-1.076781e+02,-1.020349e+02,-9.857584e+01,-6.171288e+01,-7.854777e+00,2.402877e+01,1.716066e+01,5.990261e+00,3.672206e-01,0.000000e+00
0.000000e+00,3.149909e+00,1.760279e+01,2.145067e+01,1.260121e+01,1.229066e+00,-1.542525e+01,-2.962125e+01,-2.938808e+01,-6.354959e+00,3.862847e+01,5.506976e+01,1.387390e+01,-2.765073e+01,-4.837215e+01,-5.544033e+01,-6.174704e+01,-6.493940e+01,-4.721570e+01,-1.259043e+01,2.193079e+00,3.332886e-01,0.000000e+00
0.000000e+00,1.808874e+00,7.931701e+00,2.365302e+00,-6.943120e+00,-1.295248e+01,-2.196960e+01,-3.401181e+01,-3.386810e+01,-3.370008e+01,-5.498296e+01,-5.069079e+01,-3.993606e+01,-4.514011e+01,-4.843922e+01,-4.735466e+01,-4.690819e+01,-5.327335e+01,-4.513708e+01,-2.012824e+01,-6.981356e-01,2.875090e-01,0.000000e+00
0.000000e+00,4.606988e-01,-1.452537e+00,-8.895806e+00,-9.788639e+00,-5.184682e+00,-3.230215e+00,-6.479702e+00,-1.337748e+01,-2.421020e+01,-3.120905e+01,-4.559494e+01,-4.864852e+01,-3.256415e+01,-1.537008e+01,-1.562619e+01,-8.450323e+00,-9.137570e+00,-7.249516e+00,-1.067448e+01,-1.879858e+00,2.315264e-01,0.000000e+00
0.000000e+00,-7.206570e-01,-9.207144e+00,-1.390163e+01,-9.302258e+00,-1.618788e+00,1.874801e+00,4.057051e+00,4.490187e+00,2.831363e+00,8.061947e+00,-3.669060e+00,-1.491614e+01,-2.707277e+01,-2.980320e+01,-7.201135e-02,1.766435e+01,2.037641e+01,1.567397e+01,1.489508e-01,-1.539249e+00,1.673566e-01,0.000000e+00
0.000000e+00,-1.612459e+00,-1.443418e+01,-1.595516e+01,-1.402912e+01,-1.213949e+01,-1.895553e+01,-2.519572e+01,-2.489505e+01,-2.193930e+01,-2.327342e+01,-1.806034e+01,-1.294133e+01,-7.960945e+00,-1.327296e+01,-2.563352e+01,-1.120760e+01,9.329181e+00,1.113757e+01,3.082407e+00,-5.930492e-01,9.730390e-02,0.000000e+00
0.000000e+00,-2.162995e+00,-1.680731e+01,-1.700919e+01,-2.134807e+01,-2.409515e+01,-3.043381e+01,-3.553182e+01,-3.454429e+01,-3.922379e+01,-3.089824e+01,-1.990573e+01,-1.803825e+01,-1.864498e+01,-2.083046e+01,-1.679279e+01,-1.405082e+01,-6.357691e+00,-2.409763e+00,1.738161e-01,-4.500338e-02,2.388378e-02,0.000000e+00
0.000000e+00,-2.395066e+00,-1.656633e+01,-1.707984e+01,-2.425703e+01,-2.487902e+01,-2.185797e+01,-1.769183e+01,-1.048321e+01,-8.994990e+00,-8.261736e+00,-1.396556e+01,3.831897e+00,1.680361e+01,1.340862e+01,-4.435720e+00,-8.285492e+00,-8.314571e+00,-9.008257e+00,-2.912878e+00,-3.795033e-01,-5.027226e-02,0.000000e+00
0.000000e+00,-2.392869e+00,-1.439782e+01,-1.578799e+01,-2.070078e+01,-1.751692e+01,-1.484917e+01,-1.504823e+01,-1.700340e+01,-1.052736e+01,-3.669789e+00,-5.444594e+00,-1.211112e+01,-9.795742e+00,-5.306105e+00,3.506024e+00,4.723659e+00,2.006902e+00,-8.598276e+00,-4.361297e+00,-1.359017e+00,-1.225110e-01,0.000000e+00
0.000000e+00,-2.275744e+00,-1.124189e+01,-1.376708e+01,-1.499030e+01,-1.173280e+01,-1.193228e+01,-1.457804e+01,-2.118938e+01,-3.337748e+01,-3.318895e+01,-2.280808e+01,-1.186878e+01,-1.526655e+01,-1.949824e+01,-1.739361e+01,-5.191434e+00,-3.487386e+00,-7.207412e+00,-5.370284e+00,-2.314891e+00,-1.902521e-01,0.000000e+00
0.000000e+00,-2.165135e+00,-8.073309e+00,-1.237080e+01,-1.203261e+01,-1.206874e+01,-1.490264e+01,-1.420247e+01,-1.192179e+01,-1.131131e+01,-1.250991e+01,1.674198e+00,-2.407938e+00,-7.990053e+00,-1.584519e+01,-2.291050e+01,-1.843929e+01,-8.348011e+00,-7.016942e+00,-5.903946e+00,-2.699579e+00,-2.510854e-01,0.000000e+00
