Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22
-4.846699e+02,-4.524456e+02,-4.505547e+02,-4.488028e+02,-2.466864e+02,-9.821645e+01,-3.949303e+01,-3.599416e+01,-4.566763e+01,-4.384200e+01,-5.890839e+01,-1.025435e+02,-1.960312e+02,-2.825685e+02,-2.930559e+02,-2.642181e+02,-2.613876e+02,-2.994562e+02,-3.623084e+02,-4.048547e+02,-4.284324e+02,-4.399921e+02
8.433505e+01,9.920618e+01,9.761690e+01,9.813813e+01,1.327825e+02,1.059695e+02,8.175838e+01,6.617719e+01,6.388326e+01,7.039093e+01,9.231262e+01,1.184025e+02,1.472942e+02,1.206695e+02,6.793857e+01,4.036446e+01,4.061138e+01,6.404135e+01,9.606693e+01,1.103190e+02,1.043346e+02,1.012664e+02
-3.719231e+00,-8.737704e+00,-9.713295e+00,-1.055370e+01,-3.119229e+01,-4.658591e+01,-5.500444e+01,-5.299158e+01,-5.806981e+01,-6.694174e+01,-6.281997e+01,-5.179831e+01,-4.093322e+01,-9.341427e+00,1.289083e+01,1.578557e+01,9.812275e+00,5.690180e-01,-1.657154e+01,-2.071458e+01,-1.641654e+01,-1.496549e+01
-5.821453e-01,1.240831e+00,4.268997e+00,2.626549e+00,-3.756306e+01,-2.332544e+01,-8.073920e+00,4.658751e+00,8.681918e+00,8.820991e+00,1.070584e+01,6.191067e+00,2.217293e+00,-1.856532e+01,-3.871525e+01,-2.633848e+01,-1.906413e+01,-1.233859e+01,1.102400e+00,7.788298e+00,6.085868e+00,3.381500e+00
1.862938e+01,1.708572e+01,1.828235e+01,2.128163e+01,-4.933883e+01,-5.413879e+01,-3.813957e+01,-2.231081e+01,-1.227484e+01,-1.869787e+01,-2.612298e+01,-1.779332e+01,-7.661840e+00,1.741521e+01,3.628181e+01,3.887045e+01,3.653322e+01,3.197824e+01,2.385264e+01,1.456489e+01,1.379533e+01,1.784730e+01
1.294654e+01,6.521962e+00,6.431863e+00,1.031304e+01,3.142465e+01,4.969563e+01,5.644822e+01,5.877996e+01,5.506527e+01,4.708136e+01,3.173247e+01,2.359349e+01,2.211857e+01,5.005880e+00,-3.849881e+00,-1.392805e+01,-2.263215e+01,-2.301917e+01,-8.404140e+00,4.340119e+00,4.273026e+00,3.088906e+00
7.939881e+00,9.358372e+00,9.231710e+00,9.415742e+00,-3.367937e+01,-5.569445e+01,-5.496117e+01,-5.200684e+01,-4.889531e+01,-4.007034e+01,-4.578594e+01,-4.444794e+01,-2.901080e+01,1.029518e+01,1.586259e+01,9.154081e+00,-4.200019e-01,2.232228e+00,1.506548e+01,1.987855e+01,1.426180e+01,1.452218e+01
-5.750982e-01,2.724703e+00,1.147540e+00,-2.885018e+00,6.329014e+00,2.691231e+01,3.585960e+01,3.453688e+01,3.496834e+01,4.247980e+01,4.318515e+01,3.494422e+01,1.907201e+01,8.351234e-01,6.719706e+00,1.840548e+01,1.839547e+01,1.826651e+01,9.947278e+00,2.590874e+00,-6.109976e-01,3.495591e+00
-7.328436e+00,-3.694870e-01,-4.083922e-02,1.826073e+00,2.158324e+01,1.093423e+01,7.130002e+00,1.765234e-01,-5.151693e+00,-8.903728e+00,-1.114264e+01,-1.001649e+01,-1.995612e+00,2.811353e+00,6.442188e-01,-3.554919e+00,-3.168256e+00,1.950130e+00,1.719353e+00,-2.755768e+00,-1.634158e+00,-3.637599e+00
-2.801900e+00,-5.749831e+00,-8.585585e+00,-4.688639e+00,1.161330e+00,-1.730067e+00,-9.496578e+00,-1.457696e+01,-1.595870e+01,-2.036749e+01,-1.794871e+01,-1.786427e+01,-1.770559e+01,-1.125021e+01,-1.017353e+01,-6.257556e+00,9.083140e-01,4.866791e+00,2.810767e+00,-2.429057e+00,-5.333098e+00,-4.744572e+00
-5.442457e-01,-4.648217e+00,-9.847695e+00,-9.661404e+00,-2.318405e+00,-1.748202e+01,-2.099310e+01,-1.588443e+01,-1.677698e+01,-1.856702e+01,-1.504137e+01,-1.069842e+01,-6.298847e+00,-9.229486e+00,-1.002013e+01,-4.072292e+00,1.840724e+00,-1.016857e+00,-7.221386e+00,-2.069004e-01,-4.828571e+00,-3.798737e+00
-4.769194e+00,-4.641080e+00,-6.748698e+00,-7.771258e+00,-2.246003e+00,5.880025e+00,1.075307e+01,1.890040e+01,2.108944e+01,2.525469e+01,2.871725e+01,1.876508e+01,6.980877e+00,2.333663e+00,9.864580e+00,1.227075e+01,1.617678e+01,1.523394e+01,1.257320e+01,8.940973e-01,-6.504761e+00,-1.150753e+01
-6.179764e+00,-6.673972e+00,-5.231181e+00,-4.563192e+00,-2.349428e+01,-2.828809e+01,-2.758115e+01,-2.144717e+01,-2.503093e+01,-2.754350e+01,-2.644209e+01,-2.313818e+01,-1.176956e+01,-1.140460e+01,-1.524908e+01,-2.206971e+01,-2.217948e+01,-2.115439e+01,-1.577929e+01,-6.927284e+00,-9.796922e+00,-9.927742e+00
