Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48,Coeff 49,Coeff 50
-5.344434e+02,-5.124088e+02,-5.113006e+02,-5.163802e+02,-5.187192e+02,-5.148466e+02,-5.164971e+02,-5.189423e+02,-5.208843e+02,-4.926490e+02,-4.408970e+02,-3.631274e+02,-3.087000e+02,-2.702402e+02,-1.978801e+02,-1.503618e+02,-1.445437e+02,-1.411823e+02,-1.312927e+02,-1.272027e+02,-1.338212e+02,-1.349434e+02,-1.295957e+02,-1.278738e+02,-1.148329e+02,-9.906706e+01,-8.306491e+01,-7.978826e+01,-8.103828e+01,-8.418729e+01,-9.145947e+01,-1.020863e+02,-9.565257e+01,-8.184424e+01,-7.630666e+01,-6.313393e+01,-5.302660e+01,-8.862077e+01,-1.599533e+02,-2.391903e+02,-3.228529e+02,-4.196674e+02,-4.873015e+02,-5.140435e+02,-5.164648e+02,-5.180974e+02,-5.176539e+02,-5.158501e+02,-5.150703e+02,-5.234465e+02
4.670461e+01,6.606187e+01,6.539169e+01,6.312197e+01,6.043446e+01,6.141730e+01,5.969177e+01,6.022592e+01,6.021850e+01,9.509490e+01,1.275555e+02,1.338043e+02,1.242894e+02,1.133162e+02,1.046839e+02,8.885396e+01,6.942971e+01,6.321894e+01,6.341560e+01,6.431085e+01,6.326977e+01,6.363271e+01,6.221190e+01,6.078916e+01,5.868580e+01,5.848268e+01,5.959721e+01,5.439948e+01,4.735380e+01,4.621540e+01,4.941512e+01,5.004541e+01,4.284666e+01,4.510077e+01,4.823657e+01,5.191554e+01,5.795831e+01,7.377438e+01,9.922644e+01,1.302979e+02,1.409852e+02,1.266199e+02,8.411697e+01,6.287672e+01,6.111697e+01,6.004907e+01,6.053001e+01,6.084108e+01,6.090573e+01,5.449855e+01
2.656661e+01,2.472204e+01,2.030812e+01,2.554176e+01,2.507689e+01,1.971939e+01,1.942544e+01,2.556303e+01,2.944681e+01,5.472568e+01,5.630350e+01,2.762785e+01,6.199500e+00,-8.132300e-01,-3.757465e+00,-1.025207e+01,-1.809607e+01,-2.577052e+01,-3.033481e+01,-3.323117e+01,-2.641389e+01,-2.242959e+01,-2.760641e+01,-3.322453e+01,-3.717540e+01,-4.680247e+01,-5.358851e+01,-5.668405e+01,-5.572197e+01,-4.911617e+01,-4.997543e+01,-4.521662e+01,-4.740864e+01,-5.819345e+01,-6.054919e+01,-6.948552e+01,-8.633221e+01,-8.577121e+01,-6.361474e+01,-4.232285e+01,-3.464735e+01,-8.451932e+00,1.485004e+01,2.052872e+01,2.203872e+01,2.298464e+01,2.299157e+01,2.085601e+01,2.014965e+01,2.208527e+01
1.190128e+01,2.113412e+00,-3.163373e+00,1.526928e+00,3.900214e+00,3.911835e-01,1.389929e+00,6.222024e+00,9.186350e+00,2.739242e+01,4.811404e+01,6.142107e+01,6.329895e+01,5.767991e+01,2.507156e+01,2.226781e+00,-4.441215e+00,-1.107396e+01,-1.406233e+01,-1.678656e+01,-1.896011e+01,-1.840704e+01,-1.474642e+01,-1.456738e+01,-1.400936e+01,-1.445055e+01,-1.519703e+01,-1.661597e+01,-1.179553e+01,-8.193254e+00,-1.044949e+01,-3.266728e+00,1.375181e+00,4.103429e+00,1.173482e+01,3.151240e+00,-4.739413e-01,2.804286e+00,3.336628e+00,-6.011916e-01,-8.180639e+00,-2.661411e+01,-1.425156e+01,-1.096849e+00,1.559298e+00,2.617521e+00,2.629825e+00,2.825630e+00,3.578066e+00,5.823081e+00
1.020141e+01,7.517257e+00,4.317401e+00,1.782045e+00,4.170738e+00,8.301312e+00,9.485868e+00,8.841309e+00,8.079460e+00,2.005663e+01,2.872933e+01,2.069421e+01,6.192349e+00,-1.610765e+00,-1.727764e+01,-1.854817e+01,-1.359412e+01,-5.485057e+00,-5.333704e+00,-3.330613e+00,-3.259521e+00,2.550320e+00,6.072976e+00,3.983916e+00,-3.842720e-01,2.082724e+00,5.523914e+00,1.756500e+00,3.165088e+00,7.828394e+00,5.596356e+00,6.708338e+00,4.036477e+00,-6.803863e+00,-9.386070e+00,-9.786558e+00,-1.411266e+01,-1.126204e+01,-3.078741e+00,1.858242e+00,1.083127e+01,1.023367e+01,-5.514468e-01,6.442945e+00,6.649454e+00,6.222725e+00,7.555224e+00,1.165666e+01,1.301151e+01,9.952816e+00
1.512930e+01,1.889210e+01,1.846687e+01,1.169677e+01,9.940229e+00,1.751663e+01,1.763908e+01,1.535367e+01,1.454920e+01,1.771501e+01,-2.403793e+00,-2.093930e+01,-2.320286e+01,-1.997515e+01,-1.087269e+01,-2.251877e+00,3.998001e+00,8.526575e+00,8.675985e+00,1.044022e+01,1.369006e+01,1.688825e+01,1.784418e+01,1.940321e+01,1.548840e+01,1.286998e+01,1.412612e+01,1.415678e+01,1.788380e+01,2.075195e+01,1.708085e+01,1.829136e+01,1.867204e+01,1.662613e+01,2.035714e+01,2.177457e+01,2.048749e+01,2.404029e+01,2.271459e+01,1.795639e+01,8.974270e+00,1.099746e+01,1.543759e+01,1.921061e+01,1.651107e+01,1.559690e+01,1.800879e+01,2.177376e+01,2.041015e+01,1.554562e+01
1.614375e+01,1.763963e+01,2.007030e+01,1.583652e+01,1.000983e+01,1.412233e+01,1.316808e+01,1.325095e+01,1.623609e+01,1.064029e+01,-2.619480e+00,3.001963e+00,6.491339e+00,8.563207e+00,-1.099629e+01,-2.000274e+01,-9.664462e+00,-5.510314e+00,-3.123435e+00,-1.052240e+00,3.166500e-01,-2.575100e+00,-3.944563e+00,-4.610848e-01,-2.129570e+00,-7.706015e+00,-7.109776e+00,-7.682739e+00,-4.793410e+00,-1.726808e+00,-6.575310e-01,1.351099e+00,1.793735e+00,-1.575981e+00,-2.534626e+00,-4.846594e+00,-5.576359e+00,-8.702632e+00,-7.006564e+00,-1.912289e-01,5.124633e-01,-1.208498e+00,1.768228e+01,1.946845e+01,1.631335e+01,1.620440e+01,1.800908e+01,1.781020e+01,1.351232e+01,1.151826e+01
9.822983e+00,7.402326e+00,1.192507e+01,1.262518e+01,7.874066e+00,7.455739e+00,6.928077e+00,7.701784e+00,1.178300e+01,1.032924e+00,-9.703658e-01,4.176072e+00,7.662164e+00,1.163218e+01,7.723076e+00,1.071235e+01,1.861444e+01,1.831647e+01,2.049856e+01,1.979083e+01,1.919357e+01,1.924685e+01,2.008411e+01,1.825587e+01,1.708008e+01,1.384252e+01,1.442137e+01,1.633651e+01,1.862803e+01,2.117968e+01,1.914816e+01,2.024986e+01,2.029153e+01,1.515448e+01,1.811031e+01,1.854650e+01,1.707662e+01,7.811174e+00,7.621858e-01,-4.678436e+00,-7.320952e+00,1.390663e+00,1.400762e+01,1.268332e+01,9.689779e+00,9.242807e+00,1.080362e+01,8.379172e+00,4.264812e+00,4.684809e+00
9.841281e-01,-4.542009e-01,2.995984e+00,7.248576e+00,7.689373e+00,5.991071e+00,7.042723e+00,5.816722e+00,5.788708e+00,-7.098440e+00,-1.242851e+01,-1.935363e+01,-1.367828e+01,-3.832528e+00,-1.703665e+01,-2.252941e+01,-1.104978e+01,-7.162993e+00,-5.825044e+00,-7.122641e+00,-7.040158e+00,-8.153326e+00,-8.361636e+00,-7.955610e+00,-8.194670e+00,-9.445435e+00,-9.453241e+00,-9.711319e+00,-8.543831e+00,-6.977681e+00,-8.440987e+00,-7.548219e+00,-6.517104e+00,-8.593315e+00,-6.970404e+00,-1.033802e+01,-1.425873e+01,-1.754450e+01,-1.712961e+01,-1.121274e+01,-6.665943e+00,-2.588810e+00,6.931443e+00,8.594875e+00,4.736179e+00,2.410793e+00,5.472113e+00,5.043813e+00,2.788473e+00,3.717755e+00
-4.335059e+00,-3.789700e+00,-3.959802e+00,2.327522e+00,6.029677e+00,5.483500e+00,7.267493e+00,5.087959e+00,1.295139e+00,-1.251485e+01,-1.949905e+01,-1.316862e+01,-1.433524e+01,-8.151621e+00,-4.552322e+00,-2.236451e+00,1.671446e+00,1.803851e+00,2.233751e+00,2.095918e+00,1.430690e+00,2.365950e+00,1.792103e-02,-1.447058e+00,-3.351556e+00,-7.058642e+00,-9.047138e+00,-9.836233e+00,-8.708160e+00,-6.393677e+00,-9.090359e+00,-1.382592e+01,-1.692611e+01,-1.827795e+01,-1.756001e+01,-2.062139e+01,-2.520968e+01,-3.128371e+01,-2.923073e+01,-2.674699e+01,-2.464188e+01,-1.522260e+01,-2.041777e+00,5.869646e+00,3.268364e+00,1.639850e-01,3.358073e+00,5.874605e+00,4.736272e+00,6.414175e+00
