Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42
-4.664480e+02,-4.444468e+02,-4.434949e+02,-4.406845e+02,-4.439747e+02,-4.480013e+02,-4.461048e+02,-4.441839e+02,-4.494197e+02,-4.467168e+02,-4.485251e+02,-4.522544e+02,-4.514973e+02,-4.386191e+02,-3.970986e+02,-2.165464e+02,-1.335548e+02,-1.080974e+02,-1.194010e+02,-1.448096e+02,-1.405519e+02,-1.211847e+02,-1.040895e+02,-1.074271e+02,-1.578388e+02,-2.365838e+02,-2.903694e+02,-3.218094e+02,-3.758276e+02,-4.303868e+02,-4.468712e+02,-4.528131e+02,-4.547033e+02,-4.496661e+02,-4.522311e+02,-4.537682e+02,-4.534290e+02,-4.513002e+02,-4.478852e+02,-4.521393e+02,-4.483959e+02,-4.559250e+02
4.860046e+01,5.983424e+01,6.202459e+01,6.444766e+01,6.686587e+01,6.814923e+01,6.995795e+01,7.119564e+01,6.832114e+01,6.998099e+01,7.050500e+01,6.989241e+01,7.006259e+01,8.364550e+01,1.141068e+02,1.120152e+02,1.074239e+02,1.120817e+02,1.143425e+02,1.103932e+02,1.052491e+02,1.220912e+02,1.486382e+02,1.657740e+02,1.668412e+02,1.765267e+02,1.789453e+02,1.701058e+02,1.381665e+02,9.138200e+01,7.745442e+01,7.029439e+01,6.824750e+01,7.165356e+01,7.013704e+01,6.986302e+01,7.399367e+01,7.526219e+01,7.689208e+01,6.983005e+01,7.231549e+01,6.794114e+01
3.518306e+00,-3.347075e+00,-2.075098e+00,1.451408e+00,5.409833e+00,4.459975e+00,2.672055e+00,-1.227431e+00,-2.572338e+00,-3.021008e+00,-9.636599e-01,1.779105e+00,1.634162e+00,8.952272e+00,1.914712e+01,1.048662e+01,-5.267848e+00,-2.212227e+01,-2.304433e+01,-1.177459e+01,-7.125496e+00,-1.114473e+01,-2.204598e+01,-3.072551e+01,-3.089461e+01,-1.638440e+01,1.926876e+00,1.507692e+01,2.165240e+01,9.979763e+00,6.647020e+00,4.004607e+00,4.648686e+00,3.144678e+00,4.036108e+00,4.766117e+00,1.140613e+01,1.100881e+01,5.869145e+00,1.628972e+00,1.728646e+00,4.522734e+00
-1.796262e+00,-4.673809e+00,-2.929171e+00,4.353125e+00,4.053311e+00,5.978690e-01,1.161077e+00,-2.118318e+00,-4.931342e+00,-7.027617e+00,-6.504698e+00,-5.804839e+00,-4.948487e+00,2.074363e+00,1.958978e+01,2.656339e+01,7.512606e+00,-1.106402e+01,-1.980943e+01,-2.006055e+01,-2.590978e+01,-4.160656e+01,-5.132274e+01,-3.831972e+01,-1.642327e+01,1.150794e+00,7.021366e+00,6.311897e+00,6.293236e+00,4.785770e-02,-4.643213e+00,-3.601167e+00,-2.064360e+00,-2.383170e+00,4.860994e-01,-2.358082e+00,-1.811276e+00,-2.220381e+00,-7.571511e+00,-5.180777e+00,-5.640765e+00,-4.176904e+00
-4.238036e+00,-4.761596e+00,1.157555e+00,7.114912e+00,9.854501e+00,1.192119e+01,1.611472e+01,1.935317e+01,1.978643e+01,1.281244e+01,1.491846e+01,1.560272e+01,1.335430e+01,2.047861e+01,2.875396e+01,-1.134584e+01,-2.898343e+01,-4.292305e+01,-5.081294e+01,-4.694432e+01,-4.249870e+01,-4.298666e+01,-4.689243e+01,-3.573821e+01,-1.662986e+01,2.319402e+00,6.366110e+00,5.133455e+00,1.146668e+01,1.785159e+01,1.387513e+01,1.372601e+01,1.178290e+01,1.408086e+01,1.990786e+01,1.489495e+01,1.050194e+01,1.061897e+01,1.231742e+01,1.496618e+01,1.375120e+01,1.245708e+01
1.529955e+01,1.880354e+01,2.062596e+01,2.071773e+01,2.139614e+01,1.850565e+01,1.688707e+01,2.067617e+01,2.137168e+01,1.448542e+01,1.751678e+01,1.931317e+01,1.321887e+01,1.583345e+01,1.035037e+01,1.487713e+01,2.804630e+01,5.128317e+01,6.029102e+01,4.848227e+01,4.731177e+01,4.534086e+01,3.543021e+01,2.151070e+01,8.644095e+00,-2.504100e+00,-9.874889e+00,-1.177293e+01,-2.958018e+00,1.207939e+01,1.339141e+01,1.343832e+01,1.085360e+01,1.149616e+01,1.470916e+01,1.292139e+01,1.142402e+01,1.363721e+01,1.592396e+01,1.536906e+01,1.833346e+01,1.603558e+01
5.770988e+00,9.841232e+00,6.816173e+00,4.266438e+00,2.893757e+00,6.323149e+00,3.787058e+00,5.785899e+00,6.214418e+00,6.411072e+00,7.834854e+00,1.003142e+01,9.054533e+00,7.002468e+00,-5.214726e+00,-5.548289e+01,-6.402511e+01,-6.038680e+01,-5.069101e+01,-4.507603e+01,-3.433918e+01,-3.216203e+01,-4.728214e+01,-5.512924e+01,-4.700042e+01,-2.267437e+01,-1.052599e+01,-1.021402e+01,-2.409236e+00,3.775253e+00,5.254642e+00,8.485479e+00,7.877926e+00,7.563982e+00,4.597422e+00,5.600860e+00,5.940565e+00,6.834999e+00,5.863599e+00,6.495317e+00,1.131156e+01,1.017807e+01
-6.291961e+00,-4.193758e+00,4.445776e-01,1.257176e+00,-1.277253e+00,2.687517e+00,1.885208e+00,7.257459e-01,6.839203e-01,1.677151e+00,1.124976e+00,2.946920e+00,7.080256e+00,4.071062e+00,1.252014e+00,1.384990e+01,1.704108e+01,1.698425e+01,9.045225e+00,5.777201e+00,1.969306e+01,2.765366e+01,1.908620e+01,1.050906e+01,1.024767e+00,-5.534183e+00,-7.729055e+00,-6.867222e+00,-5.214900e-01,3.768305e+00,3.345442e+00,5.886506e+00,3.926756e+00,5.773548e+00,2.390149e+00,1.567493e+00,9.295522e-02,-3.794658e+00,-2.087658e+00,1.030488e+00,8.054587e-01,2.689159e+00
3.376359e+00,5.074266e+00,1.324465e+01,1.418070e+01,9.460907e+00,5.982141e+00,4.264762e+00,1.169828e+00,1.062160e+00,-2.084842e+00,-4.039354e+00,-2.030577e-01,1.098915e+00,-2.069125e+00,2.841572e+00,1.914565e+00,1.765774e+00,2.100862e+00,-3.019898e-01,-9.611080e+00,-1.503309e+01,-1.175031e+01,-1.154233e+01,-8.549861e+00,-8.515423e+00,-1.345912e+01,-1.290227e+01,-1.506984e+01,-9.903187e+00,-1.435757e+00,-7.849076e-01,-1.610395e+00,-2.964309e+00,-2.015957e+00,-3.502892e+00,-5.884619e+00,-5.451322e+00,-7.487193e+00,-5.525746e+00,-1.095224e+00,-4.829803e-01,-8.509225e-02
-1.233897e+01,-1.406317e+01,-9.848935e+00,-1.111948e+01,-1.007590e+01,-5.376670e+00,-5.175959e+00,-6.908879e+00,-3.800728e+00,-4.699158e+00,-7.943528e+00,-5.087814e+00,-3.002001e+00,-8.867434e+00,-1.260944e+01,-1.313165e+01,-6.843429e+00,-4.397274e+00,-8.851159e+00,-2.415754e+00,2.660307e+00,6.437889e+00,3.887669e+00,-4.591748e+00,-9.827766e+00,-5.484895e+00,-1.413761e+01,-1.733584e+01,-1.092153e+01,-6.591497e+00,-5.369333e+00,-7.729992e+00,-5.577592e+00,-7.908840e+00,-8.927060e+00,-8.883783e+00,-4.926475e+00,-2.949502e+00,-5.451143e+00,1.788526e-01,3.821734e+00,2.978972e-01
