Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24
-4.937673e+02,-4.351982e+02,-3.416283e+02,-2.864966e+02,-2.874953e+02,-3.202103e+02,-2.480917e+02,-1.412817e+02,-1.063289e+02,-9.671586e+01,-9.794510e+01,-1.176635e+02,-1.149599e+02,-1.141887e+02,-1.289754e+02,-1.687806e+02,-2.317382e+02,-3.003153e+02,-3.599486e+02,-4.166504e+02,-4.441829e+02,-4.461447e+02,-4.487082e+02,-4.515858e+02
1.412620e+00,7.120099e+01,1.256476e+02,1.412698e+02,1.450574e+02,1.481082e+02,1.276150e+02,1.251251e+02,1.409635e+02,1.645405e+02,1.541229e+02,1.388473e+02,1.437816e+02,1.513335e+02,1.671861e+02,1.808502e+02,1.874040e+02,1.712266e+02,1.319369e+02,7.905286e+01,5.361091e+01,5.201041e+01,4.916932e+01,4.592377e+01
1.372616e+00,4.186716e+01,3.984264e+01,2.026270e+01,1.901848e+01,3.372376e+01,1.735915e+01,-1.401136e+01,-5.282376e+01,-6.865051e+01,-5.956350e+01,-4.527769e+01,-4.643257e+01,-4.403417e+01,-2.926832e+01,-1.452387e+01,4.392116e+00,1.917377e+01,2.672622e+01,1.977604e+01,1.881633e+01,1.955949e+01,1.778723e+01,1.630899e+01
1.306839e+00,1.543444e+01,3.491993e+01,4.297109e+01,3.634183e+01,2.320475e+01,2.021782e+01,1.898287e+00,-1.768616e+01,-3.040818e+01,-2.761561e+01,-2.057528e+01,-3.199305e+01,-4.903253e+01,-6.260945e+01,-6.665758e+01,-5.228654e+01,-3.632463e+01,-1.776582e+01,-1.005200e+01,-8.458538e-01,9.043286e-01,-1.226813e+00,-1.130044e+00
1.216616e+00,2.191023e+00,2.506946e+00,-6.355354e+00,-1.713983e+00,1.456975e+01,2.355220e+00,-1.326282e+01,-2.455236e+01,-3.629875e+01,-3.347749e+01,-2.946254e+01,-3.162655e+01,-3.552530e+01,-3.793697e+01,-2.799529e+01,-1.107785e+01,-3.163218e+00,1.144883e+00,-1.069850e+00,1.878252e+00,2.123065e+00,-6.390441e-01,3.264072e-01
1.103752e+00,-1.768060e+00,-6.045196e+00,-7.761154e+00,-2.740400e-01,6.890054e+00,6.457095e+00,1.145896e+01,3.319580e+01,4.584514e+01,4.588925e+01,4.491305e+01,4.283583e+01,4.249880e+01,4.317737e+01,4.082768e+01,2.965974e+01,2.346947e+01,1.756112e+01,1.394378e+01,1.081697e+01,8.903585e+00,7.625727e+00,8.572588e+00
9.705213e-01,-4.495020e+00,-1.387437e+01,-2.322393e+00,6.942605e+00,2.762670e+00,-7.989622e+00,-1.947853e+01,-2.559806e+01,-3.316521e+01,-3.539220e+01,-3.660931e+01,-3.443853e+01,-3.740859e+01,-4.140802e+01,-3.292139e+01,-1.544858e+01,3.893017e+00,8.068367e+00,1.424110e+01,1.402301e+01,1.199900e+01,1.281162e+01,1.305939e+01
8.195904e-01,-8.309780e+00,-2.510575e+01,-2.709486e+01,-1.670567e+01,-7.067718e+00,-2.801712e+00,3.158836e+00,8.082805e+00,-6.456435e-03,-3.114669e+00,3.849037e+00,7.374402e+00,5.936723e+00,2.959099e+00,3.912518e+00,5.602102e-01,-1.669297e-01,-2.824898e+00,7.181396e+00,1.263901e+01,1.244339e+01,1.210170e+01,1.185866e+01
6.539806e-01,-1.057190e+01,-2.989404e+00,6.197119e-01,3.573172e+00,-3.084471e-01,-1.735575e+00,-2.183039e-01,8.218325e+00,7.805017e+00,3.498978e+00,5.270727e+00,-3.561482e+00,-8.103741e+00,-6.684981e+00,-5.084161e+00,-4.426672e+00,-1.637744e+00,-3.206178e+00,2.214603e+00,8.484262e+00,9.521889e+00,6.149924e+00,6.028887e+00
4.769704e-01,-9.632652e+00,-1.568696e+01,-1.702174e+01,-1.171339e+01,-6.845422e+00,-8.241798e+00,-1.148988e+01,-1.194954e+01,-1.255369e+01,4.129723e+00,1.796504e+01,1.752472e+01,1.834573e+01,1.906623e+01,1.597650e+01,1.677017e+01,8.462806e+00,-3.623731e+00,-1.535699e+00,4.883306e-01,8.765647e-01,-1.889023e+00,-1.941103e+00
