Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33
-4.327101e+02,-4.149230e+02,-4.123345e+02,-4.153993e+02,-4.143587e+02,-3.802539e+02,-2.992884e+02,-1.985117e+02,-1.544162e+02,-1.468562e+02,-1.571871e+02,-1.559538e+02,-1.517961e+02,-1.519877e+02,-1.557951e+02,-1.620647e+02,-1.727293e+02,-1.824479e+02,-2.028666e+02,-2.423406e+02,-2.868494e+02,-3.250901e+02,-3.469101e+02,-3.787497e+02,-4.048624e+02,-4.175476e+02,-4.187001e+02,-4.184146e+02,-4.167757e+02,-4.134762e+02,-4.102551e+02,-4.112306e+02,-4.200058e+02
4.233223e+01,5.685171e+01,5.897583e+01,5.697355e+01,5.748325e+01,9.699135e+01,1.555208e+02,1.519284e+02,1.308752e+02,1.113474e+02,1.129163e+02,1.113330e+02,1.140480e+02,1.192371e+02,1.284773e+02,1.404157e+02,1.485938e+02,1.611561e+02,1.697744e+02,1.709171e+02,1.674035e+02,1.480545e+02,1.275837e+02,9.846014e+01,6.713966e+01,5.485081e+01,5.403813e+01,5.472939e+01,5.594751e+01,5.877795e+01,6.190713e+01,6.223985e+01,5.462979e+01
1.589759e+01,1.331013e+01,1.297753e+01,1.437696e+01,1.415275e+01,3.255307e+01,5.175238e+01,4.066376e+01,2.263341e+01,1.082136e+01,7.861025e+00,1.955305e+00,5.345719e+00,6.641636e+00,1.360546e+01,2.167825e+01,2.903104e+01,3.710712e+01,4.841759e+01,5.967352e+01,6.028883e+01,5.444933e+01,4.995444e+01,4.081555e+01,2.004124e+01,1.442236e+01,1.364897e+01,1.600436e+01,1.645793e+01,1.619226e+01,1.669174e+01,1.691146e+01,1.554723e+01
5.176123e+00,-1.113642e+00,-2.115446e+00,-6.071084e-01,-5.058388e-01,-3.508269e+00,-7.433076e+00,-3.475892e+00,6.242430e+00,1.137053e+01,9.719812e+00,6.059952e+00,5.114861e+00,5.836743e+00,2.337216e+00,-6.483685e-01,9.964739e-01,3.809905e+00,5.484763e+00,1.328089e+01,2.404225e+01,2.499361e+01,2.630306e+01,1.891838e+01,5.466718e+00,-1.480515e+00,-3.708239e+00,1.071345e+00,3.474543e+00,2.223596e+00,1.863267e+00,-2.153021e+00,-4.472702e+00
1.293002e+01,1.210561e+01,1.162316e+01,1.120807e+01,1.019124e+01,-5.117143e+00,-2.708196e+01,-4.861623e+01,-4.909555e+01,-4.154685e+01,-3.508031e+01,-3.634487e+01,-4.311563e+01,-4.288824e+01,-4.467978e+01,-4.831805e+01,-5.146324e+01,-5.750719e+01,-5.251559e+01,-3.212576e+01,-2.143903e+00,2.177439e+01,2.457191e+01,2.015776e+01,1.204472e+01,4.754807e+00,3.392292e+00,8.218884e+00,1.211255e+01,1.123133e+01,1.204062e+01,8.884474e+00,5.050449e+00
2.002845e+01,2.000081e+01,1.949868e+01,1.787826e+01,1.574548e+01,-4.517534e+00,-1.607378e+01,1.297268e+01,3.506995e+01,4.945418e+01,4.581494e+01,4.682873e+01,4.930042e+01,5.452833e+01,6.048361e+01,5.946635e+01,4.244145e+01,1.633611e+01,4.457476e+00,3.137512e+00,-4.678129e+00,4.979539e+00,9.919394e+00,1.282413e+01,1.199743e+01,1.052650e+01,1.129412e+01,1.413664e+01,1.584482e+01,1.405746e+01,1.521138e+01,2.004945e+01,2.150046e+01
1.548299e+01,1.242245e+01,1.092010e+01,9.561855e+00,8.890834e+00,-1.524571e+01,-3.425180e+01,-5.939145e+01,-6.057556e+01,-5.302486e+01,-4.696767e+01,-5.170904e+01,-5.044760e+01,-4.863838e+01,-4.333939e+01,-3.738453e+01,-3.932860e+01,-3.920306e+01,-3.634335e+01,-2.793245e+01,-1.627075e+01,-8.597548e+00,-4.340970e+00,-1.053374e+00,5.697977e+00,9.135384e+00,8.630396e+00,1.177785e+01,1.082625e+01,7.407418e+00,7.126544e+00,1.552687e+01,2.252638e+01
6.949779e+00,4.230326e+00,1.667271e+00,1.828744e+00,1.838002e+00,-2.336216e+01,-1.641667e+01,7.157934e+00,1.612038e+01,1.795440e+01,1.693962e+01,1.462574e+01,1.502033e+01,8.494154e+00,9.853011e+00,9.006016e+00,7.709636e+00,1.427757e+01,1.536038e+01,4.879182e+00,-9.142646e+00,-1.569078e+01,-1.596204e+01,-1.146499e+01,-1.112787e+00,3.452220e+00,1.077338e+00,6.366277e+00,6.466807e+00,3.031919e+00,2.366257e+00,5.542385e+00,1.036955e+01
3.685933e+00,2.473402e+00,5.499421e-01,1.082220e+00,-1.105891e+00,-1.924330e+01,-1.330694e+01,-6.161546e+00,-5.863136e+00,-1.601674e+01,-2.040483e+01,-2.439399e+01,-2.340023e+01,-2.088469e+01,-1.705013e+01,-1.234380e+01,-1.186208e+01,-9.042349e+00,-4.718440e+00,-2.043151e+00,-2.411513e+00,-1.830288e+01,-2.260381e+01,-1.644455e+01,-6.763059e+00,-3.251063e+00,-2.995106e+00,1.142800e+00,3.397242e+00,1.577522e+00,2.871688e+00,1.519147e+00,5.089315e-01
3.740193e+00,1.277263e+00,1.461234e+00,-1.484362e+00,-4.507535e+00,-1.062945e+01,-5.293823e+00,-1.166757e+01,-1.235098e+01,-1.898295e+01,-2.034891e+01,-2.104839e+01,-1.585213e+01,-1.397452e+01,-1.948270e+01,-2.187852e+01,-2.345481e+01,-3.012892e+01,-2.396345e+01,-1.802402e+01,-5.972747e+00,-1.179086e+01,-1.567955e+01,-1.559661e+01,-6.803404e+00,-6.464827e+00,-3.026472e+00,-2.547891e+00,-1.386113e+00,-1.234991e+00,1.483157e+00,1.541681e+00,-1.327428e+00
