Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48,Coeff 49,Coeff 50,Coeff 51,Coeff 52
-4.998195e+02,-4.832361e+02,-4.877729e+02,-4.857735e+02,-4.833740e+02,-4.821844e+02,-4.892979e+02,-4.685077e+02,-3.988083e+02,-3.339893e+02,-2.475529e+02,-1.937267e+02,-1.577762e+02,-1.523398e+02,-1.653268e+02,-1.814592e+02,-1.727847e+02,-1.677646e+02,-1.655786e+02,-1.662824e+02,-1.668984e+02,-1.593758e+02,-1.565619e+02,-1.521802e+02,-1.445228e+02,-1.345418e+02,-1.251926e+02,-1.136431e+02,-9.564706e+01,-7.579687e+01,-5.839915e+01,-6.960833e+01,-1.184565e+02,-1.788251e+02,-2.316389e+02,-3.054106e+02,-3.777539e+02,-4.273226e+02,-4.588637e+02,-4.815363e+02,-4.888285e+02,-4.921242e+02,-4.951601e+02,-4.924041e+02,-4.851274e+02,-4.849581e+02,-4.838464e+02,-4.856169e+02,-4.917802e+02,-4.946285e+02,-4.959660e+02,-5.102506e+02
4.518420e+01,5.477449e+01,6.244127e+01,6.805939e+01,7.348323e+01,7.376646e+01,6.592889e+01,6.609220e+01,4.964223e+01,4.163350e+01,5.612595e+01,7.854046e+01,7.253050e+01,5.280145e+01,4.829883e+01,4.740411e+01,4.134929e+01,4.143913e+01,4.351672e+01,3.930920e+01,4.155495e+01,4.320292e+01,4.603202e+01,4.531770e+01,4.315890e+01,4.173569e+01,4.375280e+01,4.258941e+01,3.941740e+01,3.987967e+01,4.370448e+01,5.336514e+01,7.728833e+01,9.509047e+01,1.143019e+02,1.332706e+02,1.359379e+02,1.100306e+02,8.701532e+01,6.735002e+01,6.468156e+01,6.213634e+01,5.887341e+01,6.355684e+01,7.046635e+01,6.986391e+01,7.379924e+01,7.243835e+01,6.542574e+01,5.746607e+01,5.949945e+01,4.791530e+01
2.128243e+01,2.012348e+01,1.612839e+01,2.260463e+01,2.978692e+01,2.919530e+01,2.612922e+01,3.227579e+01,2.042838e+01,2.488050e+01,1.869836e+01,-6.741422e+00,-1.137599e+01,6.186831e+00,2.318578e+01,2.282978e+01,1.901295e+01,1.766778e+01,1.354047e+01,1.476754e+01,1.611329e+01,8.927197e+00,6.200287e+00,3.666616e+00,-4.559863e+00,-1.118618e+01,-1.780407e+01,-1.664548e+01,-2.902200e+01,-5.086153e+01,-7.087539e+01,-7.672965e+01,-6.912365e+01,-4.894275e+01,-3.358885e+01,-1.870618e+01,-1.878022e+01,-1.362787e+00,1.543487e+01,2.717354e+01,2.515594e+01,2.032524e+01,1.933222e+01,2.634399e+01,3.480338e+01,3.355566e+01,3.223366e+01,3.212202e+01,2.747324e+01,1.637764e+01,2.237526e+01,2.544735e+01
-4.564848e+00,-4.466075e+00,3.541610e-01,3.119317e+00,8.585093e+00,1.063700e+01,1.078760e+01,-1.863974e+00,-1.206964e+00,5.018073e+00,9.109243e+00,1.430362e+00,-9.483496e+00,-2.278299e+01,-2.439274e+01,-2.371072e+01,-2.743420e+01,-2.870038e+01,-2.467186e+01,-2.023124e+01,-2.008156e+01,-2.210699e+01,-2.136090e+01,-2.343740e+01,-2.732743e+01,-2.726060e+01,-2.298318e+01,-2.710831e+01,-3.369962e+01,-3.135134e+01,-3.410357e+01,-3.310653e+01,-2.547782e+01,-2.524906e+01,-2.898237e+01,-3.621687e+01,-3.999136e+01,-3.566688e+01,-2.229909e+01,-1.969770e+00,1.803025e+00,2.469710e+00,3.695448e+00,9.089817e+00,1.270331e+01,1.379472e+01,1.356728e+01,1.228684e+01,8.116067e+00,3.366209e+00,5.155053e+00,1.197462e+01
9.483740e+00,1.762508e+01,1.000249e+01,1.016166e+01,9.936356e+00,1.386015e+01,1.623861e+01,2.650562e+01,2.011792e+01,2.185501e+01,1.453121e+01,-2.225328e+00,-9.931972e+00,-7.983742e+00,-1.157155e+00,2.783029e+00,6.890502e-01,6.385498e+00,1.099816e+01,1.034525e+01,8.799473e+00,5.287661e+00,9.495058e+00,1.192042e+01,-1.150112e+00,-7.365161e+00,-5.013995e+00,3.189310e+00,6.054032e-01,2.043355e-01,-1.608843e+00,-2.062138e+00,-4.440442e+00,-3.877438e+00,-5.220082e+00,-3.453732e+00,-8.639086e-01,-9.028461e+00,-7.001382e+00,8.083523e+00,9.567225e+00,1.205300e+01,1.403900e+01,1.431525e+01,1.634614e+01,2.121560e+01,1.670898e+01,1.382579e+01,1.078519e+01,1.354096e+01,9.676867e+00,9.913617e+00
6.757003e+00,5.764786e+00,1.280360e+01,1.390811e+01,1.052527e+01,1.140153e+01,1.445410e+01,1.068208e+01,1.517481e+01,1.338612e+01,3.450586e+00,1.097737e+01,2.215509e+01,1.844761e+01,2.239662e+01,2.700101e+01,2.411953e+01,2.252309e+01,2.603603e+01,3.056000e+01,2.685631e+01,2.688429e+01,3.067232e+01,3.486864e+01,3.552740e+01,4.024622e+01,3.993169e+01,3.106506e+01,2.559047e+01,3.207153e+01,3.777408e+01,4.398721e+01,4.785756e+01,4.119458e+01,2.864463e+01,1.162010e+01,-1.945806e+00,6.423593e+00,7.794762e+00,7.685720e+00,1.602762e+01,2.285443e+01,2.259032e+01,1.671136e+01,1.190059e+01,1.618661e+01,1.440064e+01,1.277417e+01,1.316866e+01,1.555441e+01,1.275606e+01,8.991921e+00
1.795260e+01,1.249601e+01,9.791033e+00,8.969124e+00,5.876122e+00,3.096611e+00,4.955554e+00,2.010961e+01,1.923020e+01,1.211894e+01,-8.667542e+00,-2.466827e+01,-3.545329e+01,-3.121313e+01,-2.240254e+01,-1.493956e+01,-2.171300e+01,-2.566387e+01,-2.650898e+01,-2.983131e+01,-3.095950e+01,-2.670835e+01,-2.853005e+01,-3.203469e+01,-3.086987e+01,-3.183614e+01,-3.405516e+01,-3.684060e+01,-3.792556e+01,-3.945750e+01,-3.519065e+01,-3.015612e+01,-2.294481e+01,-1.784544e+01,-1.729728e+01,-1.197130e+01,-5.146691e+00,9.079351e+00,2.049878e+01,1.413942e+01,1.650516e+01,2.053396e+01,1.700206e+01,1.026443e+01,7.672009e+00,6.036943e+00,1.192689e+00,2.405327e+00,5.768182e+00,5.865472e+00,6.693341e+00,5.766862e+00
1.034462e+01,5.120145e+00,8.647451e+00,5.346292e+00,3.822387e+00,2.960824e+00,2.877274e+00,2.837314e+00,1.305529e+01,1.468917e+01,1.508436e+01,3.085312e+01,5.059479e+01,5.582120e+01,4.439906e+01,3.005453e+01,2.920375e+01,3.064927e+01,2.926864e+01,2.909101e+01,2.790150e+01,3.383646e+01,4.097256e+01,4.216915e+01,3.947353e+01,4.508221e+01,5.077061e+01,4.236167e+01,4.101015e+01,4.751295e+01,5.414927e+01,5.069245e+01,4.649028e+01,3.841176e+01,3.339262e+01,2.696541e+01,1.306059e+01,2.070458e+01,2.370593e+01,8.904454e+00,6.566676e+00,1.106847e+01,8.499140e+00,2.964558e+00,6.486524e-01,-4.668522e+00,-7.460632e+00,-5.864616e+00,-1.314889e+00,1.895835e+00,2.883893e+00,4.449530e+00
1.554941e+01,1.666884e+01,9.634983e+00,4.361440e+00,1.672558e+00,5.902335e+00,6.323310e+00,1.066978e+01,5.581497e+00,-6.010274e+00,-1.085139e+01,-6.815626e+00,-5.607001e+00,3.988931e-01,4.518878e+00,3.246834e+00,3.533816e+00,5.897622e+00,2.125616e+00,3.299757e-01,-2.660578e+00,-5.043952e+00,-6.342071e+00,-1.290638e+01,-9.940891e+00,-6.397648e+00,-8.542822e+00,-6.027644e+00,-6.717319e+00,-8.010284e+00,-1.279097e+01,-2.057514e+01,-1.618335e+01,-1.314457e+01,-8.748743e+00,-2.336457e+00,1.117332e+01,2.166238e+01,2.106795e+01,9.821767e+00,2.160341e+00,3.225331e+00,5.273118e+00,-6.926860e-01,2.956961e-01,-1.407721e+00,-7.726514e+00,-8.712401e+00,-2.714174e+00,5.142300e+00,5.100032e+00,4.658080e+00
1.417243e+00,2.854974e+00,5.831999e+00,-1.323086e+00,-5.260410e+00,-4.079286e-01,1.129253e+00,-1.047326e+01,-3.213025e+00,5.221127e+00,4.002724e+00,-5.376460e+00,2.470758e-02,4.715887e+00,1.120054e+01,1.332683e+01,7.706716e+00,5.144696e+00,8.007826e+00,8.924281e+00,1.083796e+01,1.382693e+01,1.179802e+01,8.307842e+00,8.778709e+00,1.179271e+01,1.160198e+01,7.665980e+00,4.421738e+00,1.503219e+01,1.325983e+01,1.813903e+00,-3.920933e+00,-1.988471e+00,7.046033e-02,-1.816252e-01,-5.536176e+00,-8.276806e-01,-1.698173e+00,-2.920876e+00,-1.114930e+00,1.833043e-01,2.942070e+00,-6.134907e+00,-8.470479e+00,-5.381653e+00,-9.365880e+00,-1.277239e+01,-5.306347e+00,4.027282e+00,4.980480e+00,2.095059e+00
