Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43
-4.912263e+02,-4.744034e+02,-4.913954e+02,-4.583274e+02,-3.944287e+02,-3.721662e+02,-3.865842e+02,-2.917208e+02,-1.691472e+02,-1.373115e+02,-1.468198e+02,-1.259826e+02,-1.222850e+02,-1.527482e+02,-1.857307e+02,-1.960894e+02,-2.060508e+02,-2.096980e+02,-2.098423e+02,-2.139752e+02,-2.206757e+02,-2.268712e+02,-2.220947e+02,-2.183803e+02,-2.269621e+02,-2.413282e+02,-2.488580e+02,-2.312308e+02,-1.489287e+02,-8.877661e+01,-8.670890e+01,-1.316897e+02,-1.867078e+02,-2.618917e+02,-3.781747e+02,-4.591366e+02,-4.964963e+02,-5.115915e+02,-5.194130e+02,-5.227259e+02,-5.234874e+02,-5.231556e+02,-5.286155e+02
6.075127e+01,7.032259e+01,6.732423e+01,1.030010e+02,1.363576e+02,1.533466e+02,1.587008e+02,1.675063e+02,1.596677e+02,1.496730e+02,1.175384e+02,9.485448e+01,7.292482e+01,6.450865e+01,5.574158e+01,4.991495e+01,4.940763e+01,4.211750e+01,4.487294e+01,4.763421e+01,5.201187e+01,5.075085e+01,5.141090e+01,4.744193e+01,4.363551e+01,4.678889e+01,4.562215e+01,4.434483e+01,4.070303e+01,4.132272e+01,5.799100e+01,7.345496e+01,7.916048e+01,9.860523e+01,1.218584e+02,1.129080e+02,9.049682e+01,8.258081e+01,7.752371e+01,7.522098e+01,7.504266e+01,7.519603e+01,7.110394e+01
-1.798742e+01,-1.611285e+01,-5.498020e+00,1.886247e+01,1.246898e+01,1.289355e+01,2.590767e+01,-4.171972e+00,-3.239096e+01,-5.414604e+01,-5.938559e+01,-4.476006e+01,-3.019736e+01,-1.008599e+01,2.155907e-02,2.355295e+00,-6.446762e-01,-4.357443e+00,-7.675705e+00,-1.335576e+01,-2.051796e+01,-2.230274e+01,-2.868182e+01,-4.112526e+01,-4.501207e+01,-4.086476e+01,-4.028444e+01,-3.808967e+01,-5.544861e+01,-7.733995e+01,-8.931825e+01,-7.919666e+01,-6.623363e+01,-5.254318e+01,-3.335374e+01,-1.718916e+01,-2.050841e+00,8.745797e+00,1.329399e+01,1.518425e+01,1.646490e+01,1.645653e+01,1.811197e+01
2.915786e+01,3.517930e+01,2.449588e+01,3.374462e+01,4.872943e+01,4.371112e+01,3.392540e+01,4.734939e+01,3.972874e+01,2.565684e+01,6.660733e+00,-2.774764e+01,-4.398645e+01,-4.063372e+01,-3.232519e+01,-3.225489e+01,-4.200818e+01,-4.822061e+01,-4.562291e+01,-4.121532e+01,-4.008458e+01,-3.565662e+01,-3.560293e+01,-3.373594e+01,-3.208038e+01,-3.491863e+01,-3.897642e+01,-3.364704e+01,-1.896608e+01,-2.342361e+01,-2.943299e+01,-2.998164e+01,-2.976171e+01,-2.819184e+01,-3.022981e+01,-3.787067e+01,-2.616267e+01,-1.634892e+01,-1.038082e+01,-6.608017e+00,-4.994810e+00,-4.619966e+00,-2.360371e+00
2.645538e+01,2.239420e+01,1.193368e+01,7.996331e+00,1.121398e+01,4.907616e+00,1.254139e+00,-2.055266e+01,-2.391764e+01,-2.090339e+01,-1.754501e+01,-1.143109e+01,-9.357737e+00,-1.838845e-01,9.119413e+00,7.462813e+00,-8.153809e-01,-2.981158e+00,1.629057e+00,2.286866e+00,3.128498e+00,3.870531e+00,8.560414e-01,-5.085093e-02,-3.616576e+00,-7.027754e+00,-6.446070e+00,-7.499879e+00,-9.850489e+00,-1.153503e+01,-1.099984e+01,-7.831079e+00,-1.069354e+01,-2.994447e+00,1.069986e+01,7.414151e+00,4.363046e+00,4.573543e+00,6.160377e+00,9.633035e+00,9.522339e+00,9.462275e+00,8.812210e+00
-8.186574e+00,-1.087570e+01,3.438803e-01,6.182412e+00,3.634844e+00,3.600688e+00,5.394662e+00,-1.330472e+01,-8.103246e+00,-2.485589e+00,1.771069e+01,2.935965e+01,3.283373e+01,3.256601e+01,3.856598e+01,4.127585e+01,4.276602e+01,4.545647e+01,4.899954e+01,4.949555e+01,4.554675e+01,4.644876e+01,4.872400e+01,5.571711e+01,6.106918e+01,6.303933e+01,6.461068e+01,6.508368e+01,7.261955e+01,7.456848e+01,7.299249e+01,7.235152e+01,6.813324e+01,5.681018e+01,3.514503e+01,1.875129e+01,2.152527e+01,1.981467e+01,2.002746e+01,2.287247e+01,1.950034e+01,1.793956e+01,1.675439e+01
1.269010e+01,1.700753e+01,2.418538e+01,1.870059e+01,1.434081e+01,1.333948e+01,1.198465e+01,-9.359179e+00,-1.745886e+01,-2.032770e+01,-2.899300e+01,-3.503693e+01,-2.993220e+01,-2.728354e+01,-2.349682e+01,-2.321564e+01,-2.776722e+01,-2.833380e+01,-3.118055e+01,-3.116956e+01,-3.592853e+01,-3.513616e+01,-3.381195e+01,-3.612910e+01,-3.889919e+01,-3.989790e+01,-3.565946e+01,-4.197124e+01,-4.636765e+01,-4.503117e+01,-3.817460e+01,-3.299881e+01,-2.752955e+01,-2.304469e+01,-1.267413e+01,2.098301e+00,1.589373e+01,1.477560e+01,1.544436e+01,1.755962e+01,1.370849e+01,1.174967e+01,1.123360e+01
2.274199e+01,2.038353e+01,1.644207e+01,-7.451037e+00,-2.322038e+01,-2.702049e+01,-1.980128e+01,-2.721096e+01,-1.831592e+01,-3.495111e+00,1.871165e+01,2.438896e+01,2.285965e+01,1.647280e+01,1.564988e+01,1.869160e+01,1.945392e+01,1.621951e+01,1.643675e+01,2.375000e+01,2.541913e+01,2.533490e+01,2.703831e+01,2.736411e+01,2.769201e+01,3.055346e+01,3.078197e+01,2.904508e+01,3.307867e+01,3.172811e+01,2.408715e+01,1.719158e+01,1.366631e+01,9.223584e+00,5.167717e+00,4.668792e+00,1.189382e+01,9.206218e+00,7.286026e+00,8.497016e+00,9.381580e+00,9.098320e+00,6.125579e+00
2.550051e+00,2.004810e+00,5.524731e+00,-7.284777e+00,-6.187046e+00,1.334234e+00,4.767120e+00,7.123147e+00,-3.261224e+00,-4.576584e+00,-5.042052e+00,1.113297e+01,1.852546e+01,1.739878e+01,2.063100e+01,2.014677e+01,1.231169e+01,9.049931e+00,7.700202e+00,3.175355e+00,2.791307e+00,2.222943e+00,-3.658497e+00,-3.363693e+00,1.510134e-01,2.626416e+00,3.004067e+00,1.813677e+00,-5.306543e+00,-9.383050e+00,-1.309193e+01,-1.196936e+01,-9.295338e+00,-1.031190e+01,2.178457e+00,7.770475e+00,9.759913e+00,8.799485e+00,5.635608e+00,6.176441e+00,1.066072e+01,1.207498e+01,7.203740e+00
-5.903790e+00,-2.261413e+00,4.380068e+00,-2.026737e+00,2.755383e+00,7.871706e+00,7.130347e-01,1.366203e+01,1.108637e+01,4.176736e+00,2.158058e+00,7.449167e+00,1.151024e+01,7.850540e+00,6.341396e+00,8.671825e+00,1.267408e+01,1.503361e+01,1.593681e+01,1.463484e+01,1.551202e+01,1.821526e+01,1.750134e+01,1.742958e+01,1.592714e+01,1.624464e+01,1.289804e+01,1.122500e+01,1.055343e+01,5.628298e+00,-2.102543e+00,-6.097991e+00,-2.729371e+00,-5.498621e+00,-1.371839e+01,-6.719934e+00,1.222374e+00,4.038731e+00,5.775339e+00,5.914410e+00,7.322022e+00,8.791861e+00,8.314266e+00
