Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24
-4.528725e+02,-4.313346e+02,-4.299226e+02,-4.322957e+02,-4.265956e+02,-3.463586e+02,-2.530319e+02,-1.824178e+02,-1.411569e+02,-1.232966e+02,-1.006610e+02,-7.630709e+01,-7.227016e+01,-8.786775e+01,-8.606614e+01,-7.363661e+01,-8.427093e+01,-1.213268e+02,-1.831587e+02,-2.604808e+02,-3.379311e+02,-4.034539e+02,-4.327329e+02,-4.433078e+02
7.639487e+01,8.680426e+01,8.870541e+01,8.475993e+01,8.929983e+01,1.331697e+02,1.744042e+02,1.863585e+02,1.778189e+02,1.605575e+02,1.410750e+02,1.223202e+02,1.146080e+02,1.128258e+02,1.151545e+02,1.328051e+02,1.591222e+02,1.804464e+02,1.834681e+02,1.705697e+02,1.361400e+02,1.054087e+02,9.458782e+01,8.818592e+01
2.174266e+01,1.375277e+01,1.380044e+01,8.577847e+00,9.722670e+00,2.055840e-01,-2.369647e+01,-5.159826e+01,-6.848994e+01,-7.980137e+01,-6.968990e+01,-5.297836e+01,-3.761504e+01,-2.706642e+01,-2.473973e+01,-3.514301e+01,-4.141003e+01,-3.957578e+01,-2.708934e+01,-9.457422e+00,-2.566235e+00,6.198965e+00,1.553209e+01,1.910902e+01
4.288116e+00,1.644590e+00,-6.932596e-01,-2.236444e+00,-6.230987e-01,1.770539e+01,2.862885e+01,3.381710e+01,4.113673e+01,5.305943e+01,5.616682e+01,4.228009e+01,2.243958e+01,2.739453e+00,-4.919065e+00,-1.702088e+01,-3.527201e+01,-3.946385e+01,-3.748106e+01,-3.530625e+01,-3.203591e+01,-1.722465e+01,-6.935067e+00,-5.123310e+00
4.923991e+00,1.635218e+00,1.116884e+00,7.747884e+00,6.475015e+00,-1.341445e+01,-1.861895e+01,-2.015625e+01,-2.425221e+01,-2.850329e+01,-4.059858e+01,-4.495721e+01,-3.559599e+01,-2.833830e+01,-3.327546e+01,-4.291277e+01,-4.852901e+01,-4.645793e+01,-3.918689e+01,-3.929436e+01,-2.780459e+01,-4.637237e+00,1.199802e+01,1.224100e+01
1.472924e+01,1.114609e+01,1.198057e+01,1.900420e+01,1.498366e+01,-4.780959e+01,-6.765388e+01,-5.997229e+01,-4.369396e+01,-2.394516e+01,-2.758428e+00,2.582475e+01,4.011689e+01,4.429259e+01,5.745813e+01,7.259671e+01,7.884248e+01,7.285729e+01,5.954646e+01,3.607225e+01,2.968374e+01,2.080808e+01,2.029111e+01,2.373946e+01
1.502256e+01,1.530244e+01,1.300891e+01,1.371548e+01,1.286610e+01,-1.290000e+01,-7.933084e+00,8.000676e+00,1.663535e+01,1.960171e+01,5.014136e+00,-1.624758e+01,-2.964050e+01,-3.199308e+01,-3.301932e+01,-3.274368e+01,-3.262044e+01,-3.248823e+01,-2.282104e+01,-4.321266e+00,4.813531e+00,1.147182e+01,1.216369e+01,1.445335e+01
2.679617e-01,-7.484713e-01,-7.488918e-01,-1.578445e+00,-1.104839e+00,-6.063327e+00,1.150279e+01,1.473396e+01,1.338271e+01,1.436213e+01,8.870037e+00,2.403929e+01,3.278479e+01,3.275508e+01,2.454700e+01,2.109062e+01,1.381733e+01,4.658738e+00,-7.683545e+00,-6.190057e+00,-2.999701e+00,5.119319e+00,5.989537e+00,3.944556e+00
-4.069984e-03,1.100664e+00,6.612447e+00,8.542103e+00,7.680097e+00,-2.514768e+00,-2.793645e+00,1.014998e+00,1.343655e+00,-1.444649e+00,-8.175155e-01,3.431221e+00,6.086143e+00,1.900261e+00,-8.598170e-01,3.449807e+00,8.322898e+00,1.325619e+01,1.244082e+01,8.312540e+00,1.507351e+01,1.401649e+01,5.955346e+00,3.766212e+00
2.547483e+00,2.838873e+00,6.982175e+00,1.082040e+01,1.070323e+01,1.425047e+01,6.863766e+00,1.058639e+01,1.293101e+01,5.862383e+00,-1.484430e+00,-7.387424e+00,-1.245498e+01,-1.003337e+01,-5.661050e+00,-4.605673e+00,-1.560589e+00,-2.692832e+00,9.857452e-01,-1.702931e+00,4.919578e+00,7.114868e+00,5.862014e+00,5.750525e+00
