Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37
-4.837802e+02,-4.327353e+02,-4.093251e+02,-3.907703e+02,-3.873338e+02,-4.099453e+02,-4.269742e+02,-4.233462e+02,-4.175297e+02,-4.211916e+02,-2.819857e+02,-2.065609e+02,-1.946590e+02,-1.703035e+02,-1.504539e+02,-1.357187e+02,-1.152847e+02,-9.660168e+01,-9.153834e+01,-9.110553e+01,-1.055865e+02,-1.223737e+02,-1.362834e+02,-1.399707e+02,-1.322262e+02,-1.326262e+02,-1.539297e+02,-1.843967e+02,-2.183380e+02,-2.769604e+02,-3.420326e+02,-4.086131e+02,-4.470361e+02,-4.620768e+02,-4.703484e+02,-4.769085e+02,-4.868981e+02
6.560149e+01,9.194762e+01,1.074972e+02,1.305587e+02,1.360639e+02,1.293083e+02,1.266108e+02,1.307090e+02,1.336831e+02,1.305456e+02,1.908585e+02,1.955702e+02,1.825248e+02,1.710796e+02,1.611706e+02,1.147372e+02,6.499957e+01,4.665092e+01,3.986457e+01,3.591129e+01,3.983811e+01,4.189781e+01,4.248931e+01,4.439389e+01,5.066817e+01,5.583498e+01,6.512379e+01,6.713248e+01,7.187457e+01,8.556393e+01,1.057880e+02,1.116203e+02,9.568443e+01,8.403343e+01,7.898441e+01,7.390881e+01,6.786398e+01
1.602224e+01,2.946797e+00,3.833266e-01,1.028523e+01,1.432290e+01,2.568690e+01,4.630674e+01,5.047375e+01,4.901362e+01,4.945954e+01,-5.492161e+00,-3.162721e+01,-4.186279e+01,-6.402824e+01,-6.843288e+01,-2.893756e+01,-2.961601e+00,-2.372676e+00,2.165776e-01,2.651366e+00,-6.032177e+00,-1.630278e+01,-2.245303e+01,-3.384224e+01,-5.128048e+01,-6.220571e+01,-6.900508e+01,-6.665114e+01,-5.145042e+01,-3.438936e+01,-2.156969e+01,-6.095800e+00,6.906227e+00,1.144157e+01,1.447995e+01,1.533630e+01,2.122903e+01
2.463134e+00,8.052779e+00,6.452065e+00,1.036705e+00,1.584477e+00,3.691615e+00,2.383976e+01,3.444114e+01,3.459533e+01,3.305006e+01,4.524590e+00,-2.153918e+00,-1.222357e+01,-2.726151e+01,-3.319621e+01,-3.924402e+01,-3.745962e+01,-3.763103e+01,-3.807537e+01,-4.450423e+01,-4.844189e+01,-4.047939e+01,-3.296304e+01,-3.684478e+01,-3.753603e+01,-3.432421e+01,-3.204473e+01,-3.088056e+01,-3.022781e+01,-3.039547e+01,-3.065762e+01,-2.793062e+01,-1.752231e+01,-8.804427e+00,-7.629876e+00,-5.375519e+00,1.624063e+00
8.125298e+00,1.032906e+01,6.710353e+00,-2.909730e+00,-4.192707e+00,5.564730e+00,2.865278e+01,4.606569e+01,4.508432e+01,3.910173e+01,9.055457e+00,-5.260834e+00,6.169267e-01,5.255918e+00,4.626620e+00,4.955700e+00,-8.396826e-01,-4.485410e+00,-3.384110e+00,-3.987062e+00,-5.286670e+00,-2.750472e+00,-1.160555e+00,2.118752e+00,4.188207e+00,6.097169e+00,2.532200e+00,-4.663407e+00,-9.840380e-01,-7.373343e-01,4.734208e+00,5.860292e+00,4.186137e+00,6.845378e+00,5.369055e+00,7.945639e+00,1.097763e+01
1.195707e+01,3.092994e+00,-1.475768e+00,-1.095043e+01,-1.533737e+01,-5.885932e+00,1.792376e+01,3.064382e+01,3.075790e+01,3.102738e+01,-2.871896e+00,-4.194784e-01,7.872206e+00,2.220981e+01,2.732574e+01,4.011423e+01,4.522630e+01,4.526021e+01,4.585878e+01,4.640854e+01,4.496883e+01,4.830230e+01,4.579752e+01,4.577180e+01,4.549319e+01,4.794755e+01,5.138256e+01,5.124377e+01,4.983942e+01,4.148897e+01,3.097986e+01,1.791650e+01,1.368285e+01,1.381488e+01,1.435921e+01,1.745853e+01,2.077798e+01
1.402606e+01,1.262484e+01,8.995115e+00,-2.953468e+00,-1.163345e+01,-1.218331e+01,3.615377e+00,7.246604e+00,1.243373e+01,2.229378e+01,-1.007249e+01,-2.308984e+01,-2.089733e+01,-1.547884e+01,-1.955324e+01,-2.257271e+01,-2.086605e+01,-2.576210e+01,-2.979213e+01,-2.891343e+01,-2.647296e+01,-2.798986e+01,-2.582907e+01,-2.474805e+01,-2.694583e+01,-2.488366e+01,-2.543978e+01,-3.067546e+01,-2.757567e+01,-1.888784e+01,-8.263210e+00,2.507456e+00,1.101772e+01,1.352189e+01,1.311019e+01,1.526623e+01,1.935466e+01
1.426850e+01,8.026709e+00,1.438527e+00,-1.125870e+01,-1.980669e+01,-1.433359e+01,-2.176995e+00,6.193888e-01,5.604024e+00,1.343112e+01,1.659211e+00,4.078728e-01,1.374620e+01,2.645386e+01,2.719877e+01,3.380068e+01,4.024968e+01,4.479174e+01,4.399285e+01,4.118505e+01,4.297016e+01,4.617987e+01,4.335122e+01,4.329656e+01,4.387616e+01,4.059214e+01,4.045778e+01,3.874321e+01,4.183535e+01,4.028971e+01,2.802514e+01,1.224614e+01,1.052250e+01,1.318522e+01,1.112792e+01,1.309845e+01,1.408958e+01
1.589457e+01,8.330162e+00,4.037705e+00,-5.624211e+00,-8.337562e+00,-5.370527e+00,-2.980204e+00,2.360457e-01,3.702246e+00,7.620897e+00,1.509875e+01,1.546221e+01,1.528156e+01,1.452840e+01,1.377388e+01,6.610911e+00,1.057800e+00,2.066793e+00,-1.592996e+00,-5.287394e+00,-3.787319e+00,-5.807484e+00,-8.407600e+00,-9.843956e+00,-1.339580e+01,-1.660873e+01,-1.429775e+01,-1.566808e+01,-1.406403e+01,-9.212355e+00,-9.207136e+00,-2.374631e+00,2.352313e+00,5.169971e+00,7.184474e+00,1.026516e+01,8.698492e+00
1.397960e+01,1.337888e+01,1.342348e+01,9.501182e+00,1.295529e+01,8.128242e+00,-4.412829e+00,-5.460668e+00,-6.166003e-01,5.630383e+00,7.256858e+00,4.481990e+00,5.958914e+00,7.195879e+00,7.853486e+00,9.177315e+00,9.415767e+00,8.624457e+00,8.569391e+00,6.801148e+00,2.342656e+00,9.271021e-01,3.929882e+00,5.391511e+00,-6.308522e-01,-7.218242e+00,-1.072055e+01,-1.737561e+01,-2.020610e+01,-1.925022e+01,-2.383017e+01,-2.207520e+01,-8.553843e+00,-2.752827e+00,3.198248e-02,2.573066e+00,2.029524e+00
