Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46
-4.924073e+02,-4.829563e+02,-4.820005e+02,-4.801100e+02,-4.783720e+02,-4.781146e+02,-4.788032e+02,-4.793626e+02,-4.330425e+02,-2.108280e+02,-1.178810e+02,-9.911134e+01,-1.234665e+02,-1.527032e+02,-1.774280e+02,-1.813135e+02,-1.791093e+02,-1.830354e+02,-1.803908e+02,-1.753873e+02,-1.700188e+02,-1.546800e+02,-1.472145e+02,-1.357259e+02,-1.201968e+02,-1.244134e+02,-1.262306e+02,-1.140227e+02,-1.133801e+02,-1.200930e+02,-1.403059e+02,-1.794484e+02,-2.331317e+02,-2.816572e+02,-3.367838e+02,-3.997934e+02,-4.482407e+02,-4.703297e+02,-4.756307e+02,-4.816234e+02,-4.828777e+02,-4.821156e+02,-4.831828e+02,-4.804689e+02,-4.746781e+02,-4.777324e+02
1.457595e+01,2.524704e+01,2.717959e+01,2.849327e+01,3.058217e+01,3.066816e+01,2.928215e+01,2.971864e+01,5.574034e+01,1.104291e+02,1.070505e+02,9.366389e+01,8.373332e+01,8.956274e+01,9.715304e+01,9.834738e+01,9.937793e+01,1.013373e+02,1.016392e+02,9.962392e+01,9.789243e+01,1.036598e+02,1.091689e+02,1.100547e+02,1.086177e+02,1.085167e+02,1.044945e+02,1.021272e+02,1.030297e+02,1.169318e+02,1.317471e+02,1.381230e+02,1.448310e+02,1.486722e+02,1.270435e+02,8.157042e+01,4.822938e+01,3.332354e+01,2.931262e+01,2.458385e+01,2.564409e+01,2.682353e+01,2.495241e+01,2.757037e+01,3.342754e+01,2.946107e+01
1.139096e+01,1.671459e+01,1.939193e+01,1.808090e+01,1.932609e+01,1.899762e+01,1.664738e+01,1.930466e+01,4.104776e+00,-3.407278e+01,-5.660217e+01,-6.634071e+01,-5.900651e+01,-4.540932e+01,-4.651180e+01,-5.273765e+01,-5.084140e+01,-4.723147e+01,-4.552200e+01,-5.372161e+01,-6.408246e+01,-7.692297e+01,-8.091788e+01,-9.063953e+01,-1.054732e+02,-1.076603e+02,-1.062052e+02,-1.174318e+02,-1.271872e+02,-1.277023e+02,-1.233490e+02,-1.022493e+02,-7.765195e+01,-5.408581e+01,-3.174754e+01,-2.026696e+01,-3.924877e+00,8.206523e+00,9.564021e+00,1.106635e+01,1.713276e+01,1.854890e+01,1.613095e+01,1.643305e+01,1.722252e+01,1.393529e+01
9.011709e+00,1.100620e+01,1.322563e+01,1.066553e+01,1.118887e+01,1.079222e+01,7.756425e+00,1.108837e+01,4.143050e+00,-7.487487e+00,-1.275607e+01,-1.828597e+01,-2.446982e+01,-2.293061e+01,-2.886399e+01,-3.255487e+01,-3.017898e+01,-2.055662e+01,-1.666163e+01,-1.910152e+01,-1.954662e+01,-2.308011e+01,-1.958989e+01,-1.841021e+01,-2.194458e+01,-1.996545e+01,-1.556880e+01,-1.742768e+01,-1.902678e+01,-2.313169e+01,-2.005507e+01,-2.013023e+01,-3.243953e+01,-4.271205e+01,-4.180872e+01,-3.390446e+01,-1.882226e+01,-7.278650e-01,7.907170e-01,3.461792e+00,1.057378e+01,1.203993e+01,9.680912e+00,9.030457e+00,6.043366e+00,3.120554e+00
8.376622e+00,1.014809e+01,1.113941e+01,9.561821e+00,9.868325e+00,9.415657e+00,6.956625e+00,8.795669e+00,9.733491e+00,-3.867757e+01,-3.996861e+01,-3.520164e+01,-2.442191e+01,-1.050116e+01,-4.389336e+00,-4.882561e+00,-5.216123e+00,-1.467250e+00,1.356061e+00,-2.319706e+00,-9.389006e-01,-3.338033e+00,-2.988199e+00,-9.223622e-01,-3.988029e+00,4.245904e-01,2.940400e-01,-4.103981e+00,5.641580e-01,-4.972672e-01,-3.046145e+00,3.053223e+00,1.625171e+01,1.972447e+01,1.586183e+01,8.903554e+00,3.197846e+00,9.345245e+00,7.437761e+00,6.713279e+00,9.523918e+00,1.035580e+01,8.573496e+00,9.127157e+00,6.199422e+00,3.294333e+00
8.378842e+00,1.057308e+01,1.094698e+01,1.105889e+01,1.135234e+01,1.044936e+01,9.927906e+00,9.621895e+00,1.527622e+01,-5.385857e+00,-1.488569e-01,1.528262e+01,2.972416e+01,3.553965e+01,3.903743e+01,4.388660e+01,4.212871e+01,4.037841e+01,4.136053e+01,4.043326e+01,3.900212e+01,3.509577e+01,3.393182e+01,3.634794e+01,3.512251e+01,3.255005e+01,3.041921e+01,3.011546e+01,3.450968e+01,3.856281e+01,3.532676e+01,3.362306e+01,2.957376e+01,1.954139e+01,1.446444e+01,1.847773e+01,1.994975e+01,1.908617e+01,1.652596e+01,1.399730e+01,1.164186e+01,1.112911e+01,9.844750e+00,1.220241e+01,1.220544e+01,9.654233e+00
7.625157e+00,9.344887e+00,9.734746e+00,1.044395e+01,1.029229e+01,9.179534e+00,1.066354e+01,8.896209e+00,1.632432e+01,-5.539179e+00,-2.101910e+01,-2.450501e+01,-2.412586e+01,-2.534173e+01,-1.741024e+01,-9.078897e+00,-8.083788e+00,-1.088964e+01,-1.743528e+01,-1.643386e+01,-1.316533e+01,-9.466227e+00,-1.018889e+01,-5.114966e+00,-2.308451e+00,2.080274e+00,-1.723626e+00,-7.013496e+00,-6.245040e+00,2.484215e-01,3.096627e+00,1.479402e+00,-2.518014e+00,-1.164423e+00,-5.486550e+00,7.952830e-01,1.595315e+01,1.626855e+01,1.661529e+01,1.564795e+01,1.186004e+01,1.017592e+01,9.337410e+00,1.212448e+01,1.470700e+01,1.331744e+01
5.822488e+00,7.239053e+00,7.133334e+00,7.153765e+00,6.198140e+00,6.004364e+00,7.994887e+00,5.344633e+00,-3.139152e+00,9.033310e+00,2.440289e+01,3.641418e+01,3.299526e+01,2.151033e+01,1.602924e+01,1.603332e+01,1.514086e+01,1.318102e+01,1.118403e+01,1.364846e+01,1.540193e+01,1.844180e+01,1.429523e+01,1.363403e+01,1.384824e+01,1.112488e+01,1.174676e+01,1.027842e+01,1.056162e+01,1.143725e+01,4.314521e+00,-7.867217e-01,1.440982e+00,-1.438159e-02,-1.769841e-02,2.428327e-01,8.757531e+00,6.943387e+00,9.395224e+00,9.473658e+00,7.935256e+00,6.286478e+00,6.353752e+00,7.792802e+00,1.024788e+01,1.021343e+01
3.457319e+00,5.522115e+00,4.351371e+00,3.471557e+00,2.442816e+00,3.652419e+00,4.515224e+00,1.187834e+00,-8.581697e+00,-4.779999e+00,-2.679074e+00,1.321928e+00,7.960879e-01,4.247493e+00,9.733030e+00,1.365266e+01,1.334692e+01,9.157675e+00,8.652384e+00,1.078787e+01,1.687358e+01,1.732306e+01,1.469823e+01,1.255388e+01,9.396609e+00,6.629674e+00,2.612963e+00,2.802186e+00,2.274616e+00,-3.004974e-01,-1.805806e+00,-9.957209e-01,-5.065771e+00,-9.545480e+00,-7.293356e+00,3.385406e+00,5.543681e+00,4.407304e-01,2.501000e+00,1.373165e+00,2.467042e+00,1.900892e+00,3.095668e+00,2.532848e+00,2.703023e+00,2.936170e+00
1.080575e+00,3.344776e+00,1.826573e+00,7.336101e-01,1.170553e+00,2.464887e+00,1.990842e+00,-1.346418e+00,8.050735e+00,1.328254e+01,9.760851e+00,6.734667e+00,-8.169819e-01,2.112643e+00,1.462616e+00,1.297214e+00,8.890271e-01,9.251184e-01,-1.026552e+00,-4.320889e+00,-7.588120e+00,-1.096243e+01,-1.100976e+01,-1.331259e+01,-1.342757e+01,-1.228656e+01,-1.258702e+01,-1.516306e+01,-2.145679e+01,-2.570799e+01,-3.069641e+01,-3.389722e+01,-3.307434e+01,-2.922839e+01,-2.532089e+01,-1.130619e+01,-2.244119e+00,-1.875051e+00,-6.779888e-01,-2.205618e+00,-3.816377e-01,-2.491207e-01,1.218105e+00,-7.148421e-01,-2.308066e+00,-3.367261e+00
