Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25
-4.610295e+02,-3.744882e+02,-3.283976e+02,-3.011630e+02,-2.129750e+02,-1.424021e+02,-1.160049e+02,-9.715690e+01,-9.004451e+01,-1.042751e+02,-1.283140e+02,-7.903819e+01,-2.367174e+01,-1.072327e+01,-2.655374e+01,-5.578795e+01,-1.129317e+02,-2.114735e+02,-3.275509e+02,-4.205405e+02,-4.753672e+02,-4.896287e+02,-4.910876e+02,-4.919679e+02,-4.944088e+02
7.807233e+01,5.719582e+01,3.712828e+01,4.709600e+01,7.479428e+01,7.272020e+01,6.030993e+01,5.341745e+01,6.243213e+01,7.803533e+01,9.296169e+01,7.137842e+01,5.919270e+01,6.249031e+01,8.052037e+01,1.015351e+02,1.152143e+02,1.244019e+02,1.342100e+02,1.241488e+02,1.022081e+02,9.571826e+01,9.486562e+01,8.905592e+01,8.974995e+01
1.474524e+01,1.209395e+01,9.635011e+00,1.460287e+01,2.396110e+01,1.221787e+01,-1.259562e+00,-1.790845e+01,-2.952464e+01,-3.336137e+01,-3.486951e+01,-5.842291e+01,-7.142018e+01,-7.027908e+01,-6.111314e+01,-5.263561e+01,-5.050947e+01,-4.945441e+01,-5.268597e+01,-3.375908e+01,-5.585284e+00,6.606567e+00,9.138347e+00,3.678435e+00,4.061598e+00
-1.006868e+01,-1.548750e+01,-1.842278e+01,-1.478563e+01,-1.552416e+01,-1.027182e+01,-3.858252e+00,-3.129764e+00,-5.542349e+00,-1.192450e+01,-2.612079e+01,-9.580588e+00,-1.172002e+01,-2.154333e+01,-2.722737e+01,-2.903773e+01,-2.845820e+01,-3.641695e+01,-3.589909e+01,-3.000188e+01,-9.597377e+00,2.158854e+00,5.743391e+00,8.167633e+00,3.692120e+00
3.583971e+01,5.238993e+01,5.520994e+01,5.321397e+01,1.793422e+01,-1.875690e+01,-3.132806e+01,-2.825321e+01,-2.050820e+01,-7.238498e+00,9.679716e+00,-8.104185e+00,-1.790159e+01,-2.518385e+01,-3.049173e+01,-3.153490e+01,-2.278561e+01,-1.033292e+01,4.117331e+00,1.863309e+01,2.018051e+01,2.007871e+01,2.027542e+01,2.107490e+01,1.907644e+01
-1.951138e+00,-1.014750e+01,-1.266256e+01,-2.420864e+01,-1.515120e+01,1.890644e+01,3.802186e+01,5.925829e+01,7.002869e+01,6.623187e+01,5.611283e+01,6.880257e+01,7.722986e+01,7.628214e+01,6.988398e+01,6.540094e+01,6.220690e+01,6.298974e+01,4.965793e+01,3.687943e+01,2.706168e+01,2.116489e+01,1.613023e+01,1.391592e+01,1.242805e+01
1.929510e+01,6.618109e+00,-3.318759e+00,-1.144611e+01,-6.062083e+01,-7.705118e+01,-6.876823e+01,-5.733417e+01,-5.045110e+01,-4.546528e+01,-4.293280e+01,-4.250920e+01,-4.634724e+01,-4.345094e+01,-4.384834e+01,-4.057780e+01,-3.716802e+01,-2.867339e+01,-4.383151e+00,1.305519e+01,1.878909e+01,1.833047e+01,1.360278e+01,1.248811e+01,9.563616e+00
7.908874e+00,1.183315e+01,2.284587e+01,1.962489e+01,2.030849e+01,4.010261e+01,4.689774e+01,4.319199e+01,4.247745e+01,3.347327e+01,2.449633e+01,2.728436e+01,3.228481e+01,3.724455e+01,3.828288e+01,3.598957e+01,3.549059e+01,2.822429e+01,1.608229e+01,6.181136e+00,7.793641e+00,8.394426e+00,9.165962e+00,9.155372e+00,7.932527e+00
3.098987e+00,1.001571e+01,1.599223e+01,9.498102e+00,9.830412e+00,7.112455e+00,-9.236079e-01,-4.147246e+00,5.952621e+00,4.891955e+00,6.364567e-02,-3.137712e-01,1.147149e+00,5.455769e+00,6.822587e+00,6.484563e+00,9.276848e+00,1.567036e+01,1.214290e+01,1.201989e+01,6.585870e+00,7.334126e-01,3.155637e+00,4.678070e+00,3.486471e+00
-3.536225e+00,-1.081137e+01,-1.384540e+01,-1.170710e+01,-9.759282e+00,-2.288254e+00,2.144829e-01,-6.288225e+00,-1.128280e+01,-1.350613e+01,-1.353896e+01,-2.223915e+01,-2.254564e+01,-2.273205e+01,-2.253575e+01,-1.646646e+01,-1.639400e+01,-1.389852e+01,-4.764230e+00,3.140291e+00,1.720130e+00,-6.635423e-01,-8.208535e-01,-1.220676e+00,-5.530440e-01
-6.337411e-01,-4.445946e+00,-7.396808e+00,-1.051826e+01,5.849726e+00,-6.469831e-01,-1.254234e+01,-1.503250e+01,-1.562728e+01,-9.937716e+00,-3.325045e+00,-3.976999e+00,-6.716519e+00,-1.110574e+01,-1.581915e+01,-1.112560e+01,-1.154840e+01,-8.397179e+00,-1.214907e+00,-5.568148e+00,-6.364480e+00,-3.037078e+00,-2.229143e+00,-4.067945e+00,-1.587815e+00
9.893581e+00,1.921142e+01,2.111898e+01,2.334775e+01,1.730051e+01,1.750620e+01,1.677445e+01,1.589244e+01,1.035463e+01,1.857945e+00,4.149595e-01,9.923196e+00,1.431012e+01,1.146025e+01,8.622011e+00,5.663965e+00,6.595775e+00,3.467205e+00,-1.014734e+01,-5.918358e+00,-1.038066e+00,-2.825177e+00,-2.790515e+00,5.452806e-01,1.609810e+00
-1.645532e+01,-1.910522e+01,-2.390349e+01,-1.767623e+01,-1.188867e+01,-1.944991e+01,-2.436009e+01,-2.247856e+01,-2.609682e+01,-2.846001e+01,-2.765376e+01,-2.338502e+01,-1.514601e+01,-1.073660e+01,-7.594968e+00,-8.889822e+00,-1.081576e+01,-5.694267e+00,-3.044574e+00,1.097806e+00,2.987535e+00,-2.058561e+00,-2.539587e+00,-1.683844e+00,1.758543e-01
