Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33
-5.554767e+02,-5.554767e+02,-5.554767e+02,-5.554767e+02,-5.554767e+02,-5.468223e+02,-5.189865e+02,-5.048341e+02,-5.019979e+02,-4.944768e+02,-3.799884e+02,-2.471279e+02,-1.789156e+02,-1.406268e+02,-1.317717e+02,-1.329224e+02,-1.487800e+02,-1.457841e+02,-1.788026e+02,-2.664297e+02,-3.851913e+02,-4.353854e+02,-4.985335e+02,-5.459749e+02,-5.552635e+02,-5.554767e+02,-5.554767e+02,-5.554767e+02,-5.554767e+02,-5.554767e+02,-5.554767e+02,-5.554767e+02,-5.554767e+02
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.199224e+01,4.924233e+01,6.743092e+01,7.059476e+01,7.230607e+01,9.486052e+01,1.445008e+02,1.749623e+02,1.794994e+02,1.590311e+02,1.659770e+02,2.072259e+02,2.531665e+02,2.596939e+02,2.332513e+02,1.702906e+02,1.274649e+02,6.379411e+01,1.276942e+01,2.963738e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.126398e+01,4.254318e+01,5.579179e+01,5.688187e+01,6.247374e+01,2.582875e+01,-3.278989e+01,-7.965756e+01,-8.484085e+01,-6.773412e+01,-7.024130e+01,-7.913707e+01,-5.943093e+01,-4.913833e+01,-1.799056e+01,2.816458e+01,3.730061e+01,2.791944e+01,1.090266e+01,2.812673e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.009128e+01,3.258844e+01,3.920544e+01,3.812576e+01,3.445612e+01,6.805493e+00,1.288990e+00,-1.443182e+01,-4.378844e+01,-5.787595e+01,-6.253050e+01,-5.761057e+01,-3.431681e+01,-3.286750e+01,-5.512640e+01,-5.955362e+01,-2.799284e+01,8.901996e-01,8.182186e+00,2.566554e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.532675e+00,2.091558e+01,2.102142e+01,1.881828e+01,1.676269e+01,2.423618e+01,5.797258e+00,-1.530438e+01,-2.566088e+01,-2.500536e+01,-4.090794e+01,-5.702263e+01,-3.776469e+01,-7.409453e+00,-4.529428e+00,-4.894203e+01,-3.197100e+01,-3.709707e+00,5.021805e+00,2.233730e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.664251e+00,9.194511e+00,4.504904e+00,2.744682e+00,-2.076959e+00,-2.912555e-01,-7.482796e+00,-2.511741e+00,-9.670085e-01,1.914707e+00,-5.400398e+00,-6.986639e+00,-3.708066e+00,-1.137913e+01,2.215971e-01,-1.882971e+00,-2.051328e+00,3.147332e+00,1.812968e+00,1.825415e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.574581e+00,-1.103654e+00,-7.983375e+00,-8.084443e+00,-1.117074e+01,-1.816443e+01,-1.643458e+01,-1.580192e+01,-1.633931e+01,-1.141071e+01,2.811277e-02,6.446130e+00,1.236128e+01,5.631852e+00,-6.001461e+00,1.018208e+01,1.145678e+01,2.735996e+00,-1.084724e+00,1.355433e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.359055e+00,-8.965464e+00,-1.544743e+01,-1.364008e+01,-1.364982e+01,-5.685416e+00,-1.108488e+01,-1.953760e+01,-2.847238e+01,-2.698768e+01,-2.389610e+01,-2.613945e+01,-2.621506e+01,-1.880801e+01,-7.348778e+00,-1.580385e+01,-7.723883e+00,-9.285597e+00,-3.346621e+00,8.396447e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.142272e-01,-1.396569e+01,-1.825545e+01,-1.530773e+01,-1.623521e+01,-2.401989e+01,-1.001618e+01,-1.323114e+00,-1.153231e+01,-1.990748e+01,-3.442747e+01,-3.630847e+01,-2.248656e+01,-1.528675e+01,-1.032427e+01,-3.605936e+01,-3.242198e+01,-2.051812e+01,-4.751896e+00,2.954891e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.067360e+00,-1.625148e+01,-1.774629e+01,-1.496504e+01,-1.179221e+01,-3.288171e+00,-4.014415e-01,-4.689506e+00,-2.739944e+00,4.992996e+00,-9.018038e-01,-4.448312e+00,-4.217697e+00,-1.397384e+00,-1.074736e+01,-2.548847e+01,-3.213438e+01,-1.891754e+01,-5.281388e+00,-2.586506e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
