Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45
-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.662375e+02,-4.306603e+02,-4.290912e+02,-4.503045e+02,-3.727672e+02,-1.999116e+02,-1.418930e+02,-1.425551e+02,-1.488295e+02,-1.437883e+02,-1.239429e+02,-1.240303e+02,-1.696758e+02,-2.544974e+02,-3.423870e+02,-4.149560e+02,-4.589268e+02,-4.864753e+02,-4.961329e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02,-4.975428e+02
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.047592e+01,8.136656e+01,8.240407e+01,5.767865e+01,1.038104e+02,1.198694e+02,1.032591e+02,8.428709e+01,8.961554e+01,1.033914e+02,1.139852e+02,1.336980e+02,1.505686e+02,1.426054e+02,1.143864e+02,7.056673e+01,3.469335e+01,1.221290e+01,1.540218e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.032013e+01,4.847034e+01,4.688287e+01,3.515131e+01,1.918045e+01,-6.193461e+01,-8.364476e+01,-9.604101e+01,-9.561908e+01,-9.726929e+01,-1.175011e+02,-1.239804e+02,-1.019423e+02,-6.881123e+01,-2.449435e+01,-2.034750e+00,-7.550278e-01,3.833257e+00,3.858930e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.692962e+01,1.176862e+01,8.127754e+00,1.035697e+01,3.329387e+00,1.215367e+01,1.327814e+01,9.446658e+00,-4.162925e-01,-1.333821e+01,-1.533719e+01,-2.937470e+01,-4.081439e+01,-5.241628e+01,-3.745218e+01,-1.817563e+01,-1.796878e+01,-5.156796e+00,-9.430585e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.921510e+00,-1.378764e+01,-1.741288e+01,-6.840405e+00,-2.434689e+01,-5.430450e+01,-6.268411e+01,-5.112108e+01,-3.928996e+01,-3.748393e+01,-4.094854e+01,-4.082911e+01,-3.044513e+01,-1.383767e+01,-9.877478e+00,-4.392594e+00,-1.840610e+01,-1.090536e+01,-1.841486e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.044717e+00,-2.263540e+01,-2.433990e+01,-1.366326e+01,-4.703767e+01,-5.323738e+01,-3.985597e+01,-1.896287e+01,-5.762756e+00,1.766277e+00,-3.780736e+00,-1.103685e+01,-2.002281e+01,-2.157490e+01,-2.011292e+01,-1.354799e+01,-1.651642e+01,-1.176192e+01,-1.901053e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.202832e+01,-1.986012e+01,-1.931421e+01,-1.433102e+01,-3.064401e+01,-3.653440e+01,-4.372964e+01,-4.041813e+01,-4.062825e+01,-4.066801e+01,-4.073798e+01,-4.437421e+01,-4.643497e+01,-5.141235e+01,-3.865819e+01,-2.571300e+01,-1.079472e+01,-8.319183e+00,-1.096136e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.460885e+01,-1.523866e+01,-1.371869e+01,-1.488565e+01,-1.110047e+01,-1.773235e+00,9.348773e+00,1.680373e+01,1.759487e+01,1.086544e+01,4.087367e+00,-3.931607e+00,-7.021947e+00,-8.552796e+00,-1.155717e+01,-1.307699e+01,-4.808840e-01,-2.693038e+00,2.051681e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.503866e+01,-1.528297e+01,-1.439633e+01,-1.774185e+01,-1.189355e+01,-6.939221e+00,-3.985689e+00,4.225229e+00,7.643961e+00,5.019843e+00,1.088329e+01,1.268361e+01,1.513198e+01,1.320469e+01,5.559663e+00,-1.612481e+00,3.782358e+00,2.573245e+00,1.409585e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.437560e+01,-1.935492e+01,-1.963788e+01,-2.047474e+01,-9.282333e+00,-1.367380e+01,-9.734453e+00,-7.464586e+00,-8.862464e+00,-9.387663e+00,-1.627256e+01,-2.295607e+01,-2.707158e+01,-2.793386e+01,-1.815725e+01,-8.814606e+00,1.211745e+00,5.810316e+00,1.969539e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.310499e+01,-2.209023e+01,-2.270676e+01,-1.928645e+01,-6.347241e+00,1.148698e+01,1.004007e+01,5.024363e+00,-9.973972e-01,-5.333720e+00,-6.093258e+00,-3.985422e+00,-7.064521e+00,-9.045575e+00,-1.018898e+01,-1.011299e+01,3.108078e+00,6.767436e+00,1.632505e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.133162e+01,-1.923405e+01,-1.897400e+01,-1.347479e+01,-1.973528e+01,-1.966756e+01,-7.280256e+00,1.758458e-01,2.047369e+00,-5.155808e+00,-6.764302e+00,-3.256764e+00,-1.094359e+00,5.428830e+00,2.225529e+00,3.398528e-01,8.771770e+00,5.876103e+00,5.550692e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-9.212936e+00,-1.168724e+01,-1.028016e+01,-6.639155e+00,-1.792260e+01,-2.061678e+01,-1.373810e+01,-1.058711e+01,-4.869694e+00,-4.060640e+00,-5.454201e+00,-4.313513e+00,-9.340083e+00,-1.263000e+01,-1.408100e+01,-3.613379e+00,5.905247e+00,3.436061e+00,-7.698209e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
