Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23
-5.099385e+02,-4.895218e+02,-4.903620e+02,-4.888890e+02,-4.814215e+02,-4.669826e+02,-3.012609e+02,-1.358911e+02,-7.235822e+01,-5.447229e+01,-7.429258e+01,-8.112318e+01,-6.932294e+01,-8.929214e+01,-1.376841e+02,-1.971347e+02,-2.609844e+02,-3.323547e+02,-4.000432e+02,-4.545972e+02,-4.791151e+02,-4.827567e+02,-4.870923e+02
7.035304e+01,8.330324e+01,8.455817e+01,8.541479e+01,9.226342e+01,1.098715e+02,8.400980e+01,5.424140e+01,3.585925e+01,2.730034e+01,3.426041e+01,3.301144e+01,4.072844e+01,5.305836e+01,7.074025e+01,9.608051e+01,1.106611e+02,1.197748e+02,1.264495e+02,1.061745e+02,8.749819e+01,8.527502e+01,8.430602e+01
2.973029e+01,2.122432e+01,2.082097e+01,2.084766e+01,2.632831e+01,3.801763e+01,2.084544e+01,2.191547e+00,-1.259106e+01,-1.824495e+01,-1.416689e+01,-4.308889e+00,-9.087120e+00,-1.074118e+01,-6.187464e+00,-1.746305e+00,-1.717161e-02,-2.861737e+00,-4.138118e+00,6.272774e+00,7.989004e+00,9.209841e+00,1.483604e+01
1.180276e+01,3.172241e+00,-3.271282e-01,-4.462525e-01,9.774366e+00,1.812291e+01,2.918639e+01,1.671475e+01,4.067483e+00,-2.455130e+00,-1.316765e+01,-2.469176e+01,-2.784402e+01,-2.662181e+01,-2.470003e+01,-1.609890e+01,-1.611740e+01,-2.513933e+01,-2.694878e+01,-1.121119e+01,-9.757429e+00,-6.958946e+00,-2.258596e+00
1.179729e+01,1.046528e+01,1.055463e+01,9.470257e+00,1.818025e+01,2.725620e+01,-1.703493e+01,-3.796131e+01,-3.903844e+01,-3.152584e+01,-2.240393e+01,-2.897192e+01,-3.308671e+01,-3.658899e+01,-3.510188e+01,-2.724480e+01,-2.310864e+01,-1.645588e+01,3.846993e-01,1.213314e+01,8.862079e+00,1.346850e+01,1.466572e+01
1.931528e+01,1.822419e+01,1.683395e+01,1.594092e+01,1.756049e+01,2.647039e+01,3.328420e+01,3.453696e+01,4.403799e+01,5.695748e+01,6.451225e+01,7.895647e+01,8.310670e+01,7.680843e+01,7.118567e+01,6.145631e+01,4.922700e+01,3.030505e+01,1.676495e+01,1.401882e+01,1.402491e+01,1.821746e+01,1.750796e+01
2.097228e+01,1.770450e+01,1.416103e+01,1.202578e+01,1.052408e+01,1.529250e+01,-1.660515e+01,-3.695455e+01,-4.016602e+01,-4.260629e+01,-4.095992e+01,-3.689144e+01,-3.468109e+01,-3.794979e+01,-4.330857e+01,-3.969685e+01,-3.113736e+01,-1.359912e+01,-1.181248e+00,1.550683e+00,7.041762e+00,1.054865e+01,8.319306e+00
1.286677e+01,1.146298e+01,1.276360e+01,7.833220e+00,5.719288e+00,4.186092e+00,2.162858e+01,3.704313e+01,4.177238e+01,3.386723e+01,2.710197e+01,2.015799e+01,1.959941e+01,2.094941e+01,1.437389e+01,1.710666e+01,1.656980e+01,8.669945e+00,7.545294e+00,2.340060e+00,5.997985e+00,7.575804e+00,6.071897e+00
6.195981e+00,9.964106e+00,1.175881e+01,7.774632e+00,3.355000e+00,-1.928982e+00,-1.912884e+01,-1.150850e+01,-6.665739e+00,2.028442e+00,2.739382e+00,-5.686711e+00,-3.817257e+00,-4.611352e-01,-4.529126e+00,-9.028881e+00,-6.148180e+00,2.415800e+00,1.656219e+01,1.486751e+01,9.807680e+00,4.901403e+00,6.202796e+00
-2.182784e+00,3.041157e+00,4.952974e+00,3.380007e+00,-2.529258e+00,-5.245831e+00,-6.420405e+00,1.349066e+00,5.166847e+00,7.545549e+00,6.624415e+00,8.593846e+00,7.028642e+00,9.493721e+00,8.041309e+00,4.596029e+00,4.604488e+00,4.607676e+00,1.332967e+01,1.410482e+01,5.656824e+00,-4.788828e-01,4.483820e-01
-9.326139e+00,-8.041685e+00,-3.693789e+00,-4.259604e+00,-8.469433e+00,-7.107691e+00,-6.154883e+00,-6.402995e-01,2.408413e+00,-2.026459e+00,-5.764549e+00,-2.817888e+00,-2.755083e+00,3.279185e+00,5.532015e+00,1.708233e+00,-2.183165e+00,6.408797e+00,9.056757e+00,2.991832e+00,-1.828691e+00,-2.944764e+00,-4.735432e+00
-4.363065e+00,-5.940173e+00,-7.103974e+00,-6.374309e+00,-1.046618e+01,-1.099245e+01,-1.100153e+01,6.924226e-01,9.960344e+00,4.686814e+00,-6.189797e+00,-1.238103e+01,-9.121086e+00,-5.062381e+00,-4.204831e+00,-5.015159e+00,-6.805398e+00,-8.095509e-01,6.143073e+00,-1.641308e+00,-2.289206e+00,-4.088445e+00,-4.632260e+00
2.534524e-01,-6.826634e-01,-5.798224e+00,-5.207247e+00,-1.357351e+01,-1.998581e+01,-2.105161e+01,-2.371144e+01,-2.072799e+01,-1.794981e+01,-1.495863e+01,-1.861245e+01,-1.456549e+01,-1.098336e+01,-9.525866e+00,-6.232763e+00,3.721173e-01,6.347474e+00,2.636816e+00,-4.005877e+00,-2.783235e+00,-5.689167e+00,-2.506748e+00
