Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23
-4.596186e+02,-4.417823e+02,-4.402796e+02,-4.381349e+02,-3.569820e+02,-2.556205e+02,-2.087730e+02,-1.553940e+02,-1.040660e+02,-1.003067e+02,-1.143174e+02,-9.546571e+01,-6.554134e+01,-5.693647e+01,-8.431296e+01,-1.323400e+02,-1.943807e+02,-2.603055e+02,-3.291196e+02,-3.983353e+02,-4.187208e+02,-4.230296e+02,-4.482052e+02
4.786926e+01,6.113732e+01,6.080048e+01,6.214677e+01,8.649856e+01,1.106057e+02,1.325077e+02,1.473917e+02,1.290410e+02,1.045058e+02,9.399223e+01,8.152919e+01,8.624869e+01,1.068663e+02,1.264610e+02,1.469859e+02,1.586001e+02,1.592819e+02,1.426583e+02,9.669641e+01,7.922411e+01,7.480902e+01,5.404810e+01
1.005573e+01,7.224547e+00,4.974892e+00,4.296092e+00,-5.536172e+01,-9.320987e+01,-8.503978e+01,-8.045805e+01,-7.981242e+01,-7.433966e+01,-6.349046e+01,-6.660770e+01,-8.285828e+01,-8.997377e+01,-7.790281e+01,-4.938561e+01,-2.380520e+01,-9.220037e+00,-7.479880e+00,1.164268e+00,1.047107e+00,1.537573e+00,3.242606e+00
-6.931323e+00,-8.798356e+00,-7.938426e+00,-7.279845e+00,-1.705841e+01,-2.007210e+01,-1.191007e+01,-1.194945e+01,-6.343947e+00,-2.019324e-01,-4.827043e-01,-2.591658e+00,-7.528423e+00,-2.383268e+01,-3.106419e+01,-3.644525e+01,-3.547312e+01,-3.143079e+01,-3.219653e+01,-2.374418e+01,-2.137441e+01,-1.693058e+01,-1.148551e+01
-4.401271e-01,3.201960e+00,6.939230e+00,9.535981e+00,3.810320e+01,3.398150e+01,2.074790e+01,-6.824606e+00,-1.699146e+01,-2.199083e+01,-2.410171e+01,-2.922916e+01,-3.308186e+01,-2.920413e+01,-2.320195e+01,-2.177992e+01,-7.285433e+00,5.247608e+00,7.147965e+00,1.604719e+00,-5.101895e-01,2.119310e+00,1.704267e+00
6.407251e+00,6.748611e+00,9.843443e+00,1.050303e+01,1.400667e+01,7.975334e+00,7.579391e+00,2.620652e+01,4.429877e+01,4.329686e+01,3.705433e+01,4.753444e+01,5.296895e+01,5.107553e+01,4.287430e+01,2.739944e+01,1.279444e+01,2.835132e+00,6.910261e+00,6.443415e+00,8.363657e+00,7.671671e+00,6.452427e+00
4.716455e+00,1.484389e+00,2.969705e+00,8.452314e-01,-8.592155e+00,-1.272008e+00,-8.421818e+00,-1.432408e+01,-2.641921e+01,-3.524376e+01,-4.157274e+01,-4.055328e+01,-3.416726e+01,-3.153244e+01,-3.472982e+01,-3.358020e+01,-2.648548e+01,-2.255038e+01,-1.349600e+01,-6.719921e+00,1.879686e+00,1.420400e+00,-2.388319e-01
3.388022e+00,1.418063e+00,1.797053e+00,1.169074e+00,-5.159862e+00,-1.569301e+00,-2.723865e+00,-1.256340e+01,7.315653e-01,1.339415e+01,1.612878e+01,1.315896e+01,8.008109e+00,7.392522e+00,3.537200e+00,5.685231e-01,1.656038e+00,2.236438e+00,-4.378212e+00,-3.007561e+00,3.110909e+00,2.556226e+00,-1.359953e+00
4.269964e+00,2.876316e+00,4.196997e+00,5.791152e+00,7.369595e+00,3.261127e+00,1.274482e+00,-1.265167e-01,4.678951e+00,1.082597e+01,8.514698e+00,6.186339e+00,1.060515e+01,1.478931e+01,1.163780e+01,6.986504e+00,7.178842e-01,3.375200e+00,9.141523e+00,9.307714e+00,8.681674e+00,6.208387e+00,3.993246e+00
-9.145940e-02,-5.090968e-01,4.152411e+00,3.493605e+00,1.201433e+01,1.955263e+01,1.003498e+01,-4.603540e+00,5.714623e+00,1.632332e+01,1.623619e+01,1.445753e+01,1.566227e+01,1.635240e+01,1.346962e+01,1.665988e+01,1.569068e+01,1.435309e+01,1.006737e+01,7.008072e+00,5.046219e+00,3.917942e+00,4.303292e+00
-8.215111e+00,-5.195700e+00,-7.916200e-01,-3.974710e+00,-8.963725e+00,-2.204433e+01,-2.608408e+01,-2.528342e+01,-3.015423e+01,-2.729430e+01,-2.568123e+01,-2.559222e+01,-2.973551e+01,-2.586980e+01,-1.961894e+01,-1.710147e+01,-1.480858e+01,-1.116117e+01,-5.547078e+00,-4.784162e+00,-4.979063e+00,-3.230185e+00,-3.255360e+00
-9.803934e+00,-6.704907e+00,-8.478341e+00,-9.621960e+00,-1.578831e+01,-5.616908e+00,-9.636476e+00,-9.820482e+00,-1.002273e+01,-6.128902e+00,-4.478295e+00,-1.950926e+00,-1.599274e+00,-4.270501e-01,1.320087e+00,-2.367646e-01,3.238222e+00,-2.098251e+00,-1.123539e+01,-1.020890e+01,-1.101797e+01,-1.069915e+01,-9.796030e+00
-2.918818e+00,-3.523174e+00,-8.701248e+00,-7.305164e+00,-9.905568e-01,-9.908313e-02,-6.407210e+00,-2.168531e+01,-2.550386e+01,-2.174540e+01,-2.194408e+01,-2.690127e+01,-2.194886e+01,-1.915107e+01,-1.725149e+01,-2.334964e+01,-2.253305e+01,-1.766816e+01,-9.465221e+00,-7.209110e+00,-8.511108e+00,-1.064929e+01,-8.192081e+00
