Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42,Coeff 43,Coeff 44,Coeff 45,Coeff 46,Coeff 47,Coeff 48,Coeff 49,Coeff 50,Coeff 51,Coeff 52
-4.402378e+02,-4.158168e+02,-4.139016e+02,-4.106986e+02,-4.156940e+02,-4.170685e+02,-4.152319e+02,-4.151163e+02,-4.124106e+02,-4.064713e+02,-4.025748e+02,-4.047989e+02,-4.078637e+02,-4.106376e+02,-4.094488e+02,-4.001519e+02,-3.687346e+02,-2.835970e+02,-1.911069e+02,-1.087964e+02,-7.237033e+01,-6.928304e+01,-7.291091e+01,-7.568845e+01,-6.289392e+01,-5.706461e+01,-6.666697e+01,-9.150256e+01,-1.234800e+02,-1.723950e+02,-2.271407e+02,-2.879036e+02,-3.441786e+02,-3.742478e+02,-3.852299e+02,-3.908473e+02,-4.014789e+02,-4.086361e+02,-4.063148e+02,-4.081702e+02,-4.086006e+02,-4.054802e+02,-3.993265e+02,-4.005316e+02,-4.105578e+02,-4.150371e+02,-4.143384e+02,-4.072892e+02,-3.975277e+02,-3.915298e+02,-3.932466e+02,-4.044500e+02
7.400240e+01,8.629831e+01,8.766058e+01,9.295955e+01,9.249862e+01,8.979117e+01,8.811031e+01,9.101228e+01,9.671625e+01,9.917997e+01,9.762354e+01,9.620987e+01,9.379898e+01,9.212584e+01,9.597439e+01,1.053026e+02,1.218715e+02,1.271454e+02,1.004947e+02,6.287286e+01,3.918564e+01,3.076319e+01,3.011175e+01,2.269065e+01,1.934000e+01,2.607370e+01,3.794879e+01,4.699076e+01,6.125674e+01,7.568205e+01,9.767166e+01,1.234072e+02,1.326967e+02,1.238535e+02,1.136338e+02,1.080795e+02,9.835252e+01,9.643416e+01,9.827927e+01,9.678128e+01,9.461305e+01,9.557785e+01,1.020340e+02,1.033820e+02,9.583495e+01,9.291370e+01,9.214806e+01,9.930234e+01,1.055746e+02,1.096494e+02,1.092563e+02,1.012365e+02
-3.330428e+00,-9.619130e+00,-7.778155e+00,-3.575016e+00,-1.875870e+00,-2.178358e+00,-4.550216e+00,-2.976179e+00,1.640947e+00,-3.208919e+00,-7.131533e+00,-8.385081e+00,-8.759692e+00,-5.541251e+00,-3.805820e+00,-1.446099e+00,-8.813671e+00,-1.076438e-01,3.609507e+00,7.748278e+00,1.772195e+01,3.506854e+01,3.772726e+01,3.641167e+01,3.765082e+01,3.563498e+01,4.163524e+01,5.114936e+01,4.870695e+01,4.150161e+01,3.380646e+01,2.216794e+01,1.271526e+01,7.076069e+00,-4.440972e+00,-9.715899e+00,-1.181858e+01,-4.205097e+00,-5.446130e+00,-3.777411e+00,-6.737199e+00,-1.135547e+01,-1.205836e+01,-7.489242e+00,-2.879918e+00,3.845913e-01,-1.056474e+00,-1.425241e+00,-8.203545e+00,-1.118895e+01,-1.012470e+01,-7.574070e+00
-5.214931e+00,-5.071175e+00,-2.453530e+00,8.349885e-01,-3.352295e+00,-3.964950e+00,-9.087882e-01,-3.957140e-02,-1.334647e+00,-4.679999e+00,-2.300379e+00,-5.989206e+00,-6.663550e+00,-4.150643e+00,-7.455332e+00,-7.241048e+00,-5.203680e+00,4.698662e+01,7.334383e+01,7.605054e+01,7.705409e+01,6.672099e+01,5.874191e+01,6.510297e+01,7.096045e+01,6.635613e+01,6.100833e+01,6.040025e+01,6.251442e+01,6.462928e+01,5.662675e+01,4.414044e+01,3.016454e+01,1.207183e+01,-6.384434e+00,-1.274636e+01,-1.146297e+01,-8.183039e+00,-7.474317e+00,-3.943551e+00,-5.938075e+00,-1.229736e+01,-1.750528e+01,-1.648750e+01,-8.484137e+00,-3.368318e+00,-2.450584e-01,-5.465469e+00,-1.672826e+01,-2.370899e+01,-2.200741e+01,-1.727815e+01
1.498826e+01,1.421994e+01,1.346544e+01,1.544634e+01,1.642893e+01,1.659837e+01,1.591737e+01,1.692369e+01,1.541102e+01,1.640434e+01,1.510813e+01,1.275966e+01,1.532992e+01,1.361189e+01,1.135872e+01,1.142360e+01,1.618193e+01,-7.880516e+00,-3.553512e+01,-4.887750e+01,-5.488216e+01,-4.776036e+01,-4.247470e+01,-4.566073e+01,-5.061253e+01,-4.996877e+01,-5.204518e+01,-5.184276e+01,-3.876458e+01,-2.341517e+01,-7.213226e+00,1.294749e+01,3.262587e+01,2.699095e+01,1.368837e+01,1.022297e+01,1.239067e+01,7.865939e+00,9.390235e+00,1.615506e+01,1.792036e+01,1.424215e+01,6.678597e+00,2.070364e+00,6.784942e+00,1.173105e+01,1.306270e+01,1.074635e+01,3.456383e+00,-4.253506e+00,4.494046e-01,5.590889e+00
3.314340e+00,3.985511e+00,2.074749e+00,2.437997e+00,6.822532e+00,9.012550e+00,6.650096e+00,5.251854e+00,7.169939e+00,6.798967e+00,4.644509e+00,4.549046e+00,8.721355e+00,8.652992e+00,9.238725e+00,8.147472e+00,1.526531e+01,2.847752e+01,2.574171e+01,2.506716e+01,2.200278e+01,2.450710e+01,2.537136e+01,2.527616e+01,2.450782e+01,2.717099e+01,3.184099e+01,3.270357e+01,4.155737e+01,4.330477e+01,4.225176e+01,3.604903e+01,2.764868e+01,1.886030e+01,8.470036e+00,7.174799e+00,9.446809e+00,2.089431e+00,-2.863075e+00,5.944177e+00,1.262024e+01,9.941000e+00,3.824805e+00,1.970515e+00,8.003927e+00,9.840816e+00,4.500016e+00,4.160914e+00,1.191094e+00,-2.598256e+00,6.669825e-01,6.488783e+00
-7.768444e+00,-1.035940e-01,6.529731e-02,5.698663e-01,1.776993e+00,6.491539e+00,5.341381e+00,2.681539e-01,2.443089e+00,1.415623e+00,2.309618e+00,2.647604e+00,5.287816e+00,5.440025e+00,6.237168e+00,6.988733e+00,1.600220e+01,1.811162e+01,9.594433e+00,2.892090e+00,2.501463e+00,1.735287e+00,-1.611149e+00,3.738546e+00,9.245153e+00,9.898839e+00,1.343348e+01,1.384454e+01,9.404819e+00,5.668663e+00,6.109594e+00,1.953021e+01,2.130208e+01,1.533521e+01,8.886136e+00,8.254760e+00,9.512897e+00,6.313044e+00,-2.615398e+00,-1.563213e+00,1.232367e+00,8.627084e+00,9.807583e+00,9.218391e+00,1.426517e+01,1.295588e+01,5.466687e+00,5.047385e+00,6.095660e+00,7.607232e+00,7.243896e+00,7.203875e+00
-1.306868e-01,-2.569954e-01,-1.613917e+00,3.031996e+00,6.118949e+00,6.129375e+00,1.851649e-01,-2.173210e+00,2.479779e+00,3.237959e+00,1.191335e+00,3.166002e-01,1.188686e+00,-1.078077e+00,3.871586e+00,7.722722e+00,6.869147e+00,-1.130103e+01,-1.662239e+01,-2.192144e+01,-3.087568e+01,-3.385320e+01,-3.887601e+01,-3.906645e+01,-3.651901e+01,-3.853260e+01,-4.264330e+01,-3.763863e+01,-3.450768e+01,-2.707218e+01,-1.381361e+01,-8.753319e+00,4.744000e+00,1.352091e+01,1.250219e+01,1.163214e+01,1.264249e+01,7.615418e+00,4.223878e+00,-1.149990e+00,-5.225320e+00,5.448297e+00,1.435135e+01,1.557459e+01,1.179430e+01,6.695577e+00,4.514966e+00,8.895061e+00,1.515592e+01,1.765871e+01,1.565874e+01,1.076322e+01
4.402109e+00,3.849125e-01,-9.515224e-01,4.662958e-01,5.397679e+00,5.805008e+00,6.373423e-01,-1.684559e+00,3.983520e+00,2.120842e+00,2.246503e-01,7.703953e-01,-1.515915e-01,-3.313697e+00,3.237720e+00,4.814932e+00,-1.279623e+00,-3.842613e+00,4.485688e+00,1.167465e+01,1.239387e+01,1.371885e+01,1.189742e+01,1.316266e+01,1.663434e+01,1.787991e+01,2.115957e+01,2.238293e+01,1.624181e+01,6.194273e+00,1.253450e+01,2.274954e+01,1.770637e+01,1.380855e+01,8.856499e+00,6.023213e+00,7.030999e+00,4.321906e-01,-4.612833e-01,-1.100651e+00,-1.258931e+00,1.610488e+00,6.476397e+00,9.819368e+00,1.893488e+00,2.790492e-01,1.459585e+00,5.648459e+00,1.153181e+01,1.461491e+01,1.088694e+01,7.122384e+00
1.036230e+00,1.705983e+00,2.896127e+00,-1.706378e+00,-6.813467e-01,4.197227e+00,7.548970e+00,6.316835e+00,6.776905e+00,-1.301596e+00,6.266111e-01,4.441978e+00,3.180247e+00,9.148074e-01,1.960586e+00,-2.185566e+00,-4.325994e+00,-1.000963e+01,-1.159909e+01,-1.349923e+01,-1.301839e+01,-1.019553e+01,-3.018924e+00,-7.944150e+00,-1.974443e+01,-2.115203e+01,-1.639051e+01,-1.054803e+01,-7.824018e+00,-1.137407e+01,-1.441443e+01,-8.620625e+00,5.407682e+00,-6.049078e-01,-5.143560e+00,-5.849496e+00,-5.498366e+00,-3.562008e+00,-4.919877e+00,-4.965386e+00,-1.261496e+00,9.273332e-01,-1.266481e+00,-3.147935e+00,-5.161479e+00,5.083029e+00,6.287375e+00,8.450283e-01,-6.123153e-01,2.450171e+00,1.758002e+00,-1.126333e+00
