Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31
-5.072621e+02,-4.912478e+02,-4.898701e+02,-4.936379e+02,-4.934040e+02,-4.897447e+02,-4.930414e+02,-4.920187e+02,-2.805922e+02,-1.349084e+02,-8.257240e+01,-8.186253e+01,-9.850957e+01,-1.079648e+02,-8.968353e+01,-7.111961e+01,-7.171080e+01,-9.835990e+01,-1.444285e+02,-2.084650e+02,-2.780434e+02,-3.525496e+02,-4.117579e+02,-4.664686e+02,-4.900992e+02,-4.903945e+02,-4.911766e+02,-4.922959e+02,-4.917988e+02,-4.953109e+02,-4.967013e+02
3.022804e+01,4.459405e+01,4.794760e+01,4.522854e+01,4.620484e+01,4.834800e+01,4.531303e+01,4.664363e+01,9.524950e+01,9.048877e+01,6.683948e+01,4.254257e+01,4.053951e+01,4.309124e+01,3.348650e+01,4.675259e+01,7.321669e+01,9.576608e+01,1.217403e+02,1.536532e+02,1.714649e+02,1.595901e+02,1.176979e+02,6.926705e+01,4.808303e+01,4.739559e+01,4.676350e+01,4.589655e+01,4.630127e+01,4.368996e+01,4.194336e+01
1.247461e+01,1.107533e+01,1.568434e+01,1.795387e+01,2.013086e+01,1.758369e+01,1.671170e+01,1.824767e+01,-1.727845e+01,-3.877634e+01,-4.731432e+01,-4.943879e+01,-4.309100e+01,-4.244622e+01,-4.164419e+01,-5.458204e+01,-6.542912e+01,-6.005202e+01,-4.205300e+01,-2.146566e+01,4.301889e+00,1.718418e+01,1.680184e+01,1.686100e+01,1.713913e+01,1.646620e+01,1.701912e+01,1.713729e+01,1.624129e+01,1.798638e+01,1.650635e+01
4.002358e+00,-4.974107e+00,-3.119360e+00,1.539071e+00,3.985806e+00,1.054332e+00,-3.256492e-01,2.353015e+00,4.703477e+00,7.747749e+00,3.715559e+00,-1.646486e+00,-7.922933e+00,-1.885428e+01,-2.021674e+01,-1.920808e+01,-3.061632e+01,-3.822158e+01,-4.110713e+01,-4.581824e+01,-4.229200e+01,-2.995936e+01,-2.259262e+01,-8.440414e+00,-4.917951e-01,6.946062e-01,2.471260e+00,1.481221e+00,-1.125998e+00,2.118375e+00,7.981396e-01
7.021046e+00,2.345893e+00,-3.969393e-01,2.529605e+00,3.883626e+00,3.835708e+00,7.223828e-01,4.480165e+00,-4.671447e+01,-6.029890e+01,-5.595827e+01,-5.000891e+01,-4.590289e+01,-4.007465e+01,-4.126104e+01,-3.673524e+01,-3.267415e+01,-3.159376e+01,-2.962617e+01,-1.816531e+01,-7.687016e+00,-4.855632e+00,-1.865216e+00,-9.234858e-01,1.632014e+00,6.137673e+00,8.289846e+00,3.936105e+00,1.470262e+00,2.175166e+00,1.646424e+00
1.000360e+01,1.208893e+01,8.440905e+00,8.097889e+00,8.571215e+00,1.048511e+01,6.875907e+00,9.604035e+00,-2.407789e+01,-1.158291e+01,3.809299e+00,2.441507e+01,3.580157e+01,4.455087e+01,5.464645e+01,5.284031e+01,5.198396e+01,4.893796e+01,4.454812e+01,3.269832e+01,2.063789e+01,9.810370e+00,9.273694e+00,7.557467e+00,8.527363e+00,1.432401e+01,1.544065e+01,9.435150e+00,9.221920e+00,7.049492e+00,7.957247e+00
6.859506e+00,1.012200e+01,9.879129e+00,7.779702e+00,9.126961e+00,1.127527e+01,8.116694e+00,7.670576e+00,-2.414128e+01,-3.913560e+01,-4.113926e+01,-3.568308e+01,-3.721909e+01,-3.636507e+01,-3.990652e+01,-4.082866e+01,-4.143679e+01,-4.033447e+01,-4.229550e+01,-4.016235e+01,-2.899612e+01,-1.192364e+01,-7.623013e+00,1.577663e+00,8.958956e+00,1.167110e+01,1.071691e+01,8.240102e+00,9.475304e+00,7.783489e+00,9.445288e+00
3.280499e+00,3.844392e+00,6.460517e+00,4.692237e+00,7.326701e+00,9.248246e+00,6.916470e+00,4.306322e+00,1.587864e+01,2.754359e+01,3.199129e+01,3.503416e+01,3.618526e+01,3.483835e+01,3.143616e+01,2.960555e+01,2.865948e+01,2.396193e+01,1.048148e+01,1.812139e+00,-8.050800e+00,-1.422881e+01,-1.585126e+01,-4.408438e+00,5.743336e+00,4.053643e+00,1.335431e+00,4.704044e+00,4.921949e+00,6.104181e+00,7.425612e+00
3.950944e+00,3.189131e+00,5.375880e+00,4.436585e+00,5.827937e+00,7.289544e+00,6.983501e+00,5.926573e+00,-7.924190e+00,-1.116302e+01,-7.443996e+00,-1.394337e+00,1.236901e+00,-7.254846e-01,-1.187215e+00,-1.403631e+00,1.013520e+00,5.898557e+00,6.625249e-01,-5.897039e-01,1.072242e+00,1.137842e-01,-1.877556e+00,1.054699e+00,4.083693e+00,1.361679e+00,-1.398243e+00,4.126847e+00,2.723427e+00,5.208951e+00,6.520595e+00
4.157779e+00,4.273925e+00,5.076452e+00,4.245343e+00,1.994597e+00,2.749652e+00,5.218074e+00,7.834332e+00,8.006271e+00,1.282933e+01,1.414435e+01,1.166388e+01,8.394056e+00,6.946069e+00,1.022826e+01,1.346618e+01,1.233833e+01,1.552506e+01,1.833737e+01,2.133506e+01,2.090413e+01,1.159952e+01,9.645164e+00,8.837316e+00,2.542337e+00,1.997308e+00,1.127618e+00,4.071124e+00,2.469717e+00,3.297434e+00,5.359235e+00
