Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24
-5.112962e+02,-4.892696e+02,-4.886462e+02,-4.871750e+02,-4.882034e+02,-4.871150e+02,-4.869950e+02,-4.767365e+02,-2.864476e+02,-1.616534e+02,-1.384819e+02,-1.394773e+02,-1.202478e+02,-9.642886e+01,-6.310709e+01,-5.439767e+01,-8.192927e+01,-1.429912e+02,-2.135838e+02,-2.918272e+02,-3.707030e+02,-4.181547e+02,-4.554835e+02,-4.921385e+02
3.066750e+01,5.110612e+01,5.306594e+01,5.592143e+01,5.542472e+01,5.420130e+01,5.291518e+01,5.909888e+01,6.675371e+01,5.847742e+01,5.428330e+01,5.168780e+01,4.034555e+01,3.583524e+01,5.297253e+01,8.384958e+01,1.049689e+02,1.220175e+02,1.361063e+02,1.377553e+02,1.385660e+02,1.119086e+02,7.754271e+01,4.940858e+01
2.118153e+01,2.366383e+01,2.687793e+01,2.910230e+01,2.917583e+01,2.506705e+01,2.139111e+01,1.836422e+01,-3.072977e+01,-2.533054e+01,-1.400485e+01,-2.308517e+00,2.590731e+00,-1.808571e+01,-4.485011e+01,-4.135974e+01,-2.447383e+01,-7.807295e+00,5.957650e+00,1.255152e+01,1.923219e+01,1.814001e+01,1.666296e+01,2.503705e+01
1.554240e+01,1.017891e+01,1.192091e+01,1.229778e+01,1.164133e+01,9.162053e+00,6.916461e+00,9.049384e+00,1.468449e+00,-2.897415e+00,-2.198998e+00,-9.626329e+00,-1.516634e+01,-2.344625e+01,-4.300812e+01,-5.747862e+01,-6.006860e+01,-6.111064e+01,-4.875038e+01,-3.604604e+01,-2.441552e+01,-1.629564e+01,-4.695405e+00,1.359841e+01
1.451594e+01,1.318205e+01,1.253998e+01,1.160672e+01,1.040507e+01,1.090846e+01,1.298458e+01,2.018385e+01,3.758346e+01,4.063655e+00,-1.489886e+01,-2.665002e+01,-2.902751e+01,-2.806445e+01,-2.826690e+01,-3.100928e+01,-3.560224e+01,-3.664775e+01,-3.390959e+01,-1.968183e+01,-7.645221e-01,3.738555e+00,7.971822e+00,1.613847e+01
1.308930e+01,1.950003e+01,1.919481e+01,1.602917e+01,1.489584e+01,1.669710e+01,1.961562e+01,1.974068e+01,2.401176e+01,4.798376e+01,6.298031e+01,7.531733e+01,8.141998e+01,8.351187e+01,7.934843e+01,7.456158e+01,6.607346e+01,6.139674e+01,4.898590e+01,3.454380e+01,2.078476e+01,1.991544e+01,1.803513e+01,1.643703e+01
9.002810e+00,1.485879e+01,1.600615e+01,1.301599e+01,1.356350e+01,1.478462e+01,1.528034e+01,1.005475e+01,-3.231474e+01,-5.092836e+01,-5.930544e+01,-5.893815e+01,-5.745856e+01,-5.052314e+01,-5.269970e+01,-5.602538e+01,-5.896085e+01,-5.676765e+01,-5.151859e+01,-3.384686e+01,-1.022361e+01,7.446732e+00,7.751675e+00,7.660975e+00
4.779459e+00,5.282448e+00,6.122145e+00,5.324973e+00,6.841050e+00,7.745551e+00,6.236178e+00,6.429791e+00,9.784119e+00,1.769348e+01,2.468311e+01,3.590210e+01,3.957761e+01,3.552999e+01,3.474242e+01,2.991714e+01,2.154336e+01,1.795570e+01,1.144359e+01,3.934851e+00,-6.325296e+00,-5.828895e+00,-2.944042e+00,-1.039085e+00
3.095727e+00,2.747475e+00,2.192539e+00,2.116487e+00,1.607064e+00,2.335548e+00,8.021769e-01,4.830736e+00,-1.165250e+01,-9.590359e+00,-7.880623e+00,-5.075747e+00,-5.674455e+00,-7.659508e+00,-2.200072e+00,-2.266633e+00,-8.087976e+00,-1.042817e+01,-4.588533e+00,-1.616789e+00,-1.284771e+00,2.478950e+00,3.980489e+00,-1.168881e+00
3.111398e+00,1.976156e+00,8.658077e-01,2.345862e+00,8.990552e-03,-1.135597e+00,-6.103386e-01,-6.264223e-01,6.359156e+00,6.955239e+00,1.237961e+01,2.121244e+01,2.546203e+01,2.842341e+01,3.669438e+01,3.762338e+01,3.192818e+01,2.508497e+01,2.466753e+01,1.819001e+01,1.592229e+01,1.468059e+01,1.257341e+01,2.979848e+00
1.759419e+00,-1.705980e+00,-1.324363e+00,1.473610e+00,-9.078702e-01,-2.575399e+00,-1.501527e+00,-4.318207e+00,-2.306490e+01,-2.041540e+01,-2.247613e+01,-1.775058e+01,-1.591563e+01,-1.408569e+01,-5.041024e+00,1.138105e+00,4.609957e+00,6.590895e+00,1.189433e+01,1.228748e+01,1.372347e+01,1.376036e+01,9.525337e+00,2.396132e+00
-1.463220e+00,-6.155240e+00,-4.022907e+00,-1.059070e+00,-2.182534e+00,-2.667535e+00,-3.682441e+00,-5.583550e+00,5.418089e+00,-5.900902e-01,-1.102888e+01,-2.253989e+01,-2.513654e+01,-3.344333e+01,-3.156632e+01,-2.779343e+01,-1.907887e+01,-1.172521e+01,-1.393224e+01,-1.926533e+01,-1.144719e+01,-1.432755e-01,-2.896334e+00,-2.697465e+00
-2.669570e+00,-6.730870e+00,-5.535682e+00,-1.870022e+00,-1.107518e+00,-3.033288e+00,-5.314216e+00,-8.396187e+00,-9.179866e+00,-1.127767e+01,-1.429611e+01,-2.382446e+01,-3.002706e+01,-3.601181e+01,-3.484895e+01,-2.873231e+01,-2.135941e+01,-2.195026e+01,-1.977517e+01,-1.822874e+01,-1.248162e+01,-1.281641e+01,-1.234625e+01,-4.033162e+00
