Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24
-4.703591e+02,-4.582862e+02,-4.609979e+02,-4.592504e+02,-3.375676e+02,-1.902233e+02,-1.264559e+02,-1.211779e+02,-1.295164e+02,-1.280471e+02,-1.044616e+02,-8.900938e+01,-8.162955e+01,-8.429126e+01,-1.096924e+02,-1.637249e+02,-2.391852e+02,-3.130657e+02,-3.769501e+02,-4.336978e+02,-4.594295e+02,-4.579207e+02,-4.552507e+02,-4.641880e+02
2.135174e+01,3.428598e+01,3.070930e+01,2.838321e+01,9.741608e+01,1.001420e+02,8.595610e+01,6.132078e+01,5.222176e+01,5.447937e+01,4.695457e+01,4.914980e+01,6.720309e+01,9.335117e+01,1.184124e+02,1.381052e+02,1.515246e+02,1.459611e+02,1.068883e+02,5.743523e+01,3.102158e+01,3.211248e+01,3.483307e+01,2.646714e+01
1.412305e+01,1.842939e+01,1.595477e+01,1.562415e+01,4.637833e+00,-9.758502e+00,-1.439618e+01,-1.134160e+01,-1.250361e+01,-1.422408e+01,-2.429982e+01,-4.137814e+01,-4.564066e+01,-5.092894e+01,-4.376984e+01,-3.167082e+01,-1.175288e+01,1.156666e+01,1.928264e+01,2.179053e+01,1.278258e+01,1.177907e+01,1.224972e+01,1.220813e+01
7.118128e+00,5.447092e+00,5.054741e+00,7.071856e+00,-2.749295e+01,-3.170228e+01,-3.170322e+01,-3.156221e+01,-2.661103e+01,-1.791428e+01,-1.692705e+01,-2.433261e+01,-3.009190e+01,-3.948929e+01,-4.738618e+01,-4.707893e+01,-4.400679e+01,-3.420994e+01,-1.478704e+01,3.252239e+00,9.682065e-01,-1.265572e+00,-2.279284e+00,1.831491e+00
3.973770e+00,2.014861e+00,3.530860e+00,3.167876e+00,-1.797920e+01,-4.062740e+01,-4.613708e+01,-3.986071e+01,-3.038430e+01,-2.726046e+01,-2.976484e+01,-3.122036e+01,-2.927323e+01,-2.535411e+01,-3.100674e+01,-2.580947e+01,-1.228109e+01,-3.112942e+00,2.317036e+00,6.736741e+00,2.523834e+00,6.227079e-01,1.447441e-01,1.597430e+00
5.122392e+00,5.643142e+00,7.217155e+00,1.227153e+01,2.479337e+01,4.895850e+01,5.535758e+01,5.231095e+01,4.947332e+01,5.056462e+01,5.169425e+01,5.227174e+01,4.283939e+01,4.159026e+01,3.782499e+01,3.454938e+01,2.942497e+01,1.814416e+01,1.002975e+01,1.239014e+01,1.046928e+01,9.513336e+00,1.100383e+01,8.074102e+00
7.899362e+00,9.609474e+00,9.273136e+00,1.071747e+01,-1.140571e+01,-2.196368e+01,-2.302625e+01,-2.665400e+01,-3.425813e+01,-3.808939e+01,-3.716944e+01,-3.643291e+01,-3.698301e+01,-3.665279e+01,-3.596247e+01,-3.717162e+01,-3.632182e+01,-1.556545e+01,-2.852771e+00,9.864614e+00,1.383615e+01,1.346861e+01,1.664138e+01,1.344214e+01
8.906131e+00,9.810282e+00,7.617393e+00,7.928084e+00,-1.981493e+01,-7.298077e+00,3.434473e+00,1.127413e+01,1.742691e+01,2.211990e+01,3.023839e+01,2.510756e+01,2.202866e+01,1.808387e+01,1.665966e+01,1.044496e+01,2.723628e+00,-6.662933e+00,-2.716990e+00,6.324943e+00,9.162224e+00,9.332691e+00,1.282781e+01,1.317375e+01
6.613459e+00,6.425117e+00,4.492845e+00,8.490046e+00,6.923482e-01,-1.899460e+00,5.161778e+00,1.032166e+01,1.144691e+01,8.631708e+00,8.716235e+00,1.119976e+01,1.246646e+01,1.379093e+01,1.553991e+01,1.317906e+01,1.319561e+01,6.773152e+00,1.131591e+01,5.432340e+00,1.401299e+00,2.698670e+00,5.430878e+00,8.120647e+00
2.214236e+00,1.321934e+00,1.487701e+00,1.097363e+00,3.069798e+00,1.402682e+01,2.126168e+01,2.077317e+01,1.787731e+01,1.137644e+01,5.536999e+00,5.189273e-01,4.944802e+00,9.605709e+00,5.973540e+00,5.574040e+00,4.954921e+00,7.797552e+00,8.863843e+00,6.778190e-01,-3.549043e+00,-1.221215e+00,3.159449e-01,1.340398e+00
-1.677315e+00,-3.749729e+00,-1.912832e+00,6.747544e-01,-1.003174e+00,-9.268106e+00,-1.159264e+01,-1.764304e+01,-2.538022e+01,-2.536289e+01,-2.670108e+01,-2.607496e+01,-2.195647e+01,-1.517922e+01,-1.547625e+01,-1.359347e+01,-8.111126e+00,-9.215493e+00,-1.000577e+01,-8.410832e+00,-4.474276e+00,-2.692866e+00,-2.611548e+00,-4.666093e+00
-3.171835e+00,-6.872373e+00,-5.318060e+00,-4.497677e+00,-7.535781e+00,2.708662e-02,-6.571684e-01,-7.245234e+00,-1.334169e+01,-8.776734e+00,-4.261947e+00,-4.517487e+00,-4.542195e-01,-2.176929e+00,-7.581311e+00,-1.339618e+01,-1.765938e+01,-1.846097e+01,-1.648903e+01,-1.178536e+01,-3.729248e+00,-3.945777e+00,-5.365053e+00,-7.917336e+00
-2.338079e+00,-6.346815e+00,-6.139820e+00,-8.540516e+00,-2.612379e+01,-3.887212e+01,-4.748419e+01,-4.438092e+01,-3.916106e+01,-2.968740e+01,-2.524294e+01,-2.526964e+01,-1.982316e+01,-1.551172e+01,-1.342147e+01,-7.686389e+00,-2.826330e+00,-3.348516e+00,-6.485990e+00,-5.870056e+00,-3.235242e+00,-4.534929e+00,-6.594903e+00,-6.879202e+00
