Coeff 1,Coeff 2,Coeff 3,Coeff 4,Coeff 5,Coeff 6,Coeff 7,Coeff 8,Coeff 9,Coeff 10,Coeff 11,Coeff 12,Coeff 13,Coeff 14,Coeff 15,Coeff 16,Coeff 17,Coeff 18,Coeff 19,Coeff 20,Coeff 21,Coeff 22,Coeff 23,Coeff 24,Coeff 25,Coeff 26,Coeff 27,Coeff 28,Coeff 29,Coeff 30,Coeff 31,Coeff 32,Coeff 33,Coeff 34,Coeff 35,Coeff 36,Coeff 37,Coeff 38,Coeff 39,Coeff 40,Coeff 41,Coeff 42
-5.228463e+02,-4.935192e+02,-4.911950e+02,-4.900162e+02,-4.818558e+02,-4.853464e+02,-4.908789e+02,-4.300288e+02,-1.964624e+02,-1.128081e+02,-1.120989e+02,-1.436941e+02,-1.630924e+02,-1.701585e+02,-1.612678e+02,-1.706215e+02,-1.715109e+02,-1.546816e+02,-1.450788e+02,-1.354038e+02,-1.178220e+02,-1.059477e+02,-8.993191e+01,-7.918900e+01,-6.304716e+01,-4.589290e+01,-3.990002e+01,-5.517039e+01,-9.615688e+01,-1.614981e+02,-2.460975e+02,-3.443165e+02,-4.096775e+02,-4.648262e+02,-4.903989e+02,-4.946022e+02,-5.018387e+02,-5.036965e+02,-5.004110e+02,-4.955164e+02,-4.979366e+02,-5.106427e+02
4.862012e+01,7.810647e+01,8.441135e+01,8.559514e+01,9.117578e+01,8.734138e+01,7.982985e+01,9.090996e+01,1.196792e+02,1.110136e+02,8.854736e+01,7.354688e+01,7.460194e+01,7.481139e+01,7.510588e+01,7.571157e+01,6.666283e+01,5.978924e+01,5.835416e+01,5.972139e+01,5.730829e+01,5.207187e+01,4.762566e+01,4.575602e+01,4.362564e+01,4.695309e+01,5.808050e+01,7.361377e+01,8.804747e+01,1.112062e+02,1.272108e+02,1.372125e+02,1.201379e+02,9.020410e+01,7.240475e+01,6.873088e+01,6.027088e+01,5.980596e+01,6.373847e+01,6.657227e+01,6.604172e+01,5.941358e+01
1.754268e+01,2.511095e+01,3.376669e+01,3.449609e+01,3.158237e+01,2.904162e+01,2.267814e+01,1.474484e+01,-4.346354e+00,-2.415811e+01,-4.493683e+01,-3.672168e+01,-1.449658e+01,-4.439800e+00,-8.227490e+00,-6.546571e+00,-6.886020e-01,-3.697164e-01,8.762193e-01,-1.921153e+00,-1.099928e+00,-8.587901e+00,-2.221474e+01,-3.157222e+01,-4.493045e+01,-5.664762e+01,-6.995778e+01,-8.139929e+01,-7.987929e+01,-6.569250e+01,-6.156027e+01,-4.716877e+01,-2.588658e+01,-2.619766e+00,5.807766e+00,7.181742e+00,3.383544e+00,5.955206e+00,8.208242e+00,4.379414e+00,6.660804e+00,1.458874e+01
1.041196e+01,7.216102e+00,1.056129e+01,1.185228e+01,9.722590e+00,6.950022e+00,1.486609e+00,1.967477e+01,3.950652e+01,3.415332e+01,1.704507e+01,-7.338772e+00,-2.027534e+01,-2.982138e+01,-3.427319e+01,-3.534993e+01,-3.639301e+01,-3.908754e+01,-3.868510e+01,-3.542719e+01,-4.082002e+01,-4.351073e+01,-4.391161e+01,-4.400667e+01,-4.469733e+01,-4.524280e+01,-4.846552e+01,-4.497228e+01,-3.281640e+01,-2.688946e+01,-2.894250e+01,-3.061389e+01,-3.152954e+01,-2.139841e+01,-1.169808e+01,-5.572379e+00,-4.302740e+00,-2.574290e+00,-2.816553e+00,-6.920349e+00,-7.123127e+00,-2.332934e+00
1.936431e+01,1.786389e+01,1.560558e+01,1.764698e+01,2.039167e+01,1.747691e+01,1.165602e+01,-8.546253e+00,-6.463487e+01,-6.278537e+01,-5.178557e+01,-3.284527e+01,-1.294342e+01,-5.892413e+00,-8.465540e+00,-8.820308e+00,-3.046698e+00,3.372204e+00,5.055452e+00,-1.201711e+00,3.231899e+00,8.989483e+00,8.532480e+00,1.012288e+01,5.592388e+00,4.813109e+00,1.630899e+00,-1.482499e+00,-7.116859e+00,-5.183040e+00,3.613260e+00,6.395544e+00,7.433303e+00,5.302727e+00,4.572210e+00,1.259471e+01,1.582398e+01,1.405614e+01,1.123831e+01,1.249161e+01,1.091729e+01,7.004538e+00
1.753064e+01,1.899316e+01,1.985265e+01,2.228233e+01,2.350750e+01,2.111427e+01,1.620347e+01,-9.940033e+00,-8.286072e+00,-6.555583e+00,4.113752e-01,1.451295e+01,3.104234e+01,3.554219e+01,3.317001e+01,3.390343e+01,3.174310e+01,2.529272e+01,2.598626e+01,2.586945e+01,2.542752e+01,2.505441e+01,2.659410e+01,2.579857e+01,2.445524e+01,2.782838e+01,2.813674e+01,2.569207e+01,3.429870e+01,3.580675e+01,2.563125e+01,1.140025e+01,6.642891e+00,1.286025e+01,1.019389e+01,1.583245e+01,1.675496e+01,1.350534e+01,1.104180e+01,1.410538e+01,1.543417e+01,1.199577e+01
6.315466e+00,6.846304e+00,1.262312e+01,1.585143e+01,1.256991e+01,1.034844e+01,8.798978e+00,-6.829286e+00,-3.187229e+01,-3.951597e+01,-3.689829e+01,-3.413206e+01,-3.764287e+01,-4.040197e+01,-4.484916e+01,-4.457899e+01,-3.086297e+01,-3.292749e+01,-3.356080e+01,-3.397758e+01,-3.767503e+01,-4.049654e+01,-3.630343e+01,-3.253009e+01,-2.749603e+01,-2.095943e+01,-1.612293e+01,-1.269492e+01,-1.565991e+01,-1.830488e+01,-1.181284e+01,2.401435e+00,6.226349e+00,8.124164e+00,7.102308e+00,8.426777e+00,5.829471e+00,4.506903e+00,5.398466e+00,4.128418e+00,4.536808e+00,5.210670e+00
2.837239e+00,3.093070e-01,2.097431e+00,5.948951e+00,3.784836e+00,2.539022e+00,3.287160e+00,-8.230532e+00,1.138032e+01,2.787646e+01,3.687737e+01,3.643076e+01,3.423823e+01,2.796087e+01,2.451612e+01,2.247836e+01,2.039849e+01,2.006811e+01,1.717273e+01,1.457249e+01,1.662875e+01,1.934128e+01,2.356260e+01,2.636374e+01,2.736460e+01,2.693150e+01,3.187208e+01,2.540925e+01,2.215398e+01,2.239745e+01,1.338882e+01,4.311396e+00,1.344473e+01,1.275556e+01,8.344292e+00,7.667519e+00,4.465277e+00,5.854598e+00,7.805469e+00,3.623279e+00,-8.572277e-01,3.920390e-01
5.205780e+00,-6.583303e-03,-5.281663e+00,-2.627219e+00,-1.367816e+00,1.073735e-01,1.498013e+00,-2.036405e+01,-2.210645e+01,-1.715290e+01,-9.357512e+00,-1.231133e+01,-1.465901e+01,-1.398548e+01,-1.414556e+01,-1.662442e+01,-1.226441e+01,-1.301189e+00,3.601640e+00,3.086545e+00,2.112331e-01,-5.026248e-01,-1.982363e+00,-7.067243e+00,-6.768268e+00,-4.900607e+00,-2.006605e+00,-5.971791e+00,-1.297153e+01,-1.396895e+01,-1.201502e+01,-4.234996e+00,4.562411e+00,1.208582e+01,5.904107e+00,5.875690e+00,5.368834e+00,7.452705e+00,6.623084e+00,4.886373e+00,1.409175e+00,1.559770e+00
1.893167e+00,-4.064751e+00,-8.148606e+00,-7.173216e+00,-7.515536e+00,-4.062331e+00,-3.102309e-01,9.391539e+00,2.130575e+01,2.067044e+01,1.540008e+01,1.196001e+01,1.593532e+01,2.118098e+01,2.278728e+01,2.163102e+01,1.705951e+01,1.698802e+01,1.263912e+01,1.287622e+01,1.286117e+01,4.220298e+00,1.650062e+00,1.645459e+00,3.772853e+00,8.274999e+00,4.753680e+00,-4.339506e+00,-1.180793e+01,-1.134763e+01,-1.307520e+01,-1.546469e+01,-9.711897e+00,-2.207443e+00,-1.281250e+00,-8.681428e-01,1.398802e+00,2.426005e+00,4.016428e-01,1.623236e+00,2.399949e+00,2.064221e+00
